"path"	"line"	"channel"	"source_text"
"js/campaign/quiz/CampaignQuizTop.js"	"157"	"js-ui-literal"	"<span class=""b_screen""></span><div class=""maskWrap""></div><div class=""effect01""></div><div class=""effect02""></div>"
"js/campaign/quiz/CampaignQuizTop.js"	"158"	"js-ui-literal"	"<span class=""b_screen""></span><div class=""maskWrap""></div><div class=""effect01""></div><div class=""effect02""></div>"
"js/campaign/summer_mission/CampaignSummerMissionTopListView.js"	"174"	"js-ui-literal"	"<div id='popupDetailScrollWrap'><div class='scrollInner'></div></div>"
"js/chara/CharaCompose.js"	"7"	"js-ui-literal"	"\x3cdiv id\x3d'useItemList'\x3e\x3c/div\x3e\x3cp class\x3d'text'\x3e"
"js/chara/CharaComposeMagia.js"	"6"	"js-ui-literal"	"\x3cp\x3e"
"js/chara/CharaCustomize.js"	"6"	"js-ui-literal"	"\x3cp\x3e"
"js/chara/CharaEnhancementTree.js"	"29"	"js-ui-literal"	"\x3cp\x3e"
"js/chara/CharaEnhancementTree.js"	"31"	"js-ui-literal"	"\x3cp\x3e"
"js/chara/CharaEquip.js"	"4"	"js-ui-literal"	"\x3cp\x3e"
"js/chara/CharaEquip.js"	"7"	"js-ui-literal"	"\x3cp\x3e"
"js/collection/StoryCollection.js"	"5"	"js-ui-literal"	"OP"
"js/collection/StoryCollection.js"	"28"	"js-ui-literal"	"Gallery"
"js/event/accomplish/EventAccomplishTop.js"	"216"	"js-ui-literal"	"BATTLE"
"js/event/dailytower/EventDailyTowerTop.js"	"17"	"js-ui-literal"	"BATTLE"
"js/event/dungeon/EventDungeonMap.js"	"535"	"js-ui-literal"	"<span class='cureName'>"
"js/event/EventWalpurgis/Utility.js"	"4"	"js-ui-literal"	"BATTLE"
"js/event/singleraid/EventSingleRaidTop.js"	"661"	"js-ui-literal"	"BATTLE"
"js/event/singleraid/EventSingleRaidTop.js"	"847"	"js-ui-literal"	"<div id=""curtain""></div>"
"js/event/storyraid/EventStoryRaidTop.js"	"894"	"js-ui-literal"	"BATTLE"
"js/event/tower/EventTowerTop.js"	"233"	"js-ui-literal"	"BATTLE"
"js/formation/DeckFormation.js"	"47"	"js-ui-literal"	"\x3cspan class\x3d'c_pink'\x3e"
"js/libs/arenaClassList.json"	"1"	"json-value"	"FREE_RANK_30"
"js/libs/arenaClassList.json"	"1"	"json-value"	"FREE_RANK_29"
"js/libs/arenaClassList.json"	"1"	"json-value"	"ITEM_PRESENTED_MONEY_25"
"js/libs/arenaClassList.json"	"1"	"json-value"	"FREE_RANK_28"
"js/libs/arenaClassList.json"	"1"	"json-value"	"FREE_RANK_27"
"js/libs/arenaClassList.json"	"1"	"json-value"	"FREE_RANK_1"
"js/libs/arenaClassList.json"	"1"	"json-value"	"FREE_RANK_2"
"js/libs/arenaClassList.json"	"1"	"json-value"	"FREE_RANK_10"
"js/libs/arenaClassList.json"	"1"	"json-value"	"FREE_RANK_9"
"js/libs/arenaClassList.json"	"1"	"json-value"	"FREE_RANK_11"
"js/libs/arenaClassList.json"	"1"	"json-value"	"FREE_RANK_12"
"js/libs/arenaClassList.json"	"1"	"json-value"	"FREE_RANK_13"
"js/libs/arenaClassList.json"	"1"	"json-value"	"FREE_RANK_14"
"js/libs/arenaClassList.json"	"1"	"json-value"	"FREE_RANK_15"
"js/libs/arenaClassList.json"	"1"	"json-value"	"FREE_RANK_16"
"js/libs/arenaClassList.json"	"1"	"json-value"	"FREE_RANK_17"
"js/libs/arenaClassList.json"	"1"	"json-value"	"FREE_RANK_18"
"js/libs/arenaClassList.json"	"1"	"json-value"	"FREE_RANK_19"
"js/libs/arenaClassList.json"	"1"	"json-value"	"FREE_RANK_20"
"js/libs/arenaClassList.json"	"1"	"json-value"	"FREE_RANK_3"
"js/libs/arenaClassList.json"	"1"	"json-value"	"FREE_RANK_21"
"js/libs/arenaClassList.json"	"1"	"json-value"	"FREE_RANK_22"
"js/libs/arenaClassList.json"	"1"	"json-value"	"FREE_RANK_23"
"js/libs/arenaClassList.json"	"1"	"json-value"	"FREE_RANK_24"
"js/libs/arenaClassList.json"	"1"	"json-value"	"FREE_RANK_25"
"js/libs/arenaClassList.json"	"1"	"json-value"	"FREE_RANK_26"
"js/libs/arenaClassList.json"	"1"	"json-value"	"FREE_RANK_4"
"js/libs/arenaClassList.json"	"1"	"json-value"	"FREE_RANK_5"
"js/libs/arenaClassList.json"	"1"	"json-value"	"FREE_RANK_6"
"js/libs/arenaClassList.json"	"1"	"json-value"	"FREE_RANK_7"
"js/libs/arenaClassList.json"	"1"	"json-value"	"FREE_RANK_8"
"js/libs/cardList.json"	"1"	"json-value"	"ササギコウシ（Sasagi Koushi）"
"js/libs/cardList.json"	"1"	"json-value"	"Imoan"
"js/libs/cardList.json"	"1"	"json-value"	"Sasagi Koushi"
"js/libs/cardList.json"	"1"	"json-value"	"Futene"
"js/libs/cardList.json"	"1"	"json-value"	"いもあん"
"js/libs/cardList.json"	"1"	"json-value"	"ふてね"
"js/libs/cardList.json"	"1"	"json-value"	"くろにゃん"
"js/libs/cardList.json"	"1"	"json-value"	"ぷにゃん"
"js/libs/cardList.json"	"1"	"json-value"	"Kyubert"
"js/libs/cardList.json"	"1"	"json-value"	"Enjison"
"js/libs/cardList.json"	"1"	"json-value"	"ダリク"
"js/libs/cardList.json"	"1"	"json-value"	"PAPA"
"js/libs/cardList.json"	"1"	"json-value"	"ササギコウシ（Sasagi Koushi）・ふてね"
"js/libs/cardList.json"	"1"	"json-value"	"GENJIN"
"js/libs/cardList.json"	"1"	"json-value"	"ニャン☆ぷぅ"
"js/libs/cardList.json"	"1"	"json-value"	"おちゃう"
"js/libs/cardList.json"	"1"	"json-value"	"くらは"
"js/libs/cardList.json"	"1"	"json-value"	"Nardack"
"js/libs/cardList.json"	"1"	"json-value"	"ハノカゲ"
"js/libs/cardList.json"	"1"	"json-value"	"GAN"
"js/libs/cardList.json"	"1"	"json-value"	"あｆろ"
"js/libs/cardList.json"	"1"	"json-value"	"ヒゲ"
"js/libs/cardList.json"	"1"	"json-value"	"あらたまい"
"js/libs/cardList.json"	"1"	"json-value"	"かんざきひろ"
"js/libs/cardList.json"	"1"	"json-value"	"ゆーげん"
"js/libs/cardList.json"	"1"	"json-value"	"H2SO4"
"js/libs/cardList.json"	"1"	"json-value"	"アマネシキ（Amane Shiki）"
"js/libs/cardList.json"	"1"	"json-value"	"マシマサキ"
"js/libs/cardList.json"	"1"	"json-value"	"Yano Mitsuki"
"js/libs/cardList.json"	"1"	"json-value"	"Ragho no Erika"
"js/libs/cardList.json"	"1"	"json-value"	"katsutake"
"js/libs/cardList.json"	"1"	"json-value"	"なかじまゆか"
"js/libs/cardList.json"	"1"	"json-value"	"fuzichoco"
"js/libs/cardList.json"	"1"	"json-value"	"がおう"
"js/libs/cardList.json"	"1"	"json-value"	"U35"
"js/libs/cardList.json"	"1"	"json-value"	"Tiv"
"js/libs/cardList.json"	"1"	"json-value"	"NOCO"
"js/libs/cardList.json"	"1"	"json-value"	"ヤスダスズヒト"
"js/libs/cardList.json"	"1"	"json-value"	"らぐほのえりか"
"js/libs/cardList.json"	"1"	"json-value"	"ファルまろ"
"js/libs/cardList.json"	"1"	"json-value"	"あずーる"
"js/libs/cardMagiaMap.json"	"1"	"json-value"	"Nine Phases"
"js/libs/cardMagiaMap.json"	"1"	"json-value"	"shutdown -r -t 21"
"js/libs/cardMagiaMap.json"	"1"	"json-value"	"Magia☆Magica"
"js/libs/cardMagiaMap.json"	"1"	"json-value"	"angry·hungry"
"js/libs/cardMagiaMap.json"	"1"	"json-value"	"Dead End of the Year"
"js/libs/cardMagiaMap.json"	"1"	"json-value"	"Dynamic Cake Ceremony"
"js/libs/cardMagiaMap.json"	"1"	"json-value"	"Accelerator"
"js/libs/cardMagiaMap.json"	"1"	"json-value"	"Hornet Javelin"
"js/libs/cardMagiaMap.json"	"1"	"json-value"	"Ouroboros"
"js/libs/cardMagiaMap.json"	"1"	"json-value"	"Super Chisato Time"
"js/libs/cardMagiaMap.json"	"1"	"json-value"	"Mission of My Heart"
"js/libs/cardMagiaMap.json"	"1"	"json-value"	"Takina's Random Fire"
"js/libs/cardMagiaMap.json"	"1"	"json-value"	"Judgement of My Mind"
"js/libs/cardMagiaMap.json"	"1"	"json-value"	"Eve Magia"
"js/libs/cardMagiaMap.json"	"1"	"json-value"	"BITE! BITE! BITE!"
"js/libs/chapterList.json"	"1"	"json-value"	"NORMAL"
"js/libs/chapterList.json"	"1"	"json-value"	"MAIN"
"js/libs/chapterList.json"	"1"	"json-value"	"SINGLERAID"
"js/libs/chapterList.json"	"1"	"json-value"	"BRANCH"
"js/libs/chapterList.json"	"1"	"json-value"	"NORMALSECTIONID=101881"
"js/libs/chapterList.json"	"1"	"json-value"	"Surround Fenthope"
"js/libs/chapterList.json"	"1"	"json-value"	"NORMALSECTIONID=101972"
"js/libs/chapterList.json"	"1"	"json-value"	"Pillar of Tomorrow"
"js/libs/chapterList.json"	"1"	"json-value"	"Scene0"
"js/libs/chapterList.json"	"1"	"json-value"	"SUB"
"js/libs/charaList.json"	"1"	"json-value"	"LIGHT"
"js/libs/charaList.json"	"1"	"json-value"	"HEAL"
"js/libs/charaList.json"	"1"	"json-value"	"BALANCE"
"js/libs/charaList.json"	"1"	"json-value"	"PRISM"
"js/libs/charaList.json"	"1"	"json-value"	"WATER"
"js/libs/charaList.json"	"1"	"json-value"	"DEFENSE"
"js/libs/charaList.json"	"1"	"json-value"	"FIRE"
"js/libs/charaList.json"	"1"	"json-value"	"ATTACK"
"js/libs/charaList.json"	"1"	"json-value"	"TIMBER"
"js/libs/charaList.json"	"1"	"json-value"	"DARK"
"js/libs/charaList.json"	"1"	"json-value"	"ATKHP"
"js/libs/charaList.json"	"1"	"json-value"	"SUPPORT"
"js/libs/charaList.json"	"1"	"json-value"	"ATKDEF"
"js/libs/charaList.json"	"1"	"json-value"	"DESTINY_CRYSTAL"
"js/libs/charaList.json"	"1"	"json-value"	"DEFHP"
"js/libs/charaList.json"	"1"	"json-value"	"ササギコウシ"
"js/libs/charaList.json"	"1"	"json-value"	"ぷにゃん"
"js/libs/charaList.json"	"1"	"json-value"	"VOID"
"js/libs/charaList.json"	"1"	"json-value"	"Satori Kagome"
"js/libs/charaList.json"	"1"	"json-value"	"Kureha Yuna"
"js/libs/charaList.json"	"1"	"json-value"	"Kirari Hikaru"
"js/libs/charaList.json"	"1"	"json-value"	"Kasane Ao"
"js/libs/charaList.json"	"1"	"json-value"	"Oba Juri"
"js/libs/charaList.json"	"1"	"json-value"	"Tokime Shizuka"
"js/libs/charaList.json"	"1"	"json-value"	"Toki Sunao"
"js/libs/charaList.json"	"1"	"json-value"	"Aika Himena"
"js/libs/charaList.json"	"1"	"json-value"	"Miyabi Shigure"
"js/libs/charaList.json"	"1"	"json-value"	"Azumi Hagumu"
"js/libs/charaList.json"	"1"	"json-value"	"Kagura San"
"js/libs/charaList.json"	"1"	"json-value"	"Yukari Miyuri"
"js/libs/charaList.json"	"1"	"json-value"	"Himuro Lavi"
"js/libs/charaList.json"	"1"	"json-value"	"Miura Asahi"
"js/libs/charaList.json"	"1"	"json-value"	"Kurusu Alexandra"
"js/libs/charaList.json"	"1"	"json-value"	"Yume Urara"
"js/libs/charaList.json"	"1"	"json-value"	"Satomi Nayuta"
"js/libs/charaList.json"	"1"	"json-value"	"Yakumo Mikage"
"js/libs/charaList.json"	"1"	"json-value"	"Sawa Yozuru"
"js/libs/charaList.json"	"1"	"json-value"	"Sasame Yozuru"
"js/libs/charaList.json"	"1"	"json-value"	"Livia Medeiros"
"js/libs/charaList.json"	"1"	"json-value"	"Chiisana Kyūbē"
"js/libs/charaList.json"	"1"	"json-value"	"Kuroe"
"js/libs/charaList.json"	"1"	"json-value"	"Sena Mikoto"
"js/libs/charaList.json"	"1"	"json-value"	"Mizuna Tsuyu"
"js/libs/charaList.json"	"1"	"json-value"	"Chizuru"
"js/libs/charaList.json"	"1"	"json-value"	"Kuro"
"js/libs/charaList.json"	"1"	"json-value"	"Ebony"
"js/libs/charaList.json"	"1"	"json-value"	"Olga"
"js/libs/charaList.json"	"1"	"json-value"	"Gunhild"
"js/libs/charaList.json"	"1"	"json-value"	"Heruka"
"js/libs/charaList.json"	"1"	"json-value"	"Toyo"
"js/libs/charaList.json"	"1"	"json-value"	"Amaryllis"
"js/libs/charaList.json"	"1"	"json-value"	"Yachiyo·Mifuyu"
"js/libs/charaList.json"	"1"	"json-value"	"Uwasa no Sana"
"js/libs/charaList.json"	"1"	"json-value"	"PAPA"
"js/libs/charaList.json"	"1"	"json-value"	"Azusa Mifuyu"
"js/libs/charaList.json"	"1"	"json-value"	"Touka·Nemu"
"js/libs/charaList.json"	"1"	"json-value"	"Rena Chan"
"js/libs/charaList.json"	"1"	"json-value"	"Togame Momoko"
"js/libs/charaList.json"	"1"	"json-value"	"Karin・Alina"
"js/libs/charaList.json"	"1"	"json-value"	"Tatsuki Asuka"
"js/libs/charaList.json"	"1"	"json-value"	"Izumi Kanagi"
"js/libs/charaList.json"	"1"	"json-value"	"Yuna・Juri"
"js/libs/charaList.json"	"1"	"json-value"	"Nayuta·Mikage"
"js/libs/charaList.json"	"1"	"json-value"	"Uwasa no Mikoto"
"js/libs/charaList.json"	"1"	"json-value"	"Nanami Yachiyo"
"js/libs/charaList.json"	"1"	"json-value"	"Tsuruno・Felicia"
"js/libs/charaList.json"	"1"	"json-value"	"Rena·Kaede"
"js/libs/charaList.json"	"1"	"json-value"	"Momoko·Mitama"
"js/libs/charaList.json"	"1"	"json-value"	"Yakumo Mitama"
"js/libs/charaList.json"	"1"	"json-value"	"ULTIMATE"
"js/libs/charaList.json"	"1"	"json-value"	"Uwasa no Tsuruno"
"js/libs/charaList.json"	"1"	"json-value"	"Minami Rena"
"js/libs/charaList.json"	"1"	"json-value"	"Iroha·Ui"
"js/libs/charaList.json"	"1"	"json-value"	"Tamaki Iroha"
"js/libs/charaList.json"	"1"	"json-value"	"Infinity Iroha"
"js/libs/charaList.json"	"1"	"json-value"	"Mugendai Iroha"
"js/libs/charaList.json"	"1"	"json-value"	"Iroha・Kuroe"
"js/libs/charaList.json"	"1"	"json-value"	"CIRCLE_MAGIA"
"js/libs/charaList.json"	"1"	"json-value"	"Aki Mabayu"
"js/libs/charaList.json"	"1"	"json-value"	"Ultimate Madoka Senpai"
"js/libs/charaList.json"	"1"	"json-value"	"Madoka・Iroha"
"js/libs/charaList.json"	"1"	"json-value"	"Kaname Madoka"
"js/libs/charaList.json"	"1"	"json-value"	"scene0 ver."
"js/libs/charaList.json"	"1"	"json-value"	"Madoka Senpai·Iroha Chan"
"js/libs/charaList.json"	"1"	"json-value"	"Akuma Homura Chan"
"js/libs/charaList.json"	"1"	"json-value"	"Akuma Homura"
"js/libs/charaList.json"	"1"	"json-value"	"Akemi Homura"
"js/libs/charaList.json"	"1"	"json-value"	"Miki Sayaka"
"js/libs/charaList.json"	"1"	"json-value"	"Tomoe Mami"
"js/libs/charaList.json"	"1"	"json-value"	"Holy Mami"
"js/libs/charaList.json"	"1"	"json-value"	"Sakura Kyoko"
"js/libs/charaList.json"	"1"	"json-value"	"Momoe Nagisa"
"js/libs/charaList.json"	"1"	"json-value"	"GENJIN"
"js/libs/charaList.json"	"1"	"json-value"	"M・A・O"
"js/libs/charaList.json"	"1"	"json-value"	"ニャン☆ぷぅ"
"js/libs/charaList.json"	"1"	"json-value"	"おちゃう"
"js/libs/charaList.json"	"1"	"json-value"	"くらは"
"js/libs/charaList.json"	"1"	"json-value"	"Nardack"
"js/libs/charaList.json"	"1"	"json-value"	"GAN"
"js/libs/charaList.json"	"1"	"json-value"	"Nanase Yukika"
"js/libs/charaList.json"	"1"	"json-value"	"あｆろ"
"js/libs/charaList.json"	"1"	"json-value"	"Suzuka Sakuya"
"js/libs/charaList.json"	"1"	"json-value"	"ヒゲ"
"js/libs/charaList.json"	"1"	"json-value"	"Inami Man"
"js/libs/charaList.json"	"1"	"json-value"	"あらたまい"
"js/libs/charaList.json"	"1"	"json-value"	"かんざきひろ"
"js/libs/charaList.json"	"1"	"json-value"	"Wakana Tsumugi"
"js/libs/charaList.json"	"1"	"json-value"	"ゆーげん"
"js/libs/charaList.json"	"1"	"json-value"	"Lynn"
"js/libs/charaList.json"	"1"	"json-value"	"H2SO4"
"js/libs/charaList.json"	"1"	"json-value"	"アマネシキ"
"js/libs/charaList.json"	"1"	"json-value"	"マシマサキ"
"js/libs/charaList.json"	"1"	"json-value"	"Machico"
"js/libs/charaList.json"	"1"	"json-value"	"Megumi Moka"
"js/libs/charaList.json"	"1"	"json-value"	"らぐほのえりか"
"js/libs/charaList.json"	"1"	"json-value"	"Yuki Maria"
"js/libs/charaList.json"	"1"	"json-value"	"いもあん"
"js/libs/charaList.json"	"1"	"json-value"	"katsutake"
"js/libs/charaList.json"	"1"	"json-value"	"Komachi Mikura"
"js/libs/charaList.json"	"1"	"json-value"	"Mihono Seira"
"js/libs/charaList.json"	"1"	"json-value"	"Kira Temari"
"js/libs/charaList.json"	"1"	"json-value"	"なかじまゆか"
"js/libs/charaList.json"	"1"	"json-value"	"Yuzuki Hotori"
"js/libs/charaList.json"	"1"	"json-value"	"Hibiki Meguru"
"js/libs/charaList.json"	"1"	"json-value"	"Chizu Ranka"
"js/libs/charaList.json"	"1"	"json-value"	"がおう"
"js/libs/charaList.json"	"1"	"json-value"	"Yuzuki Rion"
"js/libs/charaList.json"	"1"	"json-value"	"Aoba Chika"
"js/libs/charaList.json"	"1"	"json-value"	"U35"
"js/libs/charaList.json"	"1"	"json-value"	"Yura Hotaru"
"js/libs/charaList.json"	"1"	"json-value"	"Tiv"
"js/libs/charaList.json"	"1"	"json-value"	"NOCO"
"js/libs/charaList.json"	"1"	"json-value"	"Kaharu Yuuna"
"js/libs/charaList.json"	"1"	"json-value"	"Kazari Jun"
"js/libs/charaList.json"	"1"	"json-value"	"ヤスダスズヒト"
"js/libs/charaList.json"	"1"	"json-value"	"Ashley Taylor"
"js/libs/charaList.json"	"1"	"json-value"	"Miwa Mitsune"
"js/libs/charaList.json"	"1"	"json-value"	"Kirino Sae"
"js/libs/charaList.json"	"1"	"json-value"	"Mizuki Rui"
"js/libs/charaList.json"	"1"	"json-value"	"ファルまろ"
"js/libs/charaList.json"	"1"	"json-value"	"Mai Aakari"
"js/libs/charaList.json"	"1"	"json-value"	"くろにゃん"
"js/libs/charaList.json"	"1"	"json-value"	"Natsu Ryoko"
"js/libs/charaList.json"	"1"	"json-value"	"あずーる"
"js/libs/charaList.json"	"1"	"json-value"	"Irina Kush"
"js/libs/charaList.json"	"1"	"json-value"	"Rika·Ren"
"js/libs/charaList.json"	"1"	"json-value"	"Mannenzakura no Uwasa"
"js/libs/charaList.json"	"1"	"json-value"	"Konoha・Hazuki"
"js/libs/charaList.json"	"1"	"json-value"	"Masara・Kokoro"
"js/libs/charaList.json"	"1"	"json-value"	"Reira・Seika"
"js/libs/charaList.json"	"1"	"json-value"	"Yu"
"js/libs/charaList.json"	"1"	"json-value"	"Shi"
"js/libs/charaList.json"	"1"	"json-value"	"Mikuni Oriko"
"js/libs/charaList.json"	"1"	"json-value"	"ver.Final"
"js/libs/charaList.json"	"1"	"json-value"	"Subaru Kazumi"
"js/libs/charaList.json"	"1"	"json-value"	"Minou"
"js/libs/charaList.json"	"1"	"json-value"	"Lapine"
"js/libs/charaList.json"	"1"	"json-value"	"Tart"
"js/libs/charaList.json"	"1"	"json-value"	"Pernelle"
"js/libs/charaList.json"	"1"	"json-value"	"Hinata Matsuri"
"js/libs/charaList.json"	"1"	"json-value"	"Kanade Haruka"
"js/libs/charaList.json"	"1"	"json-value"	"Mikoto Tsubaki"
"js/libs/charaList.json"	"1"	"json-value"	"Senjyougahara Hitagi"
"js/libs/charaList.json"	"1"	"json-value"	"Hachikuji Mayoi"
"js/libs/charaList.json"	"1"	"json-value"	"Kanba Suruga"
"js/libs/charaList.json"	"1"	"json-value"	"Sengoku Nadeko"
"js/libs/charaList.json"	"1"	"json-value"	"Hanekawa Tsubasa"
"js/libs/charaList.json"	"1"	"json-value"	"Oshino Shinobu"
"js/libs/charaList.json"	"1"	"json-value"	"Takamachi Nanoka"
"js/libs/charaList.json"	"1"	"json-value"	"SEVEN ARCS PICTURES"
"js/libs/charaList.json"	"1"	"json-value"	"Fate"
"js/libs/charaList.json"	"1"	"json-value"	"Yagami Hayate"
"js/libs/charaList.json"	"1"	"json-value"	"Nishikigi Chisato"
"js/libs/charaList.json"	"1"	"json-value"	"Inoue Takina"
"js/libs/charaList.json"	"1"	"json-value"	"Isabeau"
"js/libs/charaMessageList.json"	"1"	"json-value"	"Let's create。"
"js/libs/charaMessageList.json"	"1"	"json-value"	"Hurry hurry！"
"js/libs/charaMessageList.json"	"1"	"json-value"	"The end。"
"js/libs/charaMessageList.json"	"1"	"json-value"	"Delete……"
"js/libs/charaMessageList.json"	"1"	"json-value"	"OK！"
"js/libs/charaMessageList.json"	"1"	"json-value"	"Trick and Treat!"
"js/libs/charaMessageList.json"	"1"	"json-value"	"Luce Speranza！"
"js/libs/charaMessageList.json"	"1"	"json-value"	"Debuff！"
"js/libs/charaMessageList.json"	"1"	"json-value"	"Yes！"
"js/libs/charaMessageList.json"	"1"	"json-value"	"Easy Mode…Easy Game… ！"
"js/libs/charaMessageList.json"	"1"	"json-value"	"cute！"
"js/libs/charaMessageList.json"	"1"	"json-value"	"lovely！"
"js/libs/charaMessageList.json"	"1"	"json-value"	"yes！"
"js/libs/charaMessageList.json"	"1"	"json-value"	"OK——！"
"js/libs/charaMessageList.json"	"1"	"json-value"	"Let's camera, Action ！"
"js/libs/charaMessageList.json"	"1"	"json-value"	"Start！"
"js/libs/charaMessageList.json"	"1"	"json-value"	"Action！"
"js/libs/charaMessageList.json"	"1"	"json-value"	"start！"
"js/libs/charaMessageList.json"	"1"	"json-value"	"select！"
"js/libs/charaMessageList.json"	"1"	"json-value"	"set！"
"js/libs/charaMessageList.json"	"1"	"json-value"	"action！"
"js/libs/charaMessageList.json"	"1"	"json-value"	"double combo！"
"js/libs/charaMessageList.json"	"1"	"json-value"	"crash！"
"js/libs/charaMessageList.json"	"1"	"json-value"	"full combo！"
"js/libs/charaMessageList.json"	"1"	"json-value"	"Holy Spiral Hope!"
"js/libs/doppelCardMagiaMap.json"	"1"	"json-value"	"shutdown -r -t 21"
"js/libs/doppelCardMagiaMap.json"	"1"	"json-value"	"Magia☆Magica"
"js/libs/doppelCardMagiaMap.json"	"1"	"json-value"	"Dynamic Cake Ceremony"
"js/libs/doppelCardMagiaMap.json"	"1"	"json-value"	"Accelerator"
"js/libs/doppelCardMagiaMap.json"	"1"	"json-value"	"Hornet Javelin"
"js/libs/doppelCardMagiaMap.json"	"1"	"json-value"	"Ouroboros"
"js/libs/doppelCardMagiaMap.json"	"1"	"json-value"	"Mission of My Heart"
"js/libs/doppelCardMagiaMap.json"	"1"	"json-value"	"Judgement of My Mind"
"js/libs/doppelList.json"	"1"	"json-value"	"shutdown -r -t 21"
"js/libs/doppelList.json"	"1"	"json-value"	"Magia☆Magica"
"js/libs/doppelList.json"	"1"	"json-value"	"Dynamic Cake Ceremony"
"js/libs/doppelList.json"	"1"	"json-value"	"Accelerator"
"js/libs/doppelList.json"	"1"	"json-value"	"Hornet Javelin"
"js/libs/doppelList.json"	"1"	"json-value"	"Ouroboros"
"js/libs/doppelList.json"	"1"	"json-value"	"Mission of My Heart"
"js/libs/doppelList.json"	"1"	"json-value"	"Judgement of My Mind"
"js/libs/emotionSkillMap.json"	"1"	"json-value"	"ABILITY"
"js/libs/emotionSkillMap.json"	"1"	"json-value"	"ALL"
"js/libs/emotionSkillMap.json"	"1"	"json-value"	"SKILL"
"js/libs/emotionSkillMap.json"	"1"	"json-value"	"QUEST"
"js/libs/emotionSkillMap.json"	"1"	"json-value"	"Accele MPUP[Ⅱ]"
"js/libs/emotionSkillMap.json"	"1"	"json-value"	"DtoC[Ⅰ]"
"js/libs/emotionSkillMap.json"	"1"	"json-value"	"Accele MPUP[Ⅲ]"
"js/libs/emotionSkillMap.json"	"1"	"json-value"	"Accele MPUP[Ⅰ]"
"js/libs/emotionSkillMap.json"	"1"	"json-value"	"Accele MPUP[Ⅴ]"
"js/libs/emotionSkillMap.json"	"1"	"json-value"	"Accele MPUP[Ⅳ]"
"js/libs/eventList.json"	"1"	"json-value"	"Whereabouts of the feather"
"js/libs/eventList.json"	"1"	"json-value"	"Last Magia"
"js/libs/eventStoryList.json"	"1"	"json-value"	"604601-1_1jW7e"
"js/libs/eventStoryList.json"	"1"	"json-value"	"604901-1_84gvc"
"js/libs/eventStoryList.json"	"1"	"json-value"	"604901-2_m2DLf"
"js/libs/eventStoryList.json"	"1"	"json-value"	"604901-3_5tB1t"
"js/libs/eventStoryList.json"	"1"	"json-value"	"604901-4_vsPyN"
"js/libs/eventStoryList.json"	"1"	"json-value"	"604901-5_vbpyR"
"js/libs/eventStoryList.json"	"1"	"json-value"	"604901-6_VzBDl"
"js/libs/eventStoryList.json"	"1"	"json-value"	"604901-7_kTrgL"
"js/libs/eventStoryList.json"	"1"	"json-value"	"605101-1_acVmh"
