file	key	field	source	baseline_exists	dump_exists	baseline	pass8	dump	release	release_source
cardMagiaMap.json	90282	shortDescription	llm_or_other	true	false	"""对单个敌人造成伤害[Ⅴ] & 一定几率拘束(单个敌人/1T) & 攻击・防御力DOWN(单个敌人/3T)"""	"""对敌方单体造成伤害[Ⅴ] & 概率束缚(敌方单体/1T) & 攻击·防御力下降(敌方单体/3T)"""		对敌方单体造成伤害[Ⅴ] & 概率束缚(敌方单体/1T) & 攻击·防御力下降(敌方单体/3T)	llm_or_other
cardMagiaMap.json	90283	shortDescription	llm_or_other	true	false	"""对单个敌人造成伤害 & 一定几率拘束(单个敌人/1T) & 攻击・防御力DOWN(单个敌人/3T)"""	"""对敌方单体造成伤害 & 概率束缚(敌方单体/1T) & 攻击·防御力下降(敌方单体/3T)"""		对敌方单体造成伤害 & 概率束缚(敌方单体/1T) & 攻击·防御力下降(敌方单体/3T)	llm_or_other
cardMagiaMap.json	90297	shortDescription	llm_or_other	true	false	"""对单个敌人造成伤害[Ⅴ] & 必定魅惑・诅咒・黑暗(单个敌人/1T) & 攻击力UP(全体/3T)"""	"""对敌方单体造成伤害[Ⅴ] & 必定赋予诱惑·诅咒·黑暗(敌方单体/1T) & 攻击力提升(我方全体/3T)"""		对敌方单体造成伤害[Ⅴ] & 必定赋予诱惑·诅咒·黑暗(敌方单体/1T) & 攻击力提升(我方全体/3T)	llm_or_other
cardMagiaMap.json	90320	shortDescription	llm_or_other	true	false	"""对单个敌人造成伤害[Ⅰ] """	"""对敌方单体造成伤害[Ⅴ]"""		对敌方单体造成伤害[Ⅴ]	llm_or_other
cardMagiaMap.json	90574	shortDescription	llm_or_other	true	false	"""横方向に属性强化伤害[XⅤ] & 光属性攻击力UP & 攻击力UP & Blast攻击时MP获得"""	"""横向造成属性强化伤害[XⅤ] & 光属性攻击力提升 & 攻击力提升 & Blast攻击时获得MP"""		横向造成属性强化伤害[XⅤ] & 光属性攻击力提升 & 攻击力提升 & Blast攻击时获得MP	llm_or_other
cardMagiaMap.json	90595	shortDescription	llm_or_other	true	false	"""对全体敌人造成伤害[Ⅰ] & DEBUFF・状态异常3次无效 & HP自动回复 & 状态异常耐性UP(全体/∞) & 幸存(全体/3T)"""	"""对敌方全体造成伤害[Ⅰ] & Debuff・异常状态3次无效 & HP自动回复 & 异常状态耐性提升(我方全体/∞) & 幸存(我方全体/3T)"""		对敌方全体造成伤害[Ⅰ] & Debuff・异常状态3次无效 & HP自动回复 & 异常状态耐性提升(我方全体/∞) & 幸存(我方全体/3T)	llm_or_other
cardMagiaMap.json	90602	shortDescription	llm_or_other	true	false	"""对全体敌人造成伤害[Ⅰ] & 全体敌人体にMagia伤害DOWN"""	"""对敌方全体造成伤害[Ⅰ] & 敌方全体Magia伤害降低"""		对敌方全体造成伤害[Ⅰ] & 敌方全体Magia伤害降低	llm_or_other
charaList.json	1023	school	llm_or_other	true	false	"""蛇の宮中学・高等学校"""	"""蛇之宫中学·高中"""		蛇之宫中学·高中	llm_or_other
charaList.json	1024	school	llm_or_other	true	false	"""竜ケ崎学院"""	"""龙崎学院"""		龙崎学院	llm_or_other
charaList.json	1208	name	llm_or_other	false	false		"""圣阿莉娜"""		圣阿莉娜	llm_or_other
charaList.json	1208	kana	llm_or_other	false	false		"""圣阿莉娜"""		圣阿莉娜	llm_or_other
charaList.json	1208	description	llm_or_other	false	false		"""―"""		―	llm_or_other
charaList.json	1208	school	llm_or_other	false	false		"""―"""		―	llm_or_other
charaMessageList.json	1040|1	message	llm_or_other	true	false	"""旅する調整屋の一人、篠目ヨヅルです。先生\nに誘われて調整屋となりました。魔法少女\nとしてはあまりに非力で、生きる力のなか\nった私に先生は生きる道を示してくれまし\nた。調整屋としての経験は、まだまだ浅い\nですが、誇りをもってあなたのソウルジェ\nムをお預かりします"""	"""我是旅行调整屋之一，篠目约鹤。\n受老师邀请，我成为了调整屋。\n作为魔法少女，我实在太过弱小，\n甚至没有活下去的力量，\n是老师为我指明了生存之路。\n虽然我作为调整屋还缺乏经验，\n但我会怀着自豪，替您保管灵魂宝石。"""		我是旅行调整屋之一，篠目约鹤。\n受老师邀请，我成为了调整屋。\n作为魔法少女，我实在太过弱小，\n甚至没有活下去的力量，\n是老师为我指明了生存之路。\n虽然我作为调整屋还缺乏经验，\n但我会怀着自豪，替您保管灵魂宝石。	llm_or_other
charaMessageList.json	1040|2	message	llm_or_other	true	false	"""こんにちは、篠目ヨヅルと申します。中央区\nで調整屋を営んでおります。来店された暁\nには、おいしいスイーツでおもてなしさせ\nてください"""	"""您好，我叫篠目约鹤，\n在中央区经营调整屋。\n您光临时，\n请允许我用美味甜点款待您。"""		您好，我叫篠目约鹤，\n在中央区经营调整屋。\n您光临时，\n请允许我用美味甜点款待您。	llm_or_other
charaMessageList.json	1040|3	message	llm_or_other	true	false	"""安心してください、何があろうと中立です"""	"""请放心，无论发生什么，我都会保持中立。"""		请放心，无论发生什么，我都会保持中立。	llm_or_other
charaMessageList.json	1040|4	message	llm_or_other	true	false	"""生きていくには邪魔なものが多すぎます"""	"""要活下去，碍事的东西实在太多了。"""		要活下去，碍事的东西实在太多了。	llm_or_other
charaMessageList.json	1040|5	message	llm_or_other	true	false	"""だから私は…生き続けます"""	"""所以我……会继续活下去。"""		所以我……会继续活下去。	llm_or_other
charaMessageList.json	1040|6	message	llm_or_other	true	false	"""昔の自分を思い出すのは恥ずかしいですね"""	"""想起过去的自己，真让人难为情。"""		想起过去的自己，真让人难为情。	llm_or_other
charaMessageList.json	1040|7	message	llm_or_other	true	false	"""母親の様な彼女を見ると、少しイラ立ちが…"""	"""看见像母亲一样的她，我会有些烦躁……"""		看见像母亲一样的她，我会有些烦躁……	llm_or_other
charaMessageList.json	1040|8	message	llm_or_other	true	false	"""私は、どこで間違えてしまったのでしょう"""	"""我究竟是从哪里开始走错的呢？"""		我究竟是从哪里开始走错的呢？	llm_or_other
charaMessageList.json	1040|9	message	llm_or_other	true	false	"""どんな理由であれお客様はもてなします"""	"""无论出于什么理由，我都会款待客人。"""		无论出于什么理由，我都会款待客人。	llm_or_other
charaMessageList.json	1040|10	message	llm_or_other	true	false	"""死にたくない…卑しい欲望です"""	"""不想死……真是卑劣的欲望。"""		不想死……真是卑劣的欲望。	llm_or_other
charaMessageList.json	1040|11	message	llm_or_other	true	false	"""素晴らしい…親子のようでした…"""	"""真美好……就像一对母女……"""		真美好……就像一对母女……	llm_or_other
charaMessageList.json	1040|12	message	llm_or_other	true	false	"""習い事はたくさんしましたね"""	"""我以前学过很多才艺呢。"""		我以前学过很多才艺呢。	llm_or_other
charaMessageList.json	1040|13	message	llm_or_other	true	false	"""調整される側も悪くないですね"""	"""偶尔成为被调整的一方也不错。"""		偶尔成为被调整的一方也不错。	llm_or_other
charaMessageList.json	1040|14	message	llm_or_other	true	false	"""大変喜ばしいですが…これで満足してはいけ\nませんね"""	"""这确实非常值得高兴…\n…但不能就此满足。"""		这确实非常值得高兴…\n…但不能就此满足。	llm_or_other
charaMessageList.json	1040|15	message	llm_or_other	true	false	"""私に探りを入れても…楽しくないですよ"""	"""就算试探我……也不会有什么乐趣的。"""		就算试探我……也不会有什么乐趣的。	llm_or_other
charaMessageList.json	1040|16	message	llm_or_other	true	false	"""先生に出会った時の私は、すべてを諦め、死\nすら受け入れたところでした。先生は私に\n、生きる手段と意義を与えてくれました"""	"""遇见老师时，我已经放弃了一切，\n甚至接受了死亡。\n是老师给予了我活下去的方法与意义。"""		遇见老师时，我已经放弃了一切，\n甚至接受了死亡。\n是老师给予了我活下去的方法与意义。	llm_or_other
charaMessageList.json	1040|17	message	llm_or_other	true	false	"""先生から誘いを受け、神浜で活動することに\nしました。神浜に興味があったとか、特に\nそういうことはありません。誘われたから\n来ました"""	"""受到老师邀请后，\n我决定在神滨活动。\n并不是因为我对神滨特别感兴趣，\n只是因为老师邀请了我，所以我来了。"""		受到老师邀请后，\n我决定在神滨活动。\n并不是因为我对神滨特别感兴趣，\n只是因为老师邀请了我，所以我来了。	llm_or_other
charaMessageList.json	1040|18	message	llm_or_other	true	false	"""先生は私を利用しているだけなのかもしれま\nせん。でも、それでいいのです。それを受\nけ入れて、私は先生のために尽力します"""	"""老师或许只是在利用我。\n但那样也没关系。我接受这一点，\n并会为了老师竭尽全力。"""		老师或许只是在利用我。\n但那样也没关系。我接受这一点，\n并会为了老师竭尽全力。	llm_or_other
charaMessageList.json	1040|19	message	llm_or_other	true	false	"""この力を使う機会は訪れないと願っています"""	"""我希望永远不会有使用这股力量的机会。"""		我希望永远不会有使用这股力量的机会。	llm_or_other
charaMessageList.json	1040|20	message	llm_or_other	true	false	"""これが、生きるための力…"""	"""这就是……为了活下去的力量……"""		这就是……为了活下去的力量……	llm_or_other
charaMessageList.json	1040|21	message	llm_or_other	true	false	"""今まで限界だと思っていた力に、まだ上があ\nったのですね。この誤算はすごくうれしい\nです。私はまだ、死ぬわけにはいきません\nので。"""	"""我曾以为已经到达极限的力量，\n原来还有更高的境界。\n这个误算让我非常高兴。\n毕竟我还不能死。"""		我曾以为已经到达极限的力量，\n原来还有更高的境界。\n这个误算让我非常高兴。\n毕竟我还不能死。	llm_or_other
charaMessageList.json	1040|22	message	llm_or_other	true	false	"""…また、力を得てしまいました…。嬉しいと\n思う反面、怖いという想いもあります。な\nぜなら私は…力に溺れてしまった人間なの\nで…。ですが、もう絶対に溺れません。私\nはもう孤独ではないので"""	"""……我又获得了力量……。\n我感到高兴，却也有些恐惧。\n因为我……曾经是一个沉溺于力量的人…\n…。但我绝不会再次沉溺。\n我已经不再孤独了。"""		……我又获得了力量……。\n我感到高兴，却也有些恐惧。\n因为我……曾经是一个沉溺于力量的人…\n…。但我绝不会再次沉溺。\n我已经不再孤独了。	llm_or_other
charaMessageList.json	1040|23	message	llm_or_other	true	false	"""死ぬわけにはいかないと強く生きてきました\nが、かといって将来の目標があるわけでも\nないのです。でも、私は私の存在意義のた\nめに、日々精進していきます。なのでグリ\nーフシードはぜひ、ピュエラケアへ！"""	"""我一直怀着“绝不能死”的念头坚强地活着，\n却也没有明确的未来目标。不过，\n为了证明我存在的意义，我会每天努力精进。\n所以拿到悲叹之种后，\n请务必来 Puella Care！"""		我一直怀着“绝不能死”的念头坚强地活着，\n却也没有明确的未来目标。不过，\n为了证明我存在的意义，我会每天努力精进。\n所以拿到悲叹之种后，\n请务必来 Puella Care！	llm_or_other
charaMessageList.json	1040|24	message	llm_or_other	true	false	"""今日も来てくれたのですね。さ、こちらへど\nうぞ。部屋の温度は快適でしょうか？ご要\n望があればなんなりと申し付けください"""	"""今天也来看我了呢。来，\n请到这边。房间温度还舒适吗？\n若有任何要求，请尽管吩咐。"""		今天也来看我了呢。来，\n请到这边。房间温度还舒适吗？\n若有任何要求，请尽管吩咐。	llm_or_other
charaMessageList.json	1040|25	message	llm_or_other	true	false	"""ちょうど朝食の支度を終えたところです。せ\nっかくなので温かいうちにいかがですか？\nいいオレンジジュースも仕入れたんですよ"""	"""我刚准备好早餐。\n难得有这个机会，要趁热来一点吗？\n我还进了一批很不错的橙汁。"""		我刚准备好早餐。\n难得有这个机会，要趁热来一点吗？\n我还进了一批很不错的橙汁。	llm_or_other
charaMessageList.json	1040|26	message	llm_or_other	true	false	"""お腹、空きましたよね。ふふ、私もです。…\nダイエット中でしたか。十分おキレイだと\n思いますが、サラダバーのあるお店を探し\nましょう"""	"""肚子饿了吧？呵呵，我也是。\n……原来您正在减肥吗？\n我觉得您已经足够漂亮了，\n不过我们还是找一家有沙拉吧的店吧。"""		肚子饿了吧？呵呵，我也是。\n……原来您正在减肥吗？\n我觉得您已经足够漂亮了，\n不过我们还是找一家有沙拉吧的店吧。	llm_or_other
charaMessageList.json	1040|27	message	llm_or_other	true	false	"""幼い頃はこの時間、習い事で休む間もなかっ\nたですね。ピアノに水泳に絵画にダンスに\n…。結構、教養もあるんですよ"""	"""小时候的这个时间，我总被各种课程占满，\n连休息都没有。钢琴、游泳、绘画、\n舞蹈……我其实也颇有教养哦。"""		小时候的这个时间，我总被各种课程占满，\n连休息都没有。钢琴、游泳、绘画、\n舞蹈……我其实也颇有教养哦。	llm_or_other
charaMessageList.json	1040|28	message	llm_or_other	true	false	"""こんばんは。そろそろお休みのお時間ですか\n？お休みする前、最後のひとときを共にす\nごせて、大変光栄です。疲れは存分に癒し\nましょう"""	"""晚上好。差不多该休息了吗？\n能在您睡前陪您度过最后一段时光，\n我深感荣幸。\n请好好消除疲劳吧。"""		晚上好。差不多该休息了吗？\n能在您睡前陪您度过最后一段时光，\n我深感荣幸。\n请好好消除疲劳吧。	llm_or_other
charaMessageList.json	1040|29	message	llm_or_other	true	false	"""今日は珍しく忙しいですね…。おっと、ダメ\nですね。笑顔笑顔。調整する私に元気がな\nければ、きっと魔法少女も不安です。そう\nメモにもあります"""	"""今天少见地忙碌呢……哎呀，\n这可不行。要保持笑容。\n负责调整的我若没有精神，\n魔法少女一定也会不安。备忘录上也是这么写的。"""		今天少见地忙碌呢……哎呀，\n这可不行。要保持笑容。\n负责调整的我若没有精神，\n魔法少女一定也会不安。备忘录上也是这么写的。	llm_or_other
charaMessageList.json	1040|30	message	llm_or_other	true	false	"""魔女がたくさん発生したようですね。頑張っ\nてください。グリーフシードを手に入れた\nら、ぜひ我々調整屋まで！"""	"""似乎出现了许多魔女。\n请加油。拿到悲叹之种后，\n请务必送到我们调整屋来！"""		似乎出现了许多魔女。\n请加油。拿到悲叹之种后，\n请务必送到我们调整屋来！	llm_or_other
charaMessageList.json	1040|31	message	llm_or_other	true	false	"""果てなしのミラーズ…。私がいた地域には、\nこんな現象は起きていなかった。神浜には\n不思議なことが多いですね"""	"""无尽镜层……我过去所在的地\n区从未发生过这种现象。\n神滨真是有许多不可思议的事。"""		无尽镜层……我过去所在的地\n区从未发生过这种现象。\n神滨真是有许多不可思议的事。	llm_or_other
charaMessageList.json	1040|32	message	llm_or_other	true	false	"""おお…！お客様がこんなに…。え？違う？…\nこれからこの人数で戦う…？そうですか。\nでは死んでしまわれる前に、ぜひ調整を！"""	"""哦……！竟然有这么多客人……。咦？不是？\n……接下来要由这些人一起战斗……？我明白了。\n那么在各位丧命之前，请务必先来调整！"""		哦……！竟然有这么多客人……。咦？不是？\n……接下来要由这些人一起战斗……？我明白了。\n那么在各位丧命之前，请务必先来调整！	llm_or_other
charaMessageList.json	1040|33	message	llm_or_other	true	false	"""私はいつでも中立ですよ。ええ、中立は中立\n。決して踏み込むこともありません。…幻\n滅しましたか？"""	"""我无论何时都会保持中立。\n是的，中立就是中立。\n我绝不会越界干涉。……您失望了吗？"""		我无论何时都会保持中立。\n是的，中立就是中立。\n我绝不会越界干涉。……您失望了吗？	llm_or_other
charaMessageList.json	1040|34	message	llm_or_other	true	false	"""消えろ！この虫ケラ!!…ふぅ、まさか車内\nにあんな大きなハエが入ってくるとは…。\n野外で調整する際の、最大の欠点ですね"""	"""消失吧！你这只臭虫！！……呼，\n没想到车里竟会飞进这么大的苍蝇。\n这就是在户外进行调整时最大的缺点。"""		消失吧！你这只臭虫！！……呼，\n没想到车里竟会飞进这么大的苍蝇。\n这就是在户外进行调整时最大的缺点。	llm_or_other
charaMessageList.json	1040|35	message	llm_or_other	true	false	"""いい映画でしたね…ええっ!?どうされたの\nですか!?…今の映画で…？なるほど、優\nしい人は今の映画で涙を流すのですね…。\nメモします"""	"""真是一部好电影……咦！？\n您怎么了！？……因为刚才的电影？\n原来如此，温柔的人会为那\n种电影流泪啊……我记下了。"""		真是一部好电影……咦！？\n您怎么了！？……因为刚才的电影？\n原来如此，温柔的人会为那\n种电影流泪啊……我记下了。	llm_or_other
charaMessageList.json	1040|36	message	llm_or_other	true	false	"""魔法少女になるとわかりにくいですが、実は\n元々の身体能力も結構高いのですよ。ほら\n、ここの筋肉、どうですか？触ってもいい\nですよ"""	"""成为魔法少女后不容易看出来，\n其实我原本的身体能力也相当不错。\n看，这里的肌肉怎么样？\n可以摸摸看。"""		成为魔法少女后不容易看出来，\n其实我原本的身体能力也相当不错。\n看，这里的肌肉怎么样？\n可以摸摸看。	llm_or_other
charaMessageList.json	1040|37	message	llm_or_other	true	false	"""スー…、スー…。…おっと、失礼。居眠りを\nしてしまいました。…え？ふふ、私だって\n睡眠は取りますよ。…あの、人間ですよ？"""	"""呼……呼……。……失礼了，\n我不小心睡着了。……咦？呵呵，\n我当然也需要睡觉。……那个，我也是人类哦？"""		呼……呼……。……失礼了，\n我不小心睡着了。……咦？呵呵，\n我当然也需要睡觉。……那个，我也是人类哦？	llm_or_other
charaMessageList.json	1040|38	message	llm_or_other	true	false	"""みたまさんは…姉弟子にあたるのでしょうか\n。あまり面識はありませんが。調整屋は服\nを脱がすという風評被害を作られた方です\nね"""	"""御魂小姐……算是我的师姐吗？\n虽然我们并不熟。\n她就是让“调整屋会脱掉客人衣服”\n这种风评流传开来的人吧。"""		御魂小姐……算是我的师姐吗？\n虽然我们并不熟。\n她就是让“调整屋会脱掉客人衣服”\n这种风评流传开来的人吧。	llm_or_other
charaMessageList.json	1040|39	message	llm_or_other	true	false	"""月出里は本当に元気ですよね。あと、とても\nおしゃべりです。…いやいや、本当におし\nゃべりなんですよ"""	"""月出里真的很有精神。\n而且非常健谈。……\n不不，她真的非常健谈。"""		月出里真的很有精神。\n而且非常健谈。……\n不不，她真的非常健谈。	llm_or_other
charaMessageList.json	1040|40	message	llm_or_other	true	false	"""先生は…、お店に立つ時はしっかりしてるの\nですが、裏では結構だらしなくて…。脱い\nだストッキングを放置するのは控えていた\nだきたいですね"""	"""老师……站在店里时很可靠，\n私下却相当散漫……\n。希望她不要再把脱下\n来的丝袜随手乱放。"""		老师……站在店里时很可靠，\n私下却相当散漫……\n。希望她不要再把脱下\n来的丝袜随手乱放。	llm_or_other
charaMessageList.json	1040|41	message	llm_or_other	true	false	"""息を吸って…大きく、味わうように吸って…\n。吐いて…。力を抜いて…。私にゆっくり\n、身を任せて…。…お疲れ様でした。調整\n終わりです"""	"""吸气……深深地、细细体会着吸气…\n…。然后呼气……放松身体…\n…慢慢把自己交给我……。\n……辛苦了，调整结束。"""		吸气……深深地、细细体会着吸气…\n…。然后呼气……放松身体…\n…慢慢把自己交给我……。\n……辛苦了，调整结束。	llm_or_other
charaMessageList.json	1040|42	message	llm_or_other	true	false	"""さすがの私もガマンなりませんね"""	"""就算是我，也忍不下去了。"""		就算是我，也忍不下去了。	llm_or_other
charaMessageList.json	1040|43	message	llm_or_other	true	false	"""きょ、強敵でした…！"""	"""好、好强的敌人……！"""		好、好强的敌人……！	llm_or_other
charaMessageList.json	1040|44	message	llm_or_other	true	false	"""勝ちたければ、ぜひ調整屋に"""	"""想赢的话，请务必来调整屋。"""		想赢的话，请务必来调整屋。	llm_or_other
charaMessageList.json	1040|45	message	llm_or_other	true	false	"""今まで何やってきたんですか？"""	"""您至今到底都做了些什么？"""		您至今到底都做了些什么？	llm_or_other
charaMessageList.json	1040|46	message	llm_or_other	true	false	"""死んで詫びろ…!!"""	"""以死谢罪吧……！！"""		以死谢罪吧……！！	llm_or_other
charaMessageList.json	1040|47	message	llm_or_other	true	false	"""ほう…"""	"""哦……"""		哦……	llm_or_other
charaMessageList.json	1040|48	message	llm_or_other	true	false	"""これなら"""	"""这样的话……"""		这样的话……	llm_or_other
charaMessageList.json	1040|49	message	llm_or_other	true	false	"""ふふ…"""	"""呵呵……"""		呵呵……	llm_or_other
charaMessageList.json	1040|50	message	llm_or_other	true	false	"""決まりです"""	"""就这么决定了。"""		就这么决定了。	llm_or_other
charaMessageList.json	1040|51	message	llm_or_other	true	false	"""フォローします"""	"""我来支援。"""		我来支援。	llm_or_other
charaMessageList.json	1040|52	message	llm_or_other	true	false	"""承知しました"""	"""明白了。"""		明白了。	llm_or_other
charaMessageList.json	1040|53	message	llm_or_other	true	false	"""リラックスしてください"""	"""请放松。"""		请放松。	llm_or_other
charaMessageList.json	1040|54	message	llm_or_other	true	false	"""楽に逝きたいですか"""	"""想毫无痛苦地离开吗？"""		想毫无痛苦地离开吗？	llm_or_other
