kind,logical_path,complete_path,callgraph_path,complete_size,callgraph_size,complete_sha256,callgraph_sha256,complete_width,complete_height,callgraph_width,callgraph_height,status
direct,assets/package/quest/avatar/unitui_jem0.png,complete/magirecocn-images-complete/01_direct_images/assets/package/quest/avatar/unitui_jem0.png,callgraph/magirecocn-image-callgraph-l2d-reuse-final/05_l2d_browser/assets/direct/assets/package/quest/avatar/unitui_jem0.png,4043,4043,64e138e94868f9aae64f1a34113024e265f5f18b61977a8daecaf7f4f9c8268d,64e138e94868f9aae64f1a34113024e265f5f18b61977a8daecaf7f4f9c8268d,64,64,64,64,byte_identical
direct,assets/package/quest/battle_clear_char/battle_clear_char0.png,complete/magirecocn-images-complete/01_direct_images/assets/package/quest/battle_clear_char/battle_clear_char0.png,callgraph/magirecocn-image-callgraph-l2d-reuse-final/05_l2d_browser/assets/direct/assets/package/quest/battle_clear_char/battle_clear_char0.png,3705,3705,4f95efc7955252b83933343f1eb45f3820e4aa78ff9b130a488654451b047ad2,4f95efc7955252b83933343f1eb45f3820e4aa78ff9b130a488654451b047ad2,512,256,512,256,byte_identical
direct,assets/package/quest/battle_start_clear/battle_start_clear0.png,complete/magirecocn-images-complete/01_direct_images/assets/package/quest/battle_start_clear/battle_start_clear0.png,callgraph/magirecocn-image-callgraph-l2d-reuse-final/05_l2d_browser/assets/direct/assets/package/quest/battle_start_clear/battle_start_clear0.png,152553,152553,2b0070f7deddcec8fcd815d13b42536fbe94d40de4ce2681af47c405e889644e,2b0070f7deddcec8fcd815d13b42536fbe94d40de4ce2681af47c405e889644e,2048,2048,2048,2048,byte_identical
direct,assets/package/quest/connect_arrow/connect_arrow0.png,complete/magirecocn-images-complete/01_direct_images/assets/package/quest/connect_arrow/connect_arrow0.png,callgraph/magirecocn-image-callgraph-l2d-reuse-final/05_l2d_browser/assets/direct/assets/package/quest/connect_arrow/connect_arrow0.png,4658,4658,4e8899ba173fdce49c4227fe9749af6e664dbf1fa8ae376b258c59ae0d11cae8,4e8899ba173fdce49c4227fe9749af6e664dbf1fa8ae376b258c59ae0d11cae8,128,128,128,128,byte_identical
direct,assets/package/quest/ef_battle00/ef_battle000.png,complete/magirecocn-images-complete/01_direct_images/assets/package/quest/ef_battle00/ef_battle000.png,callgraph/magirecocn-image-callgraph-l2d-reuse-final/05_l2d_browser/assets/direct/assets/package/quest/ef_battle00/ef_battle000.png,2063307,2063307,67b8b0978d5707dc176cc14310710cdb3e9d8d86f684f7fa553a4204f241805a,67b8b0978d5707dc176cc14310710cdb3e9d8d86f684f7fa553a4204f241805a,2048,2048,2048,2048,byte_identical
direct,assets/package/quest/ef_battle01/ef_battle010.png,complete/magirecocn-images-complete/01_direct_images/assets/package/quest/ef_battle01/ef_battle010.png,callgraph/magirecocn-image-callgraph-l2d-reuse-final/05_l2d_browser/assets/direct/assets/package/quest/ef_battle01/ef_battle010.png,13684,13684,ab60714220bfd528acba68324c5916e6d157805aa0c0fee20beeb22483a10668,ab60714220bfd528acba68324c5916e6d157805aa0c0fee20beeb22483a10668,256,256,256,256,byte_identical
direct,assets/package/quest/ef_boss00/ef_boss000.png,complete/magirecocn-images-complete/01_direct_images/assets/package/quest/ef_boss00/ef_boss000.png,callgraph/magirecocn-image-callgraph-l2d-reuse-final/05_l2d_browser/assets/direct/assets/package/quest/ef_boss00/ef_boss000.png,460631,460631,0e7c5b80ce506dad53ee67caa56f59ef74ff44fb3896b3e8c454c79ff2bd9655,0e7c5b80ce506dad53ee67caa56f59ef74ff44fb3896b3e8c454c79ff2bd9655,2048,2048,2048,2048,byte_identical
direct,assets/package/quest/ef_boss01/ef_boss010.png,complete/magirecocn-images-complete/01_direct_images/assets/package/quest/ef_boss01/ef_boss010.png,callgraph/magirecocn-image-callgraph-l2d-reuse-final/05_l2d_browser/assets/direct/assets/package/quest/ef_boss01/ef_boss010.png,158109,158109,4582a77dcd337b7ee4a8f912cb81db763bcaa860c3ae047ef13fcc294f266525,4582a77dcd337b7ee4a8f912cb81db763bcaa860c3ae047ef13fcc294f266525,1024,1024,1024,1024,byte_identical
direct,assets/package/quest/ef_cm_yaji0.png,complete/magirecocn-images-complete/01_direct_images/assets/package/quest/ef_cm_yaji0.png,callgraph/magirecocn-image-callgraph-l2d-reuse-final/05_l2d_browser/assets/direct/assets/package/quest/ef_cm_yaji0.png,11842,11842,95e2c28b43a7c7d86fbfcb1678c4e5f2ae9a79606956efd8beca5faf0b81d3d8,95e2c28b43a7c7d86fbfcb1678c4e5f2ae9a79606956efd8beca5faf0b81d3d8,512,256,512,256,byte_identical
direct,assets/package/quest/ef_mini_m_cutin/ef_mini_m_cutin0.png,complete/magirecocn-images-complete/01_direct_images/assets/package/quest/ef_mini_m_cutin/ef_mini_m_cutin0.png,callgraph/magirecocn-image-callgraph-l2d-reuse-final/05_l2d_browser/assets/direct/assets/package/quest/ef_mini_m_cutin/ef_mini_m_cutin0.png,243,243,57adbf82ca11cb4b48ae11221a9c84f7c8255e8cc453ef7f8545a798f75e371b,57adbf82ca11cb4b48ae11221a9c84f7c8255e8cc453ef7f8545a798f75e371b,1024,1024,1024,1024,byte_identical
direct,assets/package/quest/ef_qb_charge/ef_qb_charge0.png,complete/magirecocn-images-complete/01_direct_images/assets/package/quest/ef_qb_charge/ef_qb_charge0.png,callgraph/magirecocn-image-callgraph-l2d-reuse-final/05_l2d_browser/assets/direct/assets/package/quest/ef_qb_charge/ef_qb_charge0.png,46641,46641,0c5e4541eaa128fe5f7965dea3acbc9cd5878577aa5fec0966ecf24f278783ff,0c5e4541eaa128fe5f7965dea3acbc9cd5878577aa5fec0966ecf24f278783ff,512,512,512,512,byte_identical
direct,assets/package/quest/ef_qb_connect/ef_qb_connect0.png,complete/magirecocn-images-complete/01_direct_images/assets/package/quest/ef_qb_connect/ef_qb_connect0.png,callgraph/magirecocn-image-callgraph-l2d-reuse-final/05_l2d_browser/assets/direct/assets/package/quest/ef_qb_connect/ef_qb_connect0.png,37434,37434,f14264245cc978817f2a5c24ee2e4144b0a6be65176bc24f995b52d8f76b8dc5,f14264245cc978817f2a5c24ee2e4144b0a6be65176bc24f995b52d8f76b8dc5,512,512,512,512,byte_identical
direct,assets/package/quest/ef_qb_cutin/ef_qb_cutin0.png,complete/magirecocn-images-complete/01_direct_images/assets/package/quest/ef_qb_cutin/ef_qb_cutin0.png,callgraph/magirecocn-image-callgraph-l2d-reuse-final/05_l2d_browser/assets/direct/assets/package/quest/ef_qb_cutin/ef_qb_cutin0.png,3959,3959,aadbd3a44c1b4c311da16b55f2ec9c132c33832ff45ff280babd4765be42eba4,aadbd3a44c1b4c311da16b55f2ec9c132c33832ff45ff280babd4765be42eba4,512,256,512,256,byte_identical
direct,assets/package/quest/ef_qb_mpup/ef_qb_mpup0.png,complete/magirecocn-images-complete/01_direct_images/assets/package/quest/ef_qb_mpup/ef_qb_mpup0.png,callgraph/magirecocn-image-callgraph-l2d-reuse-final/05_l2d_browser/assets/direct/assets/package/quest/ef_qb_mpup/ef_qb_mpup0.png,35776,35776,bad6af1116074e28c8cac40d39449e0a0cc9b7124a1ed7c2642d56a94e74a595,bad6af1116074e28c8cac40d39449e0a0cc9b7124a1ed7c2642d56a94e74a595,512,512,512,512,byte_identical
direct,assets/package/quest/ef_skill_01/ef_skill_010.png,complete/magirecocn-images-complete/01_direct_images/assets/package/quest/ef_skill_01/ef_skill_010.png,callgraph/magirecocn-image-callgraph-l2d-reuse-final/05_l2d_browser/assets/direct/assets/package/quest/ef_skill_01/ef_skill_010.png,202476,202476,2cd6e65dc6ad96b780a3c2f034ed84cfdea0cc81e28730a65308048874c74ac6,2cd6e65dc6ad96b780a3c2f034ed84cfdea0cc81e28730a65308048874c74ac6,1024,1024,1024,1024,byte_identical
direct,assets/package/quest/game_over/game_over0.png,complete/magirecocn-images-complete/01_direct_images/assets/package/quest/game_over/game_over0.png,callgraph/magirecocn-image-callgraph-l2d-reuse-final/05_l2d_browser/assets/direct/assets/package/quest/game_over/game_over0.png,1146000,1146000,1c456a25e919a9133638afe18fe6903d0d7989d92c67e9aac687ec099a203e9c,1c456a25e919a9133638afe18fe6903d0d7989d92c67e9aac687ec099a203e9c,2048,2048,2048,2048,byte_identical
direct,assets/package/quest/game_over/game_over1.png,complete/magirecocn-images-complete/01_direct_images/assets/package/quest/game_over/game_over1.png,callgraph/magirecocn-image-callgraph-l2d-reuse-final/05_l2d_browser/assets/direct/assets/package/quest/game_over/game_over1.png,89126,89126,b44e6ea4d85b19c3cbc77975d98af5f4f4385e897774cc66e286568f8c51ccb0,b44e6ea4d85b19c3cbc77975d98af5f4f4385e897774cc66e286568f8c51ccb0,1024,1024,1024,1024,byte_identical
direct,assets/package/quest/iconStatus.png,complete/magirecocn-images-complete/01_direct_images/assets/package/quest/iconStatus.png,callgraph/magirecocn-image-callgraph-l2d-reuse-final/05_l2d_browser/assets/direct/assets/package/quest/iconStatus.png,582923,582923,6f742805f5f78ab427e18f0541bed4febcb4e4934c01390e5298c13c5345c9ba,6f742805f5f78ab427e18f0541bed4febcb4e4934c01390e5298c13c5345c9ba,1024,512,1024,512,byte_identical
direct,assets/package/quest/qb_auto_settings/qb_auto_settings0.png,complete/magirecocn-images-complete/01_direct_images/assets/package/quest/qb_auto_settings/qb_auto_settings0.png,callgraph/magirecocn-image-callgraph-l2d-reuse-final/05_l2d_browser/assets/direct/assets/package/quest/qb_auto_settings/qb_auto_settings0.png,11040,11040,f0d84e6ba3affa3bcc3e1053f4fafdd6487c5ef830cebd625bc78c7a8c6da4e2,f0d84e6ba3affa3bcc3e1053f4fafdd6487c5ef830cebd625bc78c7a8c6da4e2,1024,256,1024,256,byte_identical
direct,assets/package/quest/qb_continue/qb_continue.png,complete/magirecocn-images-complete/01_direct_images/assets/package/quest/qb_continue/qb_continue.png,callgraph/magirecocn-image-callgraph-l2d-reuse-final/05_l2d_browser/assets/direct/assets/package/quest/qb_continue/qb_continue.png,100897,100897,f4fb531331527c61eaa97026b59d973a5064fafe3d8d4d96c683175b77616b80,f4fb531331527c61eaa97026b59d973a5064fafe3d8d4d96c683175b77616b80,1024,512,1024,512,byte_identical
direct,assets/package/quest/qb_ef_sp_combo/qb_ef_sp_combo0.png,complete/magirecocn-images-complete/01_direct_images/assets/package/quest/qb_ef_sp_combo/qb_ef_sp_combo0.png,callgraph/magirecocn-image-callgraph-l2d-reuse-final/05_l2d_browser/assets/direct/assets/package/quest/qb_ef_sp_combo/qb_ef_sp_combo0.png,984206,984206,ef3b4bc0a37a8ea95a26051d9ad853c1bfb4c8c7b49b8578a73af06c1bce589a,ef3b4bc0a37a8ea95a26051d9ad853c1bfb4c8c7b49b8578a73af06c1bce589a,1024,1024,1024,1024,byte_identical
direct,assets/package/quest/qb_ef_sp_combo/qb_ef_sp_combo1.png,complete/magirecocn-images-complete/01_direct_images/assets/package/quest/qb_ef_sp_combo/qb_ef_sp_combo1.png,callgraph/magirecocn-image-callgraph-l2d-reuse-final/05_l2d_browser/assets/direct/assets/package/quest/qb_ef_sp_combo/qb_ef_sp_combo1.png,181570,181570,d326cce94d107cdcb1932081dfe07b67605ed872413be4de0f97b3f135345a4d,d326cce94d107cdcb1932081dfe07b67605ed872413be4de0f97b3f135345a4d,1024,1024,1024,1024,byte_identical
direct,assets/package/quest/qb_ef_sp_combo/qb_ef_sp_combo2.png,complete/magirecocn-images-complete/01_direct_images/assets/package/quest/qb_ef_sp_combo/qb_ef_sp_combo2.png,callgraph/magirecocn-image-callgraph-l2d-reuse-final/05_l2d_browser/assets/direct/assets/package/quest/qb_ef_sp_combo/qb_ef_sp_combo2.png,60388,60388,97a2819d5c4b7392af7bb069bec79c6afc3e7fa0f63b18192b412f28d6f07e9b,97a2819d5c4b7392af7bb069bec79c6afc3e7fa0f63b18192b412f28d6f07e9b,512,512,512,512,byte_identical
direct,assets/package/quest/qb_help/qb_help.png,complete/magirecocn-images-complete/01_direct_images/assets/package/quest/qb_help/qb_help.png,callgraph/magirecocn-image-callgraph-l2d-reuse-final/05_l2d_browser/assets/direct/assets/package/quest/qb_help/qb_help.png,561877,561877,a4d07e5acf08774c08b64b2943519d01ef59a6fd2c56c960ce17c18b253129d7,a4d07e5acf08774c08b64b2943519d01ef59a6fd2c56c960ce17c18b253129d7,980,1108,980,1108,byte_identical
direct,assets/package/quest/qb_menu_top/qb_menu_top0.png,complete/magirecocn-images-complete/01_direct_images/assets/package/quest/qb_menu_top/qb_menu_top0.png,callgraph/magirecocn-image-callgraph-l2d-reuse-final/05_l2d_browser/assets/direct/assets/package/quest/qb_menu_top/qb_menu_top0.png,216938,216938,e192e2c41b4d66d03429a27c9afadb47f23dbbd86b6a6809f05d06ce84f70f5f,e192e2c41b4d66d03429a27c9afadb47f23dbbd86b6a6809f05d06ce84f70f5f,1024,1024,1024,1024,byte_identical
direct,assets/package/quest/qb_menu_top/qb_menu_top_00.png,complete/magirecocn-images-complete/01_direct_images/assets/package/quest/qb_menu_top/qb_menu_top_00.png,callgraph/magirecocn-image-callgraph-l2d-reuse-final/05_l2d_browser/assets/direct/assets/package/quest/qb_menu_top/qb_menu_top_00.png,2689,2689,fbef894af5726310b2eb33b32df130957bd61dc88ec0f9ce6430c6e41239a7ce,fbef894af5726310b2eb33b32df130957bd61dc88ec0f9ce6430c6e41239a7ce,650,361,650,361,byte_identical
direct,assets/package/quest/qb_number/qb_number0.png,complete/magirecocn-images-complete/01_direct_images/assets/package/quest/qb_number/qb_number0.png,callgraph/magirecocn-image-callgraph-l2d-reuse-final/05_l2d_browser/assets/direct/assets/package/quest/qb_number/qb_number0.png,486571,486571,b01aa7621b27fb627c963fe563db5f56a17729c3daf4ac999b15235217735125,b01aa7621b27fb627c963fe563db5f56a17729c3daf4ac999b15235217735125,1024,1024,1024,1024,byte_identical
direct,assets/package/quest/qb_result/qb_result0.png,complete/magirecocn-images-complete/01_direct_images/assets/package/quest/qb_result/qb_result0.png,callgraph/magirecocn-image-callgraph-l2d-reuse-final/05_l2d_browser/assets/direct/assets/package/quest/qb_result/qb_result0.png,78,78,722f653bdf955e406402d5c5ab5db74290e2f9f60eb7f61148a626fc3f8cbf36,722f653bdf955e406402d5c5ab5db74290e2f9f60eb7f61148a626fc3f8cbf36,16,16,16,16,byte_identical
direct,assets/package/quest/quest_image0.png,complete/magirecocn-images-complete/01_direct_images/assets/package/quest/quest_image0.png,callgraph/magirecocn-image-callgraph-l2d-reuse-final/05_l2d_browser/assets/direct/assets/package/quest/quest_image0.png,419980,419980,80e2c6d2fbb66094266b0225d2acb0cf17aec6384ccec77fc7646b6ff806f91d,80e2c6d2fbb66094266b0225d2acb0cf17aec6384ccec77fc7646b6ff806f91d,2048,1024,2048,1024,byte_identical
direct,assets/package/quest/tool/sv_button00.png,complete/magirecocn-images-complete/01_direct_images/assets/package/quest/tool/sv_button00.png,callgraph/magirecocn-image-callgraph-l2d-reuse-final/05_l2d_browser/assets/direct/assets/package/quest/tool/sv_button00.png,2476,2476,367b4d8c06ce03edfa21cd8e856e03eef0c9afb38a892e9291fac29baf701362,367b4d8c06ce03edfa21cd8e856e03eef0c9afb38a892e9291fac29baf701362,76,33,76,33,byte_identical
direct,assets/package/quest/tool/sv_button01.png,complete/magirecocn-images-complete/01_direct_images/assets/package/quest/tool/sv_button01.png,callgraph/magirecocn-image-callgraph-l2d-reuse-final/05_l2d_browser/assets/direct/assets/package/quest/tool/sv_button01.png,2238,2238,4c5ff93ffd74ae9c01ea8d9eedec8853f916669d1b0989dd3c73a9ae7c88fe6a,4c5ff93ffd74ae9c01ea8d9eedec8853f916669d1b0989dd3c73a9ae7c88fe6a,76,33,76,33,byte_identical
direct,assets/package/quest/tool/sv_button02.png,complete/magirecocn-images-complete/01_direct_images/assets/package/quest/tool/sv_button02.png,callgraph/magirecocn-image-callgraph-l2d-reuse-final/05_l2d_browser/assets/direct/assets/package/quest/tool/sv_button02.png,2243,2243,42f6b300eda850a19dadef0e23261f7c304e5b670c47b6d7111897b1a7945045,42f6b300eda850a19dadef0e23261f7c304e5b670c47b6d7111897b1a7945045,76,33,76,33,byte_identical
direct,assets/package/quest/tool/sv_button03.png,complete/magirecocn-images-complete/01_direct_images/assets/package/quest/tool/sv_button03.png,callgraph/magirecocn-image-callgraph-l2d-reuse-final/05_l2d_browser/assets/direct/assets/package/quest/tool/sv_button03.png,2478,2478,26ceb17254cf0fa2ab897d9bc1007a44ff814318ecbf69e84d10467b93e5123b,26ceb17254cf0fa2ab897d9bc1007a44ff814318ecbf69e84d10467b93e5123b,76,33,76,33,byte_identical
direct,assets/package/quest/tool/sv_button04.png,complete/magirecocn-images-complete/01_direct_images/assets/package/quest/tool/sv_button04.png,callgraph/magirecocn-image-callgraph-l2d-reuse-final/05_l2d_browser/assets/direct/assets/package/quest/tool/sv_button04.png,170,170,b7427f85bce66add8870b8dac4f1a6fbd1b0fb018963ebd4fa18afe2e8d7c5bc,b7427f85bce66add8870b8dac4f1a6fbd1b0fb018963ebd4fa18afe2e8d7c5bc,50,50,50,50,byte_identical
direct,assets/package/quest/tool/sv_plate00.png,complete/magirecocn-images-complete/01_direct_images/assets/package/quest/tool/sv_plate00.png,callgraph/magirecocn-image-callgraph-l2d-reuse-final/05_l2d_browser/assets/direct/assets/package/quest/tool/sv_plate00.png,743,743,0a926079a154a720e621d4857cdb6bc147d08e3e6df45f12fe4c606b701c6248,0a926079a154a720e621d4857cdb6bc147d08e3e6df45f12fe4c606b701c6248,358,48,358,48,byte_identical
direct,assets/package/quest/tool/sv_plate01.png,complete/magirecocn-images-complete/01_direct_images/assets/package/quest/tool/sv_plate01.png,callgraph/magirecocn-image-callgraph-l2d-reuse-final/05_l2d_browser/assets/direct/assets/package/quest/tool/sv_plate01.png,736,736,45c6d78a0d199f16c97d7efa6da90c61195343bcade94a92923a20a988e29deb,45c6d78a0d199f16c97d7efa6da90c61195343bcade94a92923a20a988e29deb,358,49,358,49,byte_identical
direct,assets/package/quest/treasure_box/treasure_box0.png,complete/magirecocn-images-complete/01_direct_images/assets/package/quest/treasure_box/treasure_box0.png,callgraph/magirecocn-image-callgraph-l2d-reuse-final/05_l2d_browser/assets/direct/assets/package/quest/treasure_box/treasure_box0.png,31669,31669,50c1dc7292ceb4c75750d50cacedae04bbb1b1ded1e1821c98690b68e00ca7b5,50c1dc7292ceb4c75750d50cacedae04bbb1b1ded1e1821c98690b68e00ca7b5,256,256,256,256,byte_identical
direct,assets/package/quest/ui_button_disk/ui_button_disk0.png,complete/magirecocn-images-complete/01_direct_images/assets/package/quest/ui_button_disk/ui_button_disk0.png,callgraph/magirecocn-image-callgraph-l2d-reuse-final/05_l2d_browser/assets/direct/assets/package/quest/ui_button_disk/ui_button_disk0.png,52767,52767,1178b0be1cf84acd2d937125e9413addbf2045fe3d2950eaf80b10d81a595994,1178b0be1cf84acd2d937125e9413addbf2045fe3d2950eaf80b10d81a595994,512,256,512,256,byte_identical
direct,assets/package/quest/ui_button_magia/ui_button_magia0.png,complete/magirecocn-images-complete/01_direct_images/assets/package/quest/ui_button_magia/ui_button_magia0.png,callgraph/magirecocn-image-callgraph-l2d-reuse-final/05_l2d_browser/assets/direct/assets/package/quest/ui_button_magia/ui_button_magia0.png,21820,21820,1007123b1c0aedbeeb24784d2410ec5c5dec15fb3327edff0e142fa4f7becc5f,1007123b1c0aedbeeb24784d2410ec5c5dec15fb3327edff0e142fa4f7becc5f,512,256,512,256,byte_identical
direct,assets/package/quest/ui_connect_bg.png,complete/magirecocn-images-complete/01_direct_images/assets/package/quest/ui_connect_bg.png,callgraph/magirecocn-image-callgraph-l2d-reuse-final/05_l2d_browser/assets/direct/assets/package/quest/ui_connect_bg.png,2910,2910,779cf81115d7db0a2ad1004020a201fab1fa856c799f8838f9216a29ef0e67f8,779cf81115d7db0a2ad1004020a201fab1fa856c799f8838f9216a29ef0e67f8,364,162,364,162,byte_identical
direct,assets/package/quest/ui_replaybattle/ui_replaybattle0.png,complete/magirecocn-images-complete/01_direct_images/assets/package/quest/ui_replaybattle/ui_replaybattle0.png,callgraph/magirecocn-image-callgraph-l2d-reuse-final/05_l2d_browser/assets/direct/assets/package/quest/ui_replaybattle/ui_replaybattle0.png,16543,16543,58f399283476691ea0c5416945697861b9acc88227aa5db069025301b6d34468,58f399283476691ea0c5416945697861b9acc88227aa5db069025301b6d34468,2048,128,2048,128,byte_identical
direct,assets/package/quest/ui_skill_ct/ui_skill_ct0.png,complete/magirecocn-images-complete/01_direct_images/assets/package/quest/ui_skill_ct/ui_skill_ct0.png,callgraph/magirecocn-image-callgraph-l2d-reuse-final/05_l2d_browser/assets/direct/assets/package/quest/ui_skill_ct/ui_skill_ct0.png,7589,7589,f72243f448ffa6722d1a98c178028099f6c6459c1623f080c505161de70d82a9,f72243f448ffa6722d1a98c178028099f6c6459c1623f080c505161de70d82a9,256,128,256,128,byte_identical
