file	json_path	stable_context	field	branch_scanned_value	current_value	decision	source_tier	official_cn_exact_occurrences	wiki_exact_occurrences	reason
cardMagiaMap.json	$.40614.name		name	Super Chisato Time	超级千束时间	已在当前产品中文化	current-authority-curation	0	0	远端 main 的有效变更已逐项择优回收，本地当前值含中文。
cardMagiaMap.json	$.40615.name		name	Super Chisato Time	超级千束时间	已在当前产品中文化	current-authority-curation	0	0	远端 main 的有效变更已逐项择优回收，本地当前值含中文。
cardMagiaMap.json	$.40618.name		name	Mission of My Heart	心之使命	已在当前产品中文化	current-authority-curation	0	0	远端 main 的有效变更已逐项择优回收，本地当前值含中文。
cardMagiaMap.json	$.40624.name		name	Takina's Random Fire	泷奈乱射	已在当前产品中文化	current-authority-curation	0	0	远端 main 的有效变更已逐项择优回收，本地当前值含中文。
cardMagiaMap.json	$.40625.name		name	Takina's Random Fire	泷奈乱射	已在当前产品中文化	current-authority-curation	0	0	远端 main 的有效变更已逐项择优回收，本地当前值含中文。
cardMagiaMap.json	$.40628.name		name	Judgement of My Mind	心之裁决	已在当前产品中文化	current-authority-curation	0	0	远端 main 的有效变更已逐项择优回收，本地当前值含中文。
cardMagiaMap.json	$.90020.name		name	Nine Phases	Nine Phases	保留原字面值	official-cn-exact	49	20	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90117.name		name	Nine Phases	Nine Phases	保留原字面值	official-cn-exact	49	20	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90162.name		name	Nine Phases	Nine Phases	保留原字面值	official-cn-exact	49	20	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90191.name		name	Nine Phases	Nine Phases	保留原字面值	official-cn-exact	49	20	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90256.name		name	Nine Phases	Nine Phases	保留原字面值	official-cn-exact	49	20	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90259.name		name	Eve Magia	夏娃Magia	已在当前产品中文化	current-authority-curation	0	0	远端 main 的有效变更已逐项择优回收，本地当前值含中文。
cardMagiaMap.json	$.90366.name		name	Dead End of the Year	Dead End of the Year	保留原字面值	official-cn-exact	4	0	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90373.name		name	angry·hungry	angry·hungry	保留原字面值	official-cn-exact	5	0	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90550.name		name	BITE! BITE! BITE! 	咬！咬！咬！	已在当前产品中文化	current-authority-curation	0	0	远端 main 的有效变更已逐项择优回收，本地当前值含中文。
cardMagiaMap.json	$.90582.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90583.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90584.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90596.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90597.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90598.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90607.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90608.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90609.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90610.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90611.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90612.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90613.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90614.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90615.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90616.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90617.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90618.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90620.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90621.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90622.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90623.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90624.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90625.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90626.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90627.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90628.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90629.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90630.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90631.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90632.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90633.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90634.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90635.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90636.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90637.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90638.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90639.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90640.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90641.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90642.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90643.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90644.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90645.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90646.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90647.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90648.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90649.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90650.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90651.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90652.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90653.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90654.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90655.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90656.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90657.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90658.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90659.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90660.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90661.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90662.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90663.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90664.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90665.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90666.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90667.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90668.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90669.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90670.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90671.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90672.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90673.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90674.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90675.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90676.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90677.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90678.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90679.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90680.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90681.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90682.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90683.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90684.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90685.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90686.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90687.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
cardMagiaMap.json	$.90688.name		name	Magia	Magia	保留原字面值	official-cn-exact	77120	47532	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
chapterList.json	$[30].title	chapterId=41	title	Pillar of Tomorrow	明日之柱	已在当前产品中文化	current-authority-curation	0	0	远端 main 的有效变更已逐项择优回收，本地当前值含中文。
chapterList.json	$[31].title	chapterId=42	title	Scene0	Scene0	保留原字面值	wiki-exact-formal	0	10	Wiki 对同一正式名称有精确记录；不把专名强行直译成普通 UI 文案。
chapterList.json	$[8].title	chapterId=19	title	Surround Fenthope	Surround Fenthope	保留原字面值	official-cn-exact	1	27	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
charaList.json	$[107].title	id=2105	title	scene0 ver.	scene0 ver.	保留原字面值	wiki-exact-formal	0	3264	Wiki 对同一正式名称有精确记录；不把专名强行直译成普通 UI 文案。
charaList.json	$[114].title	id=2301	title	scene0 ver.	scene0 ver.	保留原字面值	wiki-exact-formal	0	3264	Wiki 对同一正式名称有精确记录；不把专名强行直译成普通 UI 文案。
charaList.json	$[117].title	id=2402	title	scene0 ver.	scene0 ver.	保留原字面值	wiki-exact-formal	0	3264	Wiki 对同一正式名称有精确记录；不把专名强行直译成普通 UI 文案。
charaList.json	$[121].title	id=2503	title	scene0 ver.	scene0 ver.	保留原字面值	wiki-exact-formal	0	3264	Wiki 对同一正式名称有精确记录；不把专名强行直译成普通 UI 文案。
charaList.json	$[123].title	id=2601	title	scene0 ver.	scene0 ver.	保留原字面值	wiki-exact-formal	0	3264	Wiki 对同一正式名称有精确记录；不把专名强行直译成普通 UI 文案。
charaList.json	$[197].title	id=4004	title	ver.Final	ver.Final	保留原字面值	wiki-exact-formal	0	1115	Wiki 对同一正式名称有精确记录；不把专名强行直译成普通 UI 文案。
charaList.json	$[209].title	id=4028	title	ver.Final	ver.Final	保留原字面值	wiki-exact-formal	0	1115	Wiki 对同一正式名称有精确记录；不把专名强行直译成普通 UI 文案。
doppelCardMagiaMap.json	$.11048.name		name	shutdown -r -t 21	shutdown -r -t 21	保留原字面值	wiki-exact-formal	0	3	Wiki 对同一正式名称有精确记录；不把专名强行直译成普通 UI 文案。
doppelCardMagiaMap.json	$.21048.name		name	Magia☆Magica	Magia☆Magica	保留原字面值	wiki-exact-formal	0	2	Wiki 对同一正式名称有精确记录；不把专名强行直译成普通 UI 文案。
doppelCardMagiaMap.json	$.35048.name		name	Dynamic Cake Ceremony	欢乐蛋糕庆典	已在当前产品中文化	current-authority-curation	0	0	远端 main 的有效变更已逐项择优回收，本地当前值含中文。
doppelCardMagiaMap.json	$.40518.name		name	Accelerator	Accelerator	保留原字面值	wiki-exact-formal	0	2	Wiki 对同一正式名称有精确记录；不把专名强行直译成普通 UI 文案。
doppelCardMagiaMap.json	$.40528.name		name	Hornet Javelin	Hornet Javelin	保留原字面值	wiki-exact-formal	0	2	Wiki 对同一正式名称有精确记录；不把专名强行直译成普通 UI 文案。
doppelCardMagiaMap.json	$.40538.name		name	Ouroboros	Ouroboros	保留原字面值	wiki-exact-formal	0	2	Wiki 对同一正式名称有精确记录；不把专名强行直译成普通 UI 文案。
doppelCardMagiaMap.json	$.40618.name		name	Mission of My Heart	心之使命	已在当前产品中文化	current-authority-curation	0	0	远端 main 的有效变更已逐项择优回收，本地当前值含中文。
doppelCardMagiaMap.json	$.40628.name		name	Judgement of My Mind	心之裁决	已在当前产品中文化	current-authority-curation	0	0	远端 main 的有效变更已逐项择优回收，本地当前值含中文。
doppelList.json	$[105].name	id=210400	name	Magia☆Magica	Magia☆Magica	保留原字面值	wiki-exact-formal	0	2	Wiki 对同一正式名称有精确记录；不把专名强行直译成普通 UI 文案。
doppelList.json	$[177].name	id=350400	name	Dynamic Cake Ceremony	欢乐蛋糕庆典	已在当前产品中文化	current-authority-curation	0	0	远端 main 的有效变更已逐项择优回收，本地当前值含中文。
doppelList.json	$[210].name	id=405100	name	Accelerator	Accelerator	保留原字面值	wiki-exact-formal	0	2	Wiki 对同一正式名称有精确记录；不把专名强行直译成普通 UI 文案。
doppelList.json	$[211].name	id=405200	name	Hornet Javelin	Hornet Javelin	保留原字面值	wiki-exact-formal	0	2	Wiki 对同一正式名称有精确记录；不把专名强行直译成普通 UI 文案。
doppelList.json	$[212].name	id=405300	name	Ouroboros	Ouroboros	保留原字面值	wiki-exact-formal	0	2	Wiki 对同一正式名称有精确记录；不把专名强行直译成普通 UI 文案。
doppelList.json	$[213].name	id=406100	name	Mission of My Heart	心之使命	已在当前产品中文化	current-authority-curation	0	0	远端 main 的有效变更已逐项择优回收，本地当前值含中文。
doppelList.json	$[214].name	id=406200	name	Judgement of My Mind	心之裁决	已在当前产品中文化	current-authority-curation	0	0	远端 main 的有效变更已逐项择优回收，本地当前值含中文。
doppelList.json	$[55].name	id=110400	name	shutdown -r -t 21	shutdown -r -t 21	保留原字面值	wiki-exact-formal	0	3	Wiki 对同一正式名称有精确记录；不把专名强行直译成普通 UI 文案。
emotionSkillMap.json	$.1012112.name		name	DtoC[Ⅰ]	DtoC[Ⅰ]	保留原字面值	official-cn-exact	9	0	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
eventList.json	$[33].eventName	eventId=1042	eventName	Whereabouts of the feather	Whereabouts of the feather	保留原字面值	official-cn-exact	15	194	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
eventList.json	$[40].eventName	eventId=1053	eventName	Last Magia	Last Magia	保留原字面值	official-cn-exact	4	115	旧国服客户端/dump 对同一字面值有精确命中；属于正式标题、招式名或机制名。
eventStoryList.json	$[1014].storyTitle		storyTitle	EPILOGUE	尾声	已在当前产品中文化	current-authority-curation	0	0	远端 main 的有效变更已逐项择优回收，本地当前值含中文。
eventStoryList.json	$[1210].storyTitle		storyTitle	EPILOGUE	尾声	已在当前产品中文化	current-authority-curation	0	0	远端 main 的有效变更已逐项择优回收，本地当前值含中文。
eventStoryList.json	$[352].storyTitle		storyTitle	EPILOGUE	尾声	已在当前产品中文化	current-authority-curation	0	0	远端 main 的有效变更已逐项择优回收，本地当前值含中文。
eventStoryList.json	$[733].pointTitle		pointTitle	Story	剧情	已在当前产品中文化	current-authority-curation	0	0	远端 main 的有效变更已逐项择优回收，本地当前值含中文。
eventStoryList.json	$[733].storyTitle		storyTitle	Prologue	序章	已在当前产品中文化	current-authority-curation	0	0	远端 main 的有效变更已逐项择优回收，本地当前值含中文。
eventStoryList.json	$[734].pointTitle		pointTitle	Story	剧情	已在当前产品中文化	current-authority-curation	0	0	远端 main 的有效变更已逐项择优回收，本地当前值含中文。
eventStoryList.json	$[734].storyTitle		storyTitle	Record Ⅰ	记录Ⅰ	已在当前产品中文化	current-authority-curation	0	0	远端 main 的有效变更已逐项择优回收，本地当前值含中文。
eventStoryList.json	$[735].pointTitle		pointTitle	Story	剧情	已在当前产品中文化	current-authority-curation	0	0	远端 main 的有效变更已逐项择优回收，本地当前值含中文。
eventStoryList.json	$[735].storyTitle		storyTitle	Record Ⅱ	记录Ⅱ	已在当前产品中文化	current-authority-curation	0	0	远端 main 的有效变更已逐项择优回收，本地当前值含中文。
eventStoryList.json	$[736].pointTitle		pointTitle	Story	剧情	已在当前产品中文化	current-authority-curation	0	0	远端 main 的有效变更已逐项择优回收，本地当前值含中文。
eventStoryList.json	$[736].storyTitle		storyTitle	Record Ⅲ	记录Ⅲ	已在当前产品中文化	current-authority-curation	0	0	远端 main 的有效变更已逐项择优回收，本地当前值含中文。
