closure_id	path	stable_key	field	before	after	source_tier	review_status	machine_translated	evidence
TERM-OFFICIAL-0011	magica/js/libs/emotionSkillMap.json	1007101	shortDescription	MP100以上时MP获得量UP[Ⅱ]	MP100以上时MP获得量提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/7/emotionSkill/shortDescription
TERM-OFFICIAL-0012	magica/js/libs/emotionSkillMap.json	1007103	shortDescription	Magia伤害UP[Ⅱ]	Magia伤害提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/17/emotionSkill/shortDescription
TERM-OFFICIAL-0013	magica/js/libs/emotionSkillMap.json	1007104	shortDescription	Accele MPUP[Ⅱ]	Accele MP提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\025543d3-0d4c-11eb-8560-52540079ea6c_001.json/userCharaList/1/chara/enhancementCellList/12/emotionSkill/shortDescription
TERM-OFFICIAL-0014	magica/js/libs/emotionSkillMap.json	1007105	shortDescription	MP100以上时MP获得量UP[Ⅱ]	MP100以上时MP获得量提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/7/emotionSkill/shortDescription
TERM-OFFICIAL-0015	magica/js/libs/emotionSkillMap.json	1007107	shortDescription	Magia伤害UP[Ⅲ]	Magia伤害提升[Ⅲ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/4/chara/enhancementCellList/59/emotionSkill/shortDescription
TERM-OFFICIAL-0016	magica/js/libs/emotionSkillMap.json	1007110	shortDescription	攻击力UP[Ⅲ] & 防御力UP[Ⅲ]	攻击力提升[Ⅲ] & 防御力提升[Ⅲ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\page\MyPage_001.json/userPieceList/254/piece/pieceSkill2/shortDescription
TERM-OFFICIAL-0017	magica/js/libs/emotionSkillMap.json	1014102	shortDescription	MP100以上时MP获得量UP[Ⅱ]	MP100以上时MP获得量提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/7/emotionSkill/shortDescription
TERM-OFFICIAL-0018	magica/js/libs/emotionSkillMap.json	1014107	shortDescription	Accele MPUP[Ⅲ]	Accele MP提升[Ⅲ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/4/chara/enhancementCellList/82/emotionSkill/shortDescription
TERM-OFFICIAL-0019	magica/js/libs/emotionSkillMap.json	1014108	shortDescription	MP100以上时MP获得量UP[Ⅱ]	MP100以上时MP获得量提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/7/emotionSkill/shortDescription
TERM-OFFICIAL-0020	magica/js/libs/emotionSkillMap.json	1014109	shortDescription	Magia伤害UP[Ⅱ]	Magia伤害提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/17/emotionSkill/shortDescription
TERM-OFFICIAL-0021	magica/js/libs/emotionSkillMap.json	1015101	shortDescription	MP100以上时MP获得量UP[Ⅱ]	MP100以上时MP获得量提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/7/emotionSkill/shortDescription
TERM-OFFICIAL-0022	magica/js/libs/emotionSkillMap.json	1015102	shortDescription	Magia伤害UP[Ⅱ]	Magia伤害提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/17/emotionSkill/shortDescription
TERM-OFFICIAL-0023	magica/js/libs/emotionSkillMap.json	1015103	shortDescription	Charge后伤害UP[Ⅱ]	Charge后伤害提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/2/chara/enhancementCellList/41/emotionSkill/shortDescription
TERM-OFFICIAL-0024	magica/js/libs/emotionSkillMap.json	1015105	shortDescription	MP100以上时MP获得量UP[Ⅱ]	MP100以上时MP获得量提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/7/emotionSkill/shortDescription
TERM-OFFICIAL-0025	magica/js/libs/emotionSkillMap.json	1015108	shortDescription	Accele MPUP[Ⅰ]	Accele MP提升[Ⅰ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\1b449608-0d01-11eb-a350-52540083a917_001.json/userPieceList/14/piece/pieceSkill/shortDescription
TERM-OFFICIAL-0026	magica/js/libs/emotionSkillMap.json	1020101	shortDescription	MP100以上时MP获得量UP[Ⅱ]	MP100以上时MP获得量提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/7/emotionSkill/shortDescription
TERM-OFFICIAL-0027	magica/js/libs/emotionSkillMap.json	1020103	shortDescription	Accele MPUP[Ⅱ]	Accele MP提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\025543d3-0d4c-11eb-8560-52540079ea6c_001.json/userCharaList/1/chara/enhancementCellList/12/emotionSkill/shortDescription
TERM-OFFICIAL-0028	magica/js/libs/emotionSkillMap.json	1020105	shortDescription	MP100以上时MP获得量UP[Ⅱ]	MP100以上时MP获得量提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/7/emotionSkill/shortDescription
TERM-OFFICIAL-0029	magica/js/libs/emotionSkillMap.json	1020106	shortDescription	MP获得量UP[Ⅱ]	MP获得量提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\031c03cb-8027-11ec-9bc7-52540003c0c5_001.json/userCharaList/6/chara/enhancementCellList/13/emotionSkill/shortDescription
TERM-OFFICIAL-0030	magica/js/libs/emotionSkillMap.json	1021101	shortDescription	MP100以上时MP获得量UP[Ⅱ]	MP100以上时MP获得量提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/7/emotionSkill/shortDescription
TERM-OFFICIAL-0031	magica/js/libs/emotionSkillMap.json	1021103	shortDescription	Charge后伤害UP[Ⅱ]	Charge后伤害提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/2/chara/enhancementCellList/41/emotionSkill/shortDescription
TERM-OFFICIAL-0032	magica/js/libs/emotionSkillMap.json	1021105	shortDescription	MP100以上时MP获得量UP[Ⅱ]	MP100以上时MP获得量提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/7/emotionSkill/shortDescription
TERM-OFFICIAL-0033	magica/js/libs/emotionSkillMap.json	1021107	shortDescription	Accele MPUP[Ⅱ]	Accele MP提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\025543d3-0d4c-11eb-8560-52540079ea6c_001.json/userCharaList/1/chara/enhancementCellList/12/emotionSkill/shortDescription
TERM-OFFICIAL-0034	magica/js/libs/emotionSkillMap.json	1022102	shortDescription	MP100以上时MP获得量UP[Ⅱ]	MP100以上时MP获得量提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/7/emotionSkill/shortDescription
TERM-OFFICIAL-0035	magica/js/libs/emotionSkillMap.json	1022104	shortDescription	MP100以上时MP获得量UP[Ⅲ]	MP100以上时MP获得量提升[Ⅲ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/0/chara/enhancementCellList/7/emotionSkill/shortDescription
TERM-OFFICIAL-0036	magica/js/libs/emotionSkillMap.json	1022105	shortDescription	MP100以上时MP获得量UP[Ⅱ]	MP100以上时MP获得量提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/7/emotionSkill/shortDescription
TERM-OFFICIAL-0037	magica/js/libs/emotionSkillMap.json	1022106	shortDescription	Magia伤害UP[Ⅱ]	Magia伤害提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/17/emotionSkill/shortDescription
TERM-OFFICIAL-0038	magica/js/libs/emotionSkillMap.json	1023102	shortDescription	MP100以上时MP获得量UP[Ⅱ]	MP100以上时MP获得量提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/7/emotionSkill/shortDescription
TERM-OFFICIAL-0039	magica/js/libs/emotionSkillMap.json	1023103	shortDescription	Charge后伤害UP[Ⅱ]	Charge后伤害提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/2/chara/enhancementCellList/41/emotionSkill/shortDescription
TERM-OFFICIAL-0040	magica/js/libs/emotionSkillMap.json	1023108	shortDescription	MP100以上时MP获得量UP[Ⅱ]	MP100以上时MP获得量提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/7/emotionSkill/shortDescription
TERM-OFFICIAL-0041	magica/js/libs/emotionSkillMap.json	1023109	shortDescription	Magia伤害UP[Ⅱ]	Magia伤害提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/17/emotionSkill/shortDescription
TERM-OFFICIAL-0042	magica/js/libs/emotionSkillMap.json	1023111	shortDescription	Magia伤害UP[Ⅱ]	Magia伤害提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/17/emotionSkill/shortDescription
TERM-OFFICIAL-0043	magica/js/libs/emotionSkillMap.json	1024102	shortDescription	MP100以上时MP获得量UP[Ⅱ]	MP100以上时MP获得量提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/7/emotionSkill/shortDescription
TERM-OFFICIAL-0044	magica/js/libs/emotionSkillMap.json	1024108	shortDescription	MP100以上时MP获得量UP[Ⅱ]	MP100以上时MP获得量提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/7/emotionSkill/shortDescription
TERM-OFFICIAL-0045	magica/js/libs/emotionSkillMap.json	1024112	shortDescription	Charge后伤害UP[Ⅱ]	Charge后伤害提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/2/chara/enhancementCellList/41/emotionSkill/shortDescription
TERM-OFFICIAL-0046	magica/js/libs/emotionSkillMap.json	1025101	shortDescription	MP100以上时MP获得量UP[Ⅱ]	MP100以上时MP获得量提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/7/emotionSkill/shortDescription
TERM-OFFICIAL-0047	magica/js/libs/emotionSkillMap.json	1025103	shortDescription	MP100以上时MP获得量UP[Ⅱ]	MP100以上时MP获得量提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/7/emotionSkill/shortDescription
TERM-OFFICIAL-0048	magica/js/libs/emotionSkillMap.json	1025106	shortDescription	Magia伤害UP[Ⅱ]	Magia伤害提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/17/emotionSkill/shortDescription
TERM-OFFICIAL-0049	magica/js/libs/emotionSkillMap.json	1025108	shortDescription	MP获得量UP[Ⅱ]	MP获得量提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\031c03cb-8027-11ec-9bc7-52540003c0c5_001.json/userCharaList/6/chara/enhancementCellList/13/emotionSkill/shortDescription
TERM-OFFICIAL-0050	magica/js/libs/emotionSkillMap.json	1025110	shortDescription	Charge后伤害UP[Ⅱ]	Charge后伤害提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/2/chara/enhancementCellList/41/emotionSkill/shortDescription
TERM-OFFICIAL-0051	magica/js/libs/emotionSkillMap.json	1027104	shortDescription	MP100以上时MP获得量UP[Ⅱ]	MP100以上时MP获得量提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/7/emotionSkill/shortDescription
TERM-OFFICIAL-0052	magica/js/libs/emotionSkillMap.json	1027105	shortDescription	MP100以上时MP获得量UP[Ⅱ]	MP100以上时MP获得量提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/7/emotionSkill/shortDescription
TERM-OFFICIAL-0053	magica/js/libs/emotionSkillMap.json	1027106	shortDescription	Charge后伤害UP[Ⅱ]	Charge后伤害提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/2/chara/enhancementCellList/41/emotionSkill/shortDescription
TERM-OFFICIAL-0054	magica/js/libs/emotionSkillMap.json	1027107	shortDescription	Magia伤害UP[Ⅱ]	Magia伤害提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/17/emotionSkill/shortDescription
TERM-OFFICIAL-0055	magica/js/libs/emotionSkillMap.json	1027109	shortDescription	状态异常耐性UP[Ⅰ]	状态异常耐性提升[Ⅰ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\031c03cb-8027-11ec-9bc7-52540003c0c5_001.json/userCharaList/0/chara/enhancementCellList/55/emotionSkill/shortDescription
TERM-OFFICIAL-0056	magica/js/libs/emotionSkillMap.json	1027112	shortDescription	Magia伤害UP[Ⅱ]	Magia伤害提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/17/emotionSkill/shortDescription
TERM-OFFICIAL-0057	magica/js/libs/emotionSkillMap.json	1028101	shortDescription	MP100以上时MP获得量UP[Ⅱ]	MP100以上时MP获得量提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/7/emotionSkill/shortDescription
TERM-OFFICIAL-0058	magica/js/libs/emotionSkillMap.json	1028103	shortDescription	Accele MPUP[Ⅱ]	Accele MP提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\025543d3-0d4c-11eb-8560-52540079ea6c_001.json/userCharaList/1/chara/enhancementCellList/12/emotionSkill/shortDescription
TERM-OFFICIAL-0059	magica/js/libs/emotionSkillMap.json	1028105	shortDescription	MP100以上时MP获得量UP[Ⅱ]	MP100以上时MP获得量提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/7/emotionSkill/shortDescription
TERM-OFFICIAL-0060	magica/js/libs/emotionSkillMap.json	1028106	shortDescription	Magia伤害UP[Ⅱ]	Magia伤害提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/17/emotionSkill/shortDescription
TERM-OFFICIAL-0061	magica/js/libs/emotionSkillMap.json	1029101	shortDescription	MP100以上时MP获得量UP[Ⅱ]	MP100以上时MP获得量提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/7/emotionSkill/shortDescription
TERM-OFFICIAL-0062	magica/js/libs/emotionSkillMap.json	1029102	shortDescription	MP100以上时MP获得量UP[Ⅱ]	MP100以上时MP获得量提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/7/emotionSkill/shortDescription
TERM-OFFICIAL-0063	magica/js/libs/emotionSkillMap.json	1029107	shortDescription	Accele MPUP[Ⅲ]	Accele MP提升[Ⅲ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/4/chara/enhancementCellList/82/emotionSkill/shortDescription
TERM-OFFICIAL-0064	magica/js/libs/emotionSkillMap.json	1029111	shortDescription	Magia伤害UP[Ⅲ]	Magia伤害提升[Ⅲ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/4/chara/enhancementCellList/59/emotionSkill/shortDescription
TERM-OFFICIAL-0065	magica/js/libs/emotionSkillMap.json	1030102	shortDescription	MP100以上时MP获得量UP[Ⅱ]	MP100以上时MP获得量提升[Ⅱ]	official-cn	official-source-verified	false	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\friend\user\01fa31b4-0d0a-11eb-ba4b-5254003fbb4e_001.json/userCharaList/1/chara/enhancementCellList/7/emotionSkill/shortDescription
