item_id	maintenance_layer_type	maintenance_table	source_key	source_line	source_text	current_cn	path_prefix	declared_product_paths	product_target_paths	match_count	match_status	context_snippets	application_allowed
LOW-MT-00422	全局原文映射	i18n/frontend-strings.tsv	117323a7235743a07579d9e0	893	初期レアリティが★4で最大まで魔力解放した魔法少女の@デスティニージェムを変換する際に付与されます	初始稀有度★4且魔力解放至最大的魔法少女的@命运宝石,在转换时发放		js/_common/nativeCommand.js	js/_common/nativeCommand.js	1	exact-current-runtime-literal	"js/_common/nativeCommand.js:19:144 a 通行证 30"",text:""购买 Magia 通行证 30 后的 30 天内@每日登录可获得 5 个魔法石""},{type:0,title:""命运水晶的获得方法"",text:""⟦初始稀有度★4且魔力解放至最大的魔法少女的@命运宝石,在转换时发放⟧""}],clearWebCache:function(a){a=JSON.stringify({includeDiskFiles:a});a=b.DATA_CLEAR_WEB_CA"	true
LOW-MT-00423	全局原文映射	i18n/frontend-strings.tsv	11b3cb4e4989ab55548d8c21	617	ボックス内の目玉報酬を獲得したため、次のボックスへの変更が可能です。\x3cbr\x3eボックス内容をリセットして次のボックスに変更しますか？\x3cspan class\x3d'caution c_red'\x3e※現在のボックス内の報酬アイテムは引くことができなくなります。\x3c/span\x3e	已获得箱内的大奖,可以更换到下一个箱子。\x3cbr\x3e要重置箱内内容并更换到下一个箱子吗?\x3cspan class\x3d'caution c_red'\x3e※当前箱内的报酬道具将无法再抽取。\x3c/span\x3e		js/campaign/box_gacha/CampaignBoxGachaTop.js		0	maintenance-only-current-literal-absent	声明路径存在，但当前运行时已不使用这条现译；仅保留未来重建所需的维护层决定。	false
LOW-MT-00427	全局原文映射	i18n/frontend-strings.tsv	1245f37a37ba6633fd790a36	766	対戦回数が残っていないので対戦できません。	没有剩余对战次数,无法对战。		js/event/EventArenaRankMatch/parts/AttackCount.js	js/event/EventArenaRankMatch/parts/AttackCount.js	1	exact-current-runtime-literal	"js/event/EventArenaRankMatch/parts/AttackCount.js:172:17 opup = function(a)↵  {↵    new c.PopupClass(↵    {↵      title: ""对战次数不足"",↵      content: ""⟦没有剩余对战次数,无法对战。⟧"",↵      closeBtnText: ""确定""↵    }, null, function() {}, function() {})↵  };↵  return b↵});"	true
LOW-MT-00431	全局原文映射	i18n/frontend-strings.tsv	12a62f9de229f45d8a193376	725	時間経過の為、対戦相手に変更がありました。\x3cbr\x3eミラーズトップに戻ります	因时间经过,对战对手已变更。\x3cbr\x3e返回镜界首页		js/event/arenaranking/view/EventArenaConfirmView.js	js/event/arenaranking/view/EventArenaConfirmView.js	1	exact-current-runtime-literal	"js/event/arenaranking/view/EventArenaConfirmView.js:2:313 Time+b;b>=this.parentView.rootView.matchExpiredAt?new a.PopupClass({title:""更换对手"",content:""⟦因时间经过,对战对手已变更。\x3cbr\x3e返回镜界首页⟧"",decideBtnText:""返回镜界首页"",canClose:!1,popupType:""typeC""},null,function(){$("".decideBtn"").on"	true
LOW-MT-00441	全局原文映射	i18n/frontend-strings.tsv	13df27269337dcfca385adb4	1133	\x3cbr\x3eに解放	\x3cbr\x3e后解放		js/regularEvent/extermination/RegularEventExterminationTop.js	js/regularEvent/extermination/RegularEventExterminationTop.js	1	exact-current-runtime-literal	"js/regularEvent/extermination/RegularEventExterminationTop.js:13:426 eared"")&&(c.isCleared=!0);f=Date.parse(c.openDate);h<f?c.lockText=c.openDate.slice(0,10)+""⟦\x3cbr\x3e后解放⟧"":a&&!a.isCleared&&(c.lockText=a.name+""通关\x3cbr\x3e后解放"");c.lockText&&↵(c.isLock=!0);a=c;c."	true
LOW-MT-00449	全局原文映射	i18n/frontend-strings.tsv	15d6c0ffd8a7fe48e9ad70c8	603	引き継ぎ・連携を行います。\x3cbr\x3eよろしいですか？	即将进行数据转移·关联。\x3cbr\x3e确定吗?		js/top/TopPage.js	js/top/TopPage.js	1	exact-current-runtime-literal	"js/top/TopPage.js:11:500 ype:""typeC"",closeBtnText:""确定""},null,null,k):(new a.PopupClass({title:""数据转移与账号关联"",content:""⟦即将进行数据转移·关联。\x3cbr\x3e确定吗?⟧"",↵popupType:""typeE"",closeBtnText:""取消"",decideBtnText:""确定"",exClass:""transferCheck""},null,nu"	true
LOW-MT-00460	全局原文映射	i18n/frontend-strings.tsv	1831f8f754d3968dc8edee0c	746	バトルの所要時間が一定時間を超えたため<br>このバトルは無効になります。<br>イベントTOPに戻ります。	战斗耗时超过时限,<br>本次战斗无效。<br>返回活动TOP。		js/event/EventArenaRankMatch/Result.js		0	maintenance-only-current-literal-absent	声明路径存在，但当前运行时已不使用这条现译；仅保留未来重建所需的维护层决定。	false
LOW-MT-00467	全局原文映射	i18n/frontend-strings.tsv	18c3e1df7bd4f71bb35c18af	823	【DEBUG】ボス交戦中(初回)	【DEBUG】BOSS交战中(首次)		js/event/storyraid/EventStoryRaidTop.js	js/event/storyraid/EventStoryRaidTop.js	1	exact-current-runtime-literal	"js/event/storyraid/EventStoryRaidTop.js:554:164 N_BATTLE"" == a ? console.log(""【DEBUG】BOSS交战中(第2次起)"") : ""FIRST_BATTLE"" == a ? console.log(""⟦【DEBUG】BOSS交战中(首次)⟧"") : ""FINAL_BATTLE"" == a && console.log(""【DEBUG】BOSS最终战HELP""), c.state = a, $(""#commandDiv"	true
LOW-MT-00482	全局原文映射	i18n/frontend-strings.tsv	1b2b03e08f8e3a6ac609f1d3	948	に設定しました。	。		js/chara/CharaTop.js	js/chara/CharaTop.js	1	exact-current-runtime-literal	"js/chara/CharaTop.js:5:217 unction(a){b.responseSetStorage(a);n(e);new b.PopupClass({title:""更改完成"",content:g+""已设为""+d+""⟦。⟧"",closeBtnText:""关闭""})})}},touch:function(a){a.preventDefault();b.isScrolled()}}),n=functio"	true
LOW-MT-00486	全局原文映射	i18n/frontend-strings.tsv	1bbfa80893bfbd1732687cd4	1433	次の鏡層が解放されていないため、ミラーズPtは加算されません	下一镜层尚未解放,不会加算镜界Pt		template/arena/ArenaResult.html	template/arena/ArenaResult.html	1	exact-current-runtime-literal	"template/arena/ArenaResult.html:123:35 到達済み)の場合 -->↵					<% }else{ %>↵						<div id=""subInfo"">↵							<div class=""maxRank c_red"">⟦下一镜层尚未解放,不会加算镜界Pt⟧</div>↵						</div>↵↵						<!-- MAX表示 -->↵						<div id=""arenaPoints"">↵							<div class="""	true
LOW-MT-00495	全局原文映射	i18n/frontend-strings.tsv	1d235cc07958124e623eff8f	499	\x3c/span\x3e\x3cbr\x3eしている必要があります。	\x3c/span\x3e\x3cbr\x3e。		"js/regularEvent/RegularEventTop.js
js/regularEvent/groupBattle/RegularEventGroupBattleTop.js"	"js/regularEvent/RegularEventTop.js
js/regularEvent/groupBattle/RegularEventGroupBattleTop.js"	2	exact-current-runtime-literal	"js/regularEvent/RegularEventTop.js:3:125 r\x3e参加心魔战需要\x3cbr\x3e\x3cspan class\x3d'c_red'\x3e""+c.regularEventCondition.description+""⟦\x3c/span\x3e\x3cbr\x3e。⟧"",closeBtnText:""取消"",decideBtnText:""主线剧情"",decideBtnLink:""#/MainQuest""})))},removeView:funct
js/regularEvent/groupBattle/RegularEventGroupBattleTop.js:49:177 r\x3e参加心魔战需要\x3cbr\x3e\x3cspan class\x3d'c_red'\x3e""+k.regularEventCondition.description+""⟦\x3c/span\x3e\x3cbr\x3e。⟧"",closeBtnText:""取消"",decideBtnText:""主线剧情"",decideBtnLink:""#/MainQuest""},null,null,b);a.tapBl"	true
LOW-MT-00501	全局原文映射	i18n/frontend-strings.tsv	1dc20b6e72486f18088af744	1349	※これまでに獲得したEXP・カースチップ（CC）・宝箱のアイテムは入手できます。	※至今获得的EXP·诅咒碎片(CC)·宝箱中的道具都可以拿到。		template/event/dungeon/EventDungeonMap.html	template/event/dungeon/EventDungeonMap.html	1	exact-current-runtime-literal	"template/event/dungeon/EventDungeonMap.html:102:3 cript type=""text/template"" id=""retirePop""> 要退出这个区域吗?↵	<div class=""c_red retireCaution"">↵		⟦※至今获得的EXP·诅咒碎片(CC)·宝箱中的道具都可以拿到。⟧<br>↵		※区域任务的通关状态将被重置。↵	</div>↵</script>↵<script type=""text/template"" id=""missionPop""> <di"	true
LOW-MT-00506	全局原文映射	i18n/frontend-strings.tsv	1e9efb5fcee6f65daafa43ca	821	【DEBUG】BOSSコマンド（	【DEBUG】BOSS指令(		js/event/storyraid/EventStoryRaidTop.js	js/event/storyraid/EventStoryRaidTop.js	1	exact-current-runtime-literal	"js/event/storyraid/EventStoryRaidTop.js:206:82  ""top"");↵          else if (""boss"" == e) a = a.currentTarget.dataset.status, console.log(""⟦【DEBUG】BOSS指令(⟧"" + a + ""）""), d.state = a, u(d, ""boss"");↵          else if (""hideSingleRaid"" == e) f.hideE"	true
LOW-MT-00507	全局原文映射	i18n/frontend-strings.tsv	1ebc4178929c57f003721ad5	685	現代神浜編 ストーリー解放	现代神滨篇 剧情解放		js/quest/puellaHistoria/MirrorPartsView.js	js/quest/puellaHistoria/MirrorPartsView.js	1	exact-current-runtime-literal	"js/quest/puellaHistoria/MirrorPartsView.js:10:344 gth&&(c=n.sectionInfoList[a.sectionInfoList.length-1].sectionId);new d.PopupClass({title:""⟦现代神滨篇 剧情解放⟧"",content:""现代神滨篇的剧情已解放。"",popupType:""typeC"",decideBtnText:""进行"",decideBtnLink:""#/QuestBattle"	true
LOW-MT-00526	全局原文映射	i18n/frontend-strings.tsv	21fac4ef6b044f2c00a221db	1430	以下の時間が経過すると、自動で対戦相手が再抽選されます。	经过以下时间后,对战对手将自动重新抽选。		template/arena/ArenaRanking.html	template/arena/ArenaRanking.html	1	exact-current-runtime-literal	"template/arena/ArenaRanking.html:83:74 id=""BpCureWrap"">↵		无法再更换对战对手。<br>使用1个BP回复药即可将对战次数<span class='c_red'>3</span>可以回复。<br><br>⟦经过以下时间后,对战对手将自动重新抽选。⟧<br>(距对手重新抽选还有<%='<%= min %\>'%>:<%='<%= sec %\>'%>)<br>↵		<div id=""bpImageWrap"" class=""co"	true
LOW-MT-00535	全局原文映射	i18n/frontend-strings.tsv	236e7fb68a32bed34aa3facb	922	精神強化されていないためリセットはできません。	尚未进行精神强化,无法重置。		js/chara/CharaEnhancementTree.js	js/chara/CharaEnhancementTree.js	1	exact-current-runtime-literal	"js/chara/CharaEnhancementTree.js:10:413 llList.where({charaId:l});if(0===(c.length-1|0))new a.PopupClass({title:""重置精神强化"",content:""⟦尚未进行精神强化,无法重置。⟧"",closeBtnText:""确定"",exClass:""popupShop""});else{var d=a.storage.userCardListEx.findWhere({c"	true
LOW-MT-00540	全局原文映射	i18n/frontend-strings.tsv	243843fc9acfa2d88bcd8839	1126	ステージの攻略中を中断して、トップ画面に戻ります。\x3cbr\x3e\x3cbr\x3e\x3cspan class\x3d'c_red'\x3e※クエストの攻略状態は保存されません。\x3c/span\x3e	中断关卡点攻略,返回主界面。\x3cbr\x3e\x3cbr\x3e\x3cspan class\x3d'c_red'\x3e※关卡的攻略状态不会被保存。\x3c/span\x3e		js/regularEvent/extermination/RegularEventExterminationBattleSelect.js	js/regularEvent/extermination/RegularEventExterminationBattleSelect.js	1	exact-current-runtime-literal	"js/regularEvent/extermination/RegularEventExterminationBattleSelect.js:10:433 ire:function(a){a.preventDefault();b.isScrolled()||new b.PopupClass({title:""歼灭战"",content:""⟦中断关卡点攻略,返回主界面。\x3cbr\x3e\x3cbr\x3e\x3cspan class\x3d'c_red'\x3e※关卡的攻略状态不会被保存。\x3c/span\x3e⟧"",↵closeBtnText:""取消"",decideBtnText:""确定"",decideBtnEvent:function(){q.ajaxPost(b.linkList.ex"	true
LOW-MT-00550	全局原文映射	i18n/frontend-strings.tsv	25a82503375347284d7bf07e	898	マギアLvを5にするとマギアゲージ上限が@200まで解放されます	Magia Lv升到5后,Magia槽上限@将解放到200		js/_common/nativeCommand2.js	js/_common/nativeCommand2.js	1	exact-current-runtime-literal	"js/_common/nativeCommand2.js:429:14 晶可装备技能类、能力类各 2 张@最多 4 张""↵    },↵    {↵      type: 0,↵      title: ""Magia等级"",↵      text: ""⟦Magia Lv升到5后,Magia槽上限@将解放到200⟧""↵    },↵    {↵      type: 0,↵      title: ""Charge 连击"",↵      text: ""达成 Charge Combo 后 Cha"	true
LOW-MT-00566	全局原文映射	i18n/frontend-strings.tsv	27898cd51b166f35f6eeca83	762	個</span>不足しているため<br>回復できません。	个</span>,<br>无法回复。		js/event/EventArenaRankMatch/parts/AttackCount.js	js/event/EventArenaRankMatch/parts/AttackCount.js	1	exact-current-runtime-literal	"js/event/EventArenaRankMatch/parts/AttackCount.js:69:128 anNotUse"", l = ""确定"", d = null, e = '魔法石<span class=""c_pink"">' + Math.abs(h.totalMoney) + ""⟦个</span>,<br>无法回复。⟧"");↵    var f = new c.PopupClass(↵    {↵      title: ""对战次数回复"",↵      content: k.template(n"	true
LOW-MT-00569	全局原文映射	i18n/frontend-strings.tsv	2805cc8f835505697e89a0bc	1521	この登録は1度のみで次回は不要です。	该登记仅需一次,以后无需重复。		template/purchase/PurchaseTemps.html	template/purchase/PurchaseTemps.html	1	exact-current-runtime-literal	"template/purchase/PurchaseTemps.html:5:2 <% }else{ %>DMM点数<% } %>。<% if(platform == ""DMM""){ %><br><% } %>↵	未成年人请先征得监护人同意。<br><br>↵	⟦该登记仅需一次,以后无需重复。⟧<br>↵	此外,登记的信息不会用于年龄确认以外的用途。↵	<span class=""btn b_pink se_decide TE"" se_decide id=""birthChe"	true
LOW-MT-00570	全局原文映射	i18n/frontend-strings.tsv	282e644d3b3ec255ad118295	790	臭った諦め	嗅出的绝望		js/event/EventWitch/parts/TopBattleInfo.js	js/event/EventWitch/parts/TopBattleInfo.js	1	exact-current-runtime-literal	"js/event/EventWitch/parts/TopBattleInfo.js:3:185 xt=""目睹的悲叹"":""hearing""==a.pointType?a.battleText=""耳闻的惊愕"":""smell""==a.pointType?a.battleText=""⟦嗅出的绝望⟧"":""taste""==a.pointType?a.battleText=""品尝的痛苦"":""touch""==a.pointType&&(a.battleText=""触碰的悲伤"")},"	true
LOW-MT-00574	全局原文映射	i18n/frontend-strings.tsv	2913891091323333a7208306	1392	ステージクリア報酬一覧	关卡点通关报酬一览		template/event/arenaMission/EventArenaMissionTop.html	template/event/arenaMission/EventArenaMissionTop.html	1	exact-current-runtime-literal	"template/event/arenaMission/EventArenaMissionTop.html:26:24 =""text/template"" id=""ClearRewardPopTemp""> <div class='popupInner'>↵	<p class=""popupTitle"">⟦关卡点通关报酬一览⟧</p>↵	<span class=""closeDefault se_cancel popupCloseBtn TE""></span>↵	<div id=""stageClearRe"	true
LOW-MT-00581	全局原文映射	i18n/frontend-strings.tsv	2a9efb9be359aae2c83772fd	488	」を装備します。\x3c/br\x3e	」。\x3c/br\x3e		js/memoria/MemoriaSetEquip.js		0	maintenance-only-current-literal-absent	声明路径存在，但当前运行时已不使用这条现译；仅保留未来重建所需的维护层决定。	false
LOW-MT-00583	全局原文映射	i18n/frontend-strings.tsv	2ac8b669fa7397f677ac0091	1417	援護ボーナス！	援护加成!		template/event/raid/EventRaidTop.html	template/event/raid/EventRaidTop.html	1	exact-current-runtime-literal	"template/event/raid/EventRaidTop.html:131:45 			<%=""<% if(model.type == 'RELIEF') { %\>""%>↵			<div class=""reliefBonus bgBonus c_white"">⟦援护加成!⟧</div>↵			<%=""<% } %\>""%>↵↵			<%=""<% if(model.combo > 0) { %\>""%>↵			<div class=""combo bgB"	true
LOW-MT-00601	全局原文映射	i18n/frontend-strings.tsv	2d36c00c19442648fc85e317	512	不足しています。	。		"template/campaign/box_gacha/CampaignBoxGachaTop.html
template/gacha/GachaTop.html"	"template/campaign/box_gacha/CampaignBoxGachaTop.html
template/gacha/GachaTop.html"	5	maintenance-only-count-or-path-drift	"template/campaign/box_gacha/CampaignBoxGachaTop.html:194:9 it %\>'%>↵	</span>，将进行↵	<span class='c_pink'>↵		<%='<%= model.displayTitle %\>'%>↵	</span>⟦。⟧<br>↵	确定吗？↵	<img class='useItemIcon item' src=""/magica/resource/image_web/common/icon/camp
template/campaign/box_gacha/CampaignBoxGachaTop.html:212:9 t %\>'%>↵	</span>，将抽取↵	<span class='c_pink'>↵		<%='<%= model.gachaCount %\>'%>次扭蛋↵	</span>⟦。⟧<br>↵	确定吗？↵	<img class='useItemIcon item' src=""/magica/resource/image_web/common/icon/camp
template/campaign/box_gacha/CampaignBoxGachaTop.html:222:162 pan class='c_pink'><%='<%= needItemNum %\>'%><%='<%= gachaModel.useItem.unit %\>'%></span>⟦。⟧↵↵	<img class='useItemIcon item' src=""/magica/resource/image_web/common/icon/campaign/icon"	false
LOW-MT-00620	全局原文映射	i18n/frontend-strings.tsv	310e63d6cf6464a89c461af0	1177	全ての魔法少女のHPを回復しました	已全部魔法少女的HP回复		js/regularEvent/accomplish/view/RegularEventAccomplishRecoverView.js	js/regularEvent/accomplish/view/RegularEventAccomplishRecoverView.js	1	exact-current-runtime-literal	"js/regularEvent/accomplish/view/RegularEventAccomplishRecoverView.js:5:48 is.recoverCallback(),this.recoverCallback=↵null);new b.PopupClass({title:""HP 回复"",content:""⟦已全部魔法少女的HP回复⟧"",closeBtnText:""确定"",popupType:""typeC"",popupId:""recoverOkPopup""},null,null,null);b.androidK"	true
LOW-MT-00622	全局原文映射	i18n/frontend-strings.tsv	313dad4acc9fce4f8d64c394	734	ランキングバトルのプレイ期間外のため\x3cbr\x3eプレイ結果は反映されません。\x3cbr\x3eトップページに戻ります。	不在排位战的可玩期间内,\x3cbr\x3e对战结果不会被记录。\x3cbr\x3e返回首页。		js/event/arenaranking/view/EventArenaResultView.js	js/event/arenaranking/view/EventArenaResultView.js	1	exact-current-runtime-literal	"js/event/arenaranking/view/EventArenaResultView.js:5:190 esponseSetStorage(this.model),a.androidKeyStop=!0,new a.PopupClass({title:""镜界排名"",content:""⟦不在排位战的可玩期间内,\x3cbr\x3e对战结果不会被记录。\x3cbr\x3e返回首页。⟧"",closeBtnText:""确定""},null,null,function(){e.endArena();e.nativeReload(""#/TopPage"")}))},bat"	true
LOW-MT-00631	全局原文映射	i18n/frontend-strings.tsv	32fc4a921bd9fa2b378d1850	700	鏡の魔女の腕を\x3cspan class\x3d'attention'\x3e全て制圧すると挑戦\x3c/span\x3eできます。	\x3cspan class\x3d'attention'\x3e压制镜之魔女的全部手臂后即可挑战\x3c/span\x3e。		js/quest/secondPartLast/parts/StagePartsView.js	js/quest/secondPartLast/parts/StagePartsView.js	1	exact-current-runtime-literal	"js/quest/secondPartLast/parts/StagePartsView.js:15:437 el,location.href=""#/SecondPartLastBattleConfirm""):new a.PopupClass({title:""镜之魔女"",content:""⟦\x3cspan class\x3d'attention'\x3e压制镜之魔女的全部手臂后即可挑战\x3c/span\x3e。⟧"",↵closeBtnText:""关闭"",popupType:""typeC""},null)}},detailBtnTap:function(b){b.preventDefault("	true
LOW-MT-00638	全局原文映射	i18n/frontend-strings.tsv	34396445df52542bc8d2c87c	839	に更新されます。	更新。		js/event/accomplish/EventAccomplishRecovery.js	js/event/accomplish/EventAccomplishRecovery.js	1	exact-current-runtime-literal	"js/event/accomplish/EventAccomplishRecovery.js:134:51 ↵          {↵            title: ""回复确认"",↵            content: ""今日回复次数已达上限。<br>回复次数"" + b + ""⟦更新。⟧"",↵            closeBtnText: ""关闭""↵          });↵          else if (this.el.classList.conta"	true
LOW-MT-00666	全局原文映射	i18n/frontend-strings.tsv	374d03562c4707a705b7b793	704	個\x3c/span\x3e消費して\x3cbr\x3eストーリーを再生しますか？	个\x3c/span\x3e来\x3cbr\x3e回放剧情吗?		js/quest/scene0/Utility.js	js/quest/scene0/Utility.js	1	exact-current-runtime-literal	"js/quest/scene0/Utility.js:6:493 :'\x3cspan class\x3d""c_pink""\x3e'+b.name+'\x3c/span\x3e\x3cspan class\x3d""c_pink""\x3e'+c+""⟦个\x3c/span\x3e来\x3cbr\x3e回放剧情吗?⟧"",↵exClass:""scene0StoryPopup"",closeBtnText:""关闭"",decideBtnText:""播放"",decideBtnEvent:function"	true
