record_id	component	scope	file	stable_key_or_line	field	original_text	current_cn	suggested_cn	product_or_reference_location	source_tier	source_bucket	evidence_path_or_key	machine_translated	confidence	review_status	japanese_or_source_original	missing_original_reason	provenance_class	source_stage	source_batch	source_author	is_machine_translation	runtime_consumed	highest_authority_tier	highest_authority_match	authority_status	risk	issue_type	manual_review_status	evidence	notes
MT-00014	engine_runtime_i18n_unverified	native_engine_i18n	madomagi/engine_i18n.tsv	100	zhCN	毎ターンダメージ	每回合伤害	needs-review/root-translation-required	madomagi/engine_i18n.tsv#100/zhCN	unknown	unknown	madomagi/engine_i18n.tsv:100	unknown	low	needs-human-review	毎ターンダメージ		preexisting_engine_table_unknown	engine_i18n	preexisting-engine-table	individual author not recorded	unknown	true; legacy client reads <files>/madomagi/engine_i18n.tsv	unknown		requires_official_wiki_or_manual_check	medium	engine_translation_unknown_provenance	needs-human-review	madomagi/engine_i18n.tsv:100	与 scenario 剧情无关；随 JS 包分发；逐行作者/来源未记录
MT-00015	engine_runtime_i18n_unverified	native_engine_i18n	madomagi/engine_i18n.tsv	101	zhCN	やけど	烧伤	needs-review/root-translation-required	madomagi/engine_i18n.tsv#101/zhCN	unknown	unknown	madomagi/engine_i18n.tsv:101	unknown	low	needs-human-review	やけど		preexisting_engine_table_unknown	engine_i18n	preexisting-engine-table	individual author not recorded	unknown	true; legacy client reads <files>/madomagi/engine_i18n.tsv	unknown		requires_official_wiki_or_manual_check	medium	engine_translation_unknown_provenance	needs-human-review	madomagi/engine_i18n.tsv:101	与 scenario 剧情无关；随 JS 包分发；逐行作者/来源未记录
MT-00016	engine_runtime_i18n_unverified	native_engine_i18n	madomagi/engine_i18n.tsv	102	zhCN	毎ターンダメージ＋弱点属性からのダメージが上昇	每回合伤害＋受到弱点属性伤害提升	needs-review/root-translation-required	madomagi/engine_i18n.tsv#102/zhCN	unknown	unknown	madomagi/engine_i18n.tsv:102	unknown	low	needs-human-review	毎ターンダメージ＋弱点属性からのダメージが上昇		preexisting_engine_table_unknown	engine_i18n	preexisting-engine-table	individual author not recorded	unknown	true; legacy client reads <files>/madomagi/engine_i18n.tsv	unknown		requires_official_wiki_or_manual_check	medium	engine_translation_unknown_provenance	needs-human-review	madomagi/engine_i18n.tsv:102	与 scenario 剧情无关；随 JS 包分发；逐行作者/来源未记录
MT-00017	engine_runtime_i18n_unverified	native_engine_i18n	madomagi/engine_i18n.tsv	103	zhCN	呪い	诅咒	needs-review/root-translation-required	madomagi/engine_i18n.tsv#103/zhCN	unknown	unknown	madomagi/engine_i18n.tsv:103	unknown	low	needs-human-review	呪い		preexisting_engine_table_unknown	engine_i18n	preexisting-engine-table	individual author not recorded	unknown	true; legacy client reads <files>/madomagi/engine_i18n.tsv	unknown		requires_official_wiki_or_manual_check	medium	engine_translation_unknown_provenance	needs-human-review	madomagi/engine_i18n.tsv:103	与 scenario 剧情无关；随 JS 包分发；逐行作者/来源未记录
MT-00018	engine_runtime_i18n_unverified	native_engine_i18n	madomagi/engine_i18n.tsv	104	zhCN	毎ターンダメージ＋弱点からのダメージが上昇＋HP回復不能	每回合伤害＋受到弱点伤害提升＋HP无法回复	needs-review/root-translation-required	madomagi/engine_i18n.tsv#104/zhCN	unknown	unknown	madomagi/engine_i18n.tsv:104	unknown	low	needs-human-review	毎ターンダメージ＋弱点からのダメージが上昇＋HP回復不能		preexisting_engine_table_unknown	engine_i18n	preexisting-engine-table	individual author not recorded	unknown	true; legacy client reads <files>/madomagi/engine_i18n.tsv	unknown		requires_official_wiki_or_manual_check	medium	engine_translation_unknown_provenance	needs-human-review	madomagi/engine_i18n.tsv:104	与 scenario 剧情无关；随 JS 包分发；逐行作者/来源未记录
MT-00019	engine_runtime_i18n_unverified	native_engine_i18n	madomagi/engine_i18n.tsv	105	zhCN	確率で攻撃が失敗	概率攻击失败	needs-review/root-translation-required	madomagi/engine_i18n.tsv#105/zhCN	unknown	unknown	madomagi/engine_i18n.tsv:105	unknown	low	needs-human-review	確率で攻撃が失敗		preexisting_engine_table_unknown	engine_i18n	preexisting-engine-table	individual author not recorded	unknown	true; legacy client reads <files>/madomagi/engine_i18n.tsv	unknown		requires_official_wiki_or_manual_check	medium	engine_translation_unknown_provenance	needs-human-review	madomagi/engine_i18n.tsv:105	与 scenario 剧情无关；随 JS 包分发；逐行作者/来源未记录
MT-00020	engine_runtime_i18n_unverified	native_engine_i18n	madomagi/engine_i18n.tsv	106	zhCN	確率で攻撃が失敗＋弱点属性からのダメージが上昇	概率攻击失败＋受到弱点属性伤害提升	needs-review/root-translation-required	madomagi/engine_i18n.tsv#106/zhCN	unknown	unknown	madomagi/engine_i18n.tsv:106	unknown	low	needs-human-review	確率で攻撃が失敗＋弱点属性からのダメージが上昇		preexisting_engine_table_unknown	engine_i18n	preexisting-engine-table	individual author not recorded	unknown	true; legacy client reads <files>/madomagi/engine_i18n.tsv	unknown		requires_official_wiki_or_manual_check	medium	engine_translation_unknown_provenance	needs-human-review	madomagi/engine_i18n.tsv:106	与 scenario 剧情无关；随 JS 包分发；逐行作者/来源未记录
MT-00021	engine_runtime_i18n_unverified	native_engine_i18n	madomagi/engine_i18n.tsv	107	zhCN	確率で攻撃が失敗＋弱点属性からのダメージが上昇＋HP回復不能	概率攻击失败＋受到弱点属性伤害提升＋HP无法回复	needs-review/root-translation-required	madomagi/engine_i18n.tsv#107/zhCN	unknown	unknown	madomagi/engine_i18n.tsv:107	unknown	low	needs-human-review	確率で攻撃が失敗＋弱点属性からのダメージが上昇＋HP回復不能		preexisting_engine_table_unknown	engine_i18n	preexisting-engine-table	individual author not recorded	unknown	true; legacy client reads <files>/madomagi/engine_i18n.tsv	unknown		requires_official_wiki_or_manual_check	medium	engine_translation_unknown_provenance	needs-human-review	madomagi/engine_i18n.tsv:107	与 scenario 剧情无关；随 JS 包分发；逐行作者/来源未记录
MT-00022	engine_runtime_i18n_unverified	native_engine_i18n	madomagi/engine_i18n.tsv	108	zhCN	スキル不可	技能封印	needs-review/root-translation-required	madomagi/engine_i18n.tsv#108/zhCN	unknown	unknown	madomagi/engine_i18n.tsv:108	unknown	low	needs-human-review	スキル不可		preexisting_engine_table_unknown	engine_i18n	preexisting-engine-table	individual author not recorded	unknown	true; legacy client reads <files>/madomagi/engine_i18n.tsv	unknown		requires_official_wiki_or_manual_check	medium	engine_translation_unknown_provenance	needs-human-review	madomagi/engine_i18n.tsv:108	与 scenario 剧情无关；随 JS 包分发；逐行作者/来源未记录
MT-00023	engine_runtime_i18n_unverified	native_engine_i18n	madomagi/engine_i18n.tsv	109	zhCN	スキルが使用不能	无法使用技能	needs-review/root-translation-required	madomagi/engine_i18n.tsv#109/zhCN	unknown	unknown	madomagi/engine_i18n.tsv:109	unknown	low	needs-human-review	スキルが使用不能		preexisting_engine_table_unknown	engine_i18n	preexisting-engine-table	individual author not recorded	unknown	true; legacy client reads <files>/madomagi/engine_i18n.tsv	unknown		requires_official_wiki_or_manual_check	medium	engine_translation_unknown_provenance	needs-human-review	madomagi/engine_i18n.tsv:109	与 scenario 剧情无关；随 JS 包分发；逐行作者/来源未记录
MT-00024	engine_runtime_i18n_unverified	native_engine_i18n	madomagi/engine_i18n.tsv	11	zhCN	データダウンロード	数据下载	needs-review/root-translation-required	madomagi/engine_i18n.tsv#11/zhCN	unknown	unknown	madomagi/engine_i18n.tsv:11	unknown	low	needs-human-review	データダウンロード		preexisting_engine_table_unknown	engine_i18n	preexisting-engine-table	individual author not recorded	unknown	true; legacy client reads <files>/madomagi/engine_i18n.tsv	unknown		requires_official_wiki_or_manual_check	medium	engine_translation_unknown_provenance	needs-human-review	madomagi/engine_i18n.tsv:11	与 scenario 剧情无关；随 JS 包分发；逐行作者/来源未记录
MT-00025	engine_runtime_i18n_unverified	native_engine_i18n	madomagi/engine_i18n.tsv	110	zhCN	マギア不可	Magia封印	needs-review/root-translation-required	madomagi/engine_i18n.tsv#110/zhCN	unknown	unknown	madomagi/engine_i18n.tsv:110	unknown	low	needs-human-review	マギア不可		preexisting_engine_table_unknown	engine_i18n	preexisting-engine-table	individual author not recorded	unknown	true; legacy client reads <files>/madomagi/engine_i18n.tsv	unknown		requires_official_wiki_or_manual_check	medium	engine_translation_unknown_provenance	needs-human-review	madomagi/engine_i18n.tsv:110	与 scenario 剧情无关；随 JS 包分发；逐行作者/来源未记录
MT-00026	engine_runtime_i18n_unverified	native_engine_i18n	madomagi/engine_i18n.tsv	111	zhCN	マギアが使用不能	无法使用Magia	needs-review/root-translation-required	madomagi/engine_i18n.tsv#111/zhCN	unknown	unknown	madomagi/engine_i18n.tsv:111	unknown	low	needs-human-review	マギアが使用不能		preexisting_engine_table_unknown	engine_i18n	preexisting-engine-table	individual author not recorded	unknown	true; legacy client reads <files>/madomagi/engine_i18n.tsv	unknown		requires_official_wiki_or_manual_check	medium	engine_translation_unknown_provenance	needs-human-review	madomagi/engine_i18n.tsv:111	与 scenario 剧情无关；随 JS 包分发；逐行作者/来源未记录
MT-00027	engine_runtime_i18n_unverified	native_engine_i18n	madomagi/engine_i18n.tsv	112	zhCN	クリティカル	暴击	needs-review/root-translation-required	madomagi/engine_i18n.tsv#112/zhCN	unknown	unknown	madomagi/engine_i18n.tsv:112	unknown	low	needs-human-review	クリティカル		preexisting_engine_table_unknown	engine_i18n	preexisting-engine-table	individual author not recorded	unknown	true; legacy client reads <files>/madomagi/engine_i18n.tsv	unknown		requires_official_wiki_or_manual_check	medium	engine_translation_unknown_provenance	needs-human-review	madomagi/engine_i18n.tsv:112	与 scenario 剧情无关；随 JS 包分发；逐行作者/来源未记录
MT-00028	engine_runtime_i18n_unverified	native_engine_i18n	madomagi/engine_i18n.tsv	113	zhCN	確率で与えるダメージが大きく上昇	概率使造成伤害大幅提升	needs-review/root-translation-required	madomagi/engine_i18n.tsv#113/zhCN	unknown	unknown	madomagi/engine_i18n.tsv:113	unknown	low	needs-human-review	確率で与えるダメージが大きく上昇		preexisting_engine_table_unknown	engine_i18n	preexisting-engine-table	individual author not recorded	unknown	true; legacy client reads <files>/madomagi/engine_i18n.tsv	unknown		requires_official_wiki_or_manual_check	medium	engine_translation_unknown_provenance	needs-human-review	madomagi/engine_i18n.tsv:113	与 scenario 剧情无关；随 JS 包分发；逐行作者/来源未记录
MT-00029	engine_runtime_i18n_unverified	native_engine_i18n	madomagi/engine_i18n.tsv	114	zhCN	受けるダメージが減少	受到伤害减少	needs-review/root-translation-required	madomagi/engine_i18n.tsv#114/zhCN	unknown	unknown	madomagi/engine_i18n.tsv:114	unknown	low	needs-human-review	受けるダメージが減少		preexisting_engine_table_unknown	engine_i18n	preexisting-engine-table	individual author not recorded	unknown	true; legacy client reads <files>/madomagi/engine_i18n.tsv	unknown		requires_official_wiki_or_manual_check	medium	engine_translation_unknown_provenance	needs-human-review	madomagi/engine_i18n.tsv:114	与 scenario 剧情无关；随 JS 包分发；逐行作者/来源未记录
MT-00030	engine_runtime_i18n_unverified	native_engine_i18n	madomagi/engine_i18n.tsv	115	zhCN	確率で攻撃を回避	概率回避攻击	needs-review/root-translation-required	madomagi/engine_i18n.tsv#115/zhCN	unknown	unknown	madomagi/engine_i18n.tsv:115	unknown	low	needs-human-review	確率で攻撃を回避		preexisting_engine_table_unknown	engine_i18n	preexisting-engine-table	individual author not recorded	unknown	true; legacy client reads <files>/madomagi/engine_i18n.tsv	unknown		requires_official_wiki_or_manual_check	medium	engine_translation_unknown_provenance	needs-human-review	madomagi/engine_i18n.tsv:115	与 scenario 剧情无关；随 JS 包分发；逐行作者/来源未记录
MT-00031	engine_runtime_i18n_unverified	native_engine_i18n	madomagi/engine_i18n.tsv	116	zhCN	攻撃対象の回避を無効化	使攻击目标的回避无效化	needs-review/root-translation-required	madomagi/engine_i18n.tsv#116/zhCN	unknown	unknown	madomagi/engine_i18n.tsv:116	unknown	low	needs-human-review	攻撃対象の回避を無効化		preexisting_engine_table_unknown	engine_i18n	preexisting-engine-table	individual author not recorded	unknown	true; legacy client reads <files>/madomagi/engine_i18n.tsv	unknown		requires_official_wiki_or_manual_check	medium	engine_translation_unknown_provenance	needs-human-review	madomagi/engine_i18n.tsv:116	与 scenario 剧情无关；随 JS 包分发；逐行作者/来源未记录
MT-00032	engine_runtime_i18n_unverified	native_engine_i18n	madomagi/engine_i18n.tsv	117	zhCN	毎ターンHP回復	每回合回复HP	needs-review/root-translation-required	madomagi/engine_i18n.tsv#117/zhCN	unknown	unknown	madomagi/engine_i18n.tsv:117	unknown	low	needs-human-review	毎ターンHP回復		preexisting_engine_table_unknown	engine_i18n	preexisting-engine-table	individual author not recorded	unknown	true; legacy client reads <files>/madomagi/engine_i18n.tsv	unknown		requires_official_wiki_or_manual_check	medium	engine_translation_unknown_provenance	needs-human-review	madomagi/engine_i18n.tsv:117	与 scenario 剧情无关；随 JS 包分发；逐行作者/来源未记录
MT-00033	engine_runtime_i18n_unverified	native_engine_i18n	madomagi/engine_i18n.tsv	118	zhCN	スキルクイック	技能冷却加速	needs-review/root-translation-required	madomagi/engine_i18n.tsv#118/zhCN	unknown	unknown	madomagi/engine_i18n.tsv:118	unknown	low	needs-human-review	スキルクイック		preexisting_engine_table_unknown	engine_i18n	preexisting-engine-table	individual author not recorded	unknown	true; legacy client reads <files>/madomagi/engine_i18n.tsv	unknown		requires_official_wiki_or_manual_check	medium	engine_translation_unknown_provenance	needs-human-review	madomagi/engine_i18n.tsv:118	与 scenario 剧情无关；随 JS 包分发；逐行作者/来源未记录
MT-00034	engine_runtime_i18n_unverified	native_engine_i18n	madomagi/engine_i18n.tsv	119	zhCN	スキルの発動待ちターンが減少	技能发动等待回合减少	needs-review/root-translation-required	madomagi/engine_i18n.tsv#119/zhCN	unknown	unknown	madomagi/engine_i18n.tsv:119	unknown	low	needs-human-review	スキルの発動待ちターンが減少		preexisting_engine_table_unknown	engine_i18n	preexisting-engine-table	individual author not recorded	unknown	true; legacy client reads <files>/madomagi/engine_i18n.tsv	unknown		requires_official_wiki_or_manual_check	medium	engine_translation_unknown_provenance	needs-human-review	madomagi/engine_i18n.tsv:119	与 scenario 剧情无关；随 JS 包分发；逐行作者/来源未记录
MT-00035	engine_runtime_i18n_unverified	native_engine_i18n	madomagi/engine_i18n.tsv	12	zhCN	魔法少女の画像や音声、ムービー等、ゲームに必要なデータをダウンロードします。	将下载魔法少女的图片、语音、影片等游戏所需数据。	needs-review/root-translation-required	madomagi/engine_i18n.tsv#12/zhCN	unknown	unknown	madomagi/engine_i18n.tsv:12	unknown	low	needs-human-review	魔法少女の画像や音声、ムービー等、ゲームに必要なデータをダウンロードします。		preexisting_engine_table_unknown	engine_i18n	preexisting-engine-table	individual author not recorded	unknown	true; legacy client reads <files>/madomagi/engine_i18n.tsv	unknown		requires_official_wiki_or_manual_check	medium	engine_translation_unknown_provenance	needs-human-review	madomagi/engine_i18n.tsv:12	与 scenario 剧情无关；随 JS 包分发；逐行作者/来源未记录
MT-00036	engine_runtime_i18n_unverified	native_engine_i18n	madomagi/engine_i18n.tsv	120	zhCN	確率で攻撃対象の防御力を無視して攻撃	概率无视攻击目标的防御力进行攻击	needs-review/root-translation-required	madomagi/engine_i18n.tsv#120/zhCN	unknown	unknown	madomagi/engine_i18n.tsv:120	unknown	low	needs-human-review	確率で攻撃対象の防御力を無視して攻撃		preexisting_engine_table_unknown	engine_i18n	preexisting-engine-table	individual author not recorded	unknown	true; legacy client reads <files>/madomagi/engine_i18n.tsv	unknown		requires_official_wiki_or_manual_check	medium	engine_translation_unknown_provenance	needs-human-review	madomagi/engine_i18n.tsv:120	与 scenario 剧情无关；随 JS 包分发；逐行作者/来源未记录
MT-00037	engine_runtime_i18n_unverified	native_engine_i18n	madomagi/engine_i18n.tsv	121	zhCN	カウンター	反击	needs-review/root-translation-required	madomagi/engine_i18n.tsv#121/zhCN	unknown	unknown	madomagi/engine_i18n.tsv:121	unknown	low	needs-human-review	カウンター		preexisting_engine_table_unknown	engine_i18n	preexisting-engine-table	individual author not recorded	unknown	true; legacy client reads <files>/madomagi/engine_i18n.tsv	unknown		requires_official_wiki_or_manual_check	medium	engine_translation_unknown_provenance	needs-human-review	madomagi/engine_i18n.tsv:121	与 scenario 剧情无关；随 JS 包分发；逐行作者/来源未记录
MT-00038	engine_runtime_i18n_unverified	native_engine_i18n	madomagi/engine_i18n.tsv	122	zhCN	確率で敵の攻撃後に反撃	概率在敌方攻击后反击	needs-review/root-translation-required	madomagi/engine_i18n.tsv#122/zhCN	unknown	unknown	madomagi/engine_i18n.tsv:122	unknown	low	needs-human-review	確率で敵の攻撃後に反撃		preexisting_engine_table_unknown	engine_i18n	preexisting-engine-table	individual author not recorded	unknown	true; legacy client reads <files>/madomagi/engine_i18n.tsv	unknown		requires_official_wiki_or_manual_check	medium	engine_translation_unknown_provenance	needs-human-review	madomagi/engine_i18n.tsv:122	与 scenario 剧情无关；随 JS 包分发；逐行作者/来源未记录
