dictionary	pointer	original_text	final_cn	action	source_tier	source_path	risk
charaMessageList.json	/9120/message	好評配信中	好评发布中	replaced	2_wiki_component	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\wiki_authority\wiki-data\data\archive\articles.jsonl.gz#jsonl:2700:/wikitext/台词77;jsonl:2709:/wikitext/台词77;jsonl:2730:/wikitext/台词77	medium
emotionSkillMap.json	/2203113/name	永遠的刻	永远之刻	replaced	3_manual_translation	人工语义翻译；指定 dump/Wiki 未提供中文定名	high
itemList.json	/161/name	水鉄砲	水枪	replaced	2_wiki_explicit_pair	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\wiki_authority\wiki-data\data\memoria.json#/にぎやかな潮騒/effect_ja;/にぎやかな潮騒/effect	medium
itemList.json	/164/name	水鉄砲	水枪	replaced	2_wiki_explicit_pair	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\wiki_authority\wiki-data\data\memoria.json#/にぎやかな潮騒/effect_ja;/にぎやかな潮騒/effect	medium
itemList.json	/322/shortDescription	「情人节交換券」的兑换道具	在「情人节兑换券」中用于兑换的道具	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/EVENT_DAILYTOWER_1086_EXCHANGE_2/description	medium
itemList.json	/359/shortDescription	「情人节交換券」的兑换道具	在「情人节兑换券」中用于兑换的道具	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/EVENT_DAILYTOWER_1086_EXCHANGE_2/description	medium
itemList.json	/359/description	「情人节交換券」的兑换道具	在「情人节兑换券」中用于兑换的道具	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/EVENT_DAILYTOWER_1086_EXCHANGE_2/description	medium
itemList.json	/362/shortDescription	「情人节交換券」的兑换道具	在「情人节兑换券」中用于兑换的道具	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/EVENT_DAILYTOWER_1086_EXCHANGE_2/description	medium
itemList.json	/362/description	「情人节交換券」的兑换道具	在「情人节兑换券」中用于兑换的道具	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/EVENT_DAILYTOWER_1086_EXCHANGE_2/description	medium
itemList.json	/373/shortDescription	霧峰村、神滨市	雾峰村、神滨市	replaced	2_wiki_component	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\wiki_authority\wiki-data\data\story.json#/主线剧情-第2部第1章-2话/lines/723/text	high
itemList.json	/374/shortDescription	霧峰村、神滨市	雾峰村、神滨市	replaced	2_wiki_component	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\wiki_authority\wiki-data\data\story.json#/主线剧情-第2部第1章-2话/lines/723/text	high
itemList.json	/375/shortDescription	霧峰村、神滨市	雾峰村、神滨市	replaced	2_wiki_component	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\wiki_authority\wiki-data\data\story.json#/主线剧情-第2部第1章-2话/lines/723/text	high
itemList.json	/376/parameter	114,宮尾时雨	114,宫尾时雨	replaced	1_official_cn_dump_component	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/cardList.json/10294/cardName	high
itemList.json	/389/shortDescription	水場	戏水处	replaced	1_official_cn_dump_component	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/EVENT_DAILYTOWER_1056_STICKER_110100/shortDescription;/itemList.json/EVENT_DAILYTOWER_1056_STICKER_230000/shortDescription	medium
itemList.json	/391/shortDescription	水場	戏水处	replaced	1_official_cn_dump_component	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/EVENT_DAILYTOWER_1056_STICKER_110100/shortDescription;/itemList.json/EVENT_DAILYTOWER_1056_STICKER_230000/shortDescription	medium
itemList.json	/402/name	恵萌花	惠萌花	replaced	1_official_cn_dump_exact	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/cardList.json/30343/cardName	high
itemList.json	/402/parameter	139,恵萌花	139,惠萌花	replaced	1_official_cn_dump_component	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/cardList.json/30343/cardName	high
itemList.json	/413/name	飾利潤	饰利润	replaced	2_wiki_explicit_pair	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\wiki_authority\wiki-data\data\characters.json#/饰利润/nameJa;/饰利润/nameZh	high
itemList.json	/413/parameter	136,飾利潤	136,饰利润	replaced	2_wiki_component	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\wiki_authority\wiki-data\data\characters.json#/饰利润/nameJa;/饰利润/nameZh	high
itemList.json	/417/name	南津涼子	南津凉子	replaced	1_official_cn_dump_exact	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/cardList.json/30584/cardName	high
itemList.json	/417/parameter	128,南津涼子	128,南津凉子	replaced	1_official_cn_dump_component	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/cardList.json/30584/cardName	high
itemList.json	/447/shortDescription	「时女拾遺物語」的兑换道具	「时女拾遗物语」的兑换道具	replaced	2_wiki_component	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\wiki_authority\wiki-data\data\pages_index.json#/590/title	high
itemList.json	/447/description	「时女拾遺物語」的兑换道具	「时女拾遗物语」的兑换道具	replaced	2_wiki_component	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\wiki_authority\wiki-data\data\pages_index.json#/590/title	high
itemList.json	/448/shortDescription	「时女拾遺物語」的兑换道具	「时女拾遗物语」的兑换道具	replaced	2_wiki_component	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\wiki_authority\wiki-data\data\pages_index.json#/590/title	high
itemList.json	/448/description	「时女拾遺物語」的兑换道具	「时女拾遗物语」的兑换道具	replaced	2_wiki_component	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\wiki_authority\wiki-data\data\pages_index.json#/590/title	high
itemList.json	/464/shortDescription	霧峰村	雾峰村	replaced	2_wiki_component	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\wiki_authority\wiki-data\data\story.json#/主线剧情-第2部第1章-2话/lines/723/text	high
itemList.json	/531/shortDescription	水場	戏水处	replaced	1_official_cn_dump_component	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/EVENT_DAILYTOWER_1056_STICKER_110100/shortDescription;/itemList.json/EVENT_DAILYTOWER_1056_STICKER_230000/shortDescription	medium
itemList.json	/541/shortDescription	水場	戏水处	replaced	1_official_cn_dump_component	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/EVENT_DAILYTOWER_1056_STICKER_110100/shortDescription;/itemList.json/EVENT_DAILYTOWER_1056_STICKER_230000/shortDescription	medium
itemList.json	/575/shortDescription	「神滨时空運動会」的兑换道具	「神滨时空运动会」的兑换道具	replaced	2_wiki_component	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\wiki_authority\wiki-data\data\pages_index.json#/796/title;/6678/headings/27/text	high
itemList.json	/575/description	「神滨时空運動会」的兑换道具	「神滨时空运动会」的兑换道具	replaced	2_wiki_component	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\wiki_authority\wiki-data\data\pages_index.json#/796/title;/6678/headings/27/text	high
itemList.json	/576/shortDescription	11世紀北欧	11世纪北欧	replaced	2_wiki_component	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\wiki_authority\wiki-data\data\memoria.json#/究極vs至高/desc_ja;/究極vs至高/desc_zh	low
itemList.json	/577/shortDescription	11世紀北欧	11世纪北欧	replaced	2_wiki_component	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\wiki_authority\wiki-data\data\memoria.json#/究極vs至高/desc_ja;/究極vs至高/desc_zh	low
itemList.json	/579/shortDescription	3世紀日本 邪馬台国	3世纪日本 邪马台国	replaced	2_wiki_component	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\wiki_authority\wiki-data\data\memoria.json;C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\wiki_authority\wiki-data\data\pages_index.json#/究極vs至高/desc_ja;/究極vs至高/desc_zh;/96/title	medium
itemList.json	/607/shortDescription	可兑换専用在商店泳装衣装的券	可在商店兑换泳装服装的专用券	replaced	3_manual_verified	人工逐项字形、语义与同族字段核对	medium
itemList.json	/607/description	可兑换専用在商店泳装衣装的券	可在商店兑换泳装服装的专用券	replaced	3_manual_verified	人工逐项字形、语义与同族字段核对	medium
itemList.json	/766/shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	high
itemList.json	/767/shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	high
itemList.json	/768/shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	high
itemList.json	/769/shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	high
itemList.json	/770/shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	high
itemList.json	/771/shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	high
itemList.json	/772/shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	high
itemList.json	/773/shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	high
itemList.json	/774/shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	high
itemList.json	/775/shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	high
itemList.json	/776/shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	high
itemList.json	/777/shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	high
itemList.json	/778/shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	high
itemList.json	/779/shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	high
itemList.json	/780/shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	high
itemList.json	/781/name	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	high
itemList.json	/781/shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	high
itemList.json	/782/name	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	high
itemList.json	/782/shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	high
itemList.json	/783/name	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	high
itemList.json	/783/shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	high
itemList.json	/784/name	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	high
itemList.json	/784/shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	high
itemList.json	/785/name	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	high
itemList.json	/785/shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	high
itemList.json	/786/name	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	high
itemList.json	/786/shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	high
itemList.json	/787/name	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	high
itemList.json	/787/shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	high
itemList.json	/788/name	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	high
itemList.json	/788/shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	high
itemList.json	/789/name	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	high
itemList.json	/789/shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	high
itemList.json	/790/shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	high
itemList.json	/791/shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	high
itemList.json	/792/name	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	high
itemList.json	/792/shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	high
itemList.json	/793/name	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	high
itemList.json	/793/shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	high
itemList.json	/794/name	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	high
itemList.json	/794/shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	high
itemList.json	/795/name	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	high
itemList.json	/795/shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	high
itemList.json	/796/name	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	high
itemList.json	/796/shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	high
itemList.json	/797/name	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	high
itemList.json	/797/shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	high
itemList.json	/798/name	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	high
itemList.json	/798/shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	high
itemList.json	/799/name	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	high
itemList.json	/799/shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	high
itemList.json	/800/name	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	high
itemList.json	/800/shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	high
itemList.json	/801/name	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	high
itemList.json	/801/shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	high
itemList.json	/802/name	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	high
itemList.json	/802/shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	high
itemList.json	/803/name	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	high
itemList.json	/803/shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	high
itemList.json	/804/name	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	high
itemList.json	/804/shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	high
itemList.json	/805/name	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	high
itemList.json	/805/shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	high
itemList.json	/806/name	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	high
itemList.json	/806/shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	high
itemList.json	/807/name	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	high
itemList.json	/807/shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	high
itemList.json	/808/name	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	high
itemList.json	/808/shortDescription	調整屋硬币	调整专家币	replaced	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA_FREEBIE_343_MEDAL/name	high
