path,kind,current_text,legacy_cn_text,confidence,evidence
js/chara/CharaEnhancementTree.js,js_literal,HP最大能力値アップ,HP最大能力值提升,high,equal literal anchors on both sides
js/chara/CharaEnhancementTree.js,js_literal,ATK最大能力値アップ,ATK最大能力值提升,high,equal literal anchors on both sides
js/chara/CharaEnhancementTree.js,js_literal,DEF最大能力値アップ,DEF最大能力值提升,high,equal literal anchors on both sides
js/chara/CharaEnhancementTree.js,js_literal,Accele性能アップ,Accele性能提升,high,equal literal anchors on both sides
js/chara/CharaEnhancementTree.js,js_literal,Blast性能アップ,Blast性能提升,high,equal literal anchors on both sides
js/chara/CharaEnhancementTree.js,js_literal,Charge性能アップ,Charge性能提升,high,equal literal anchors on both sides
js/chara/CharaEquip.js,js_literal,魔力解放できません,无法解放魔力,high,equal literal anchors on both sides
js/chara/CharaEquip.js,js_literal,のジェム\x3cbr\x3e\x3cspan class\x3d'c_red'\x3eディスティニージェムが不足しています\x3c/span\x3e\x3cp\x3e,的宝石<br><span class='c_red'>命运宝石不足</span><p>,high,equal literal anchors on both sides
js/chara/CharaEquip.js,js_literal,閉じる,关闭,high,equal literal anchors on both sides
js/chara/CharaEquip.js,js_literal,CCが不足しています,诅咒晶片不足,high,equal literal anchors on both sides
js/event/accomplish/EventAccomplishDeck.js,js_literal,編成エラー,编成错误,high,equal literal anchors on both sides
js/event/accomplish/EventAccomplishDeck.js,js_literal,バトル開始には、3人以上の魔法少女が<br>編成に含まれている必要があります。,必须编成3名以上的魔法少女<br>才能开始战斗。,high,equal literal anchors on both sides
js/event/accomplish/EventAccomplishDeck.js,js_literal,戦闘不能の魔法少女が含まれています。,含有正在回复的魔法少女。,high,equal literal anchors on both sides
js/event/accomplish/EventAccomplishDeck.js,js_literal,最低1キャラは設定してください,请至少设置1名角色,high,equal literal anchors on both sides
js/event/accomplish/EventAccomplishDeck.js,js_literal,陣形詳細,阵形详细,high,equal literal anchors on both sides
js/event/accomplish/EventAccomplishDeck.js,js_literal,陣形一覧,阵形一览,high,equal literal anchors on both sides
js/event/accomplish/EventAccomplishDeck.js,js_literal,チーム,队伍,high,equal literal anchors on both sides
js/event/accomplish/EventAccomplishDeck.js,js_literal,個数,个数,high,equal literal anchors on both sides
js/event/accomplish/EventAccomplishDeck.js,js_literal,個,个,high,equal literal anchors on both sides
js/event/accomplish/EventAccomplishDeck.js,js_literal,チーム編成の終了,队伍编成完毕,high,equal literal anchors on both sides
js/event/accomplish/EventAccomplishDeck.js,js_literal,魔法少女・メモリア装備の変更を保存して</br>チーム編成を終了しますか？,是否要保存魔法少女、记忆结晶装备的更改</br>并结束队伍编成？,high,equal literal anchors on both sides
js/event/accomplish/EventAccomplishDeck.js,js_literal,変更を破棄して終了,放弃更改并结束,high,equal literal anchors on both sides
js/event/accomplish/EventAccomplishDeck.js,js_literal,変更を保存して終了,保存更改并结束,high,equal literal anchors on both sides
js/event/accomplish/EventAccomplishRecovery.js,js_literal,回復確認,回复确认,high,equal literal anchors on both sides
js/event/accomplish/EventAccomplishRecovery.js,js_literal,本日分の回復回数の上限に達しています。<br>回復回数は,今日可回复次数已达到上限。<br>回复次数会在,high,equal literal anchors on both sides
js/event/accomplish/EventAccomplishRecovery.js,js_literal,に更新されます。,进行更新,high,equal literal anchors on both sides
js/event/accomplish/EventAccomplishRecovery.js,js_literal,閉じる,关闭,high,equal literal anchors on both sides
js/event/accomplish/EventAccomplishRecovery.js,js_literal,選択された魔法少女は回復が完了しています,所选中的魔法少女已经回复完毕,high,equal literal anchors on both sides
js/event/accomplish/EventAccomplishRecovery.js,js_literal,」を回復しますか？<br>,」要回复吗？<br>,high,equal literal anchors on both sides
js/event/accomplish/EventAccomplishRecovery.js,js_literal,"回復まであと <span id=""popupTimer"">","距离回复完毕还有 <span id=""popupTimer"">",high,equal literal anchors on both sides
js/event/accomplish/EventAccomplishRecovery.js,js_literal,<br><br>本日の回復 ,<br><br>今天的回复 ,high,equal literal anchors on both sides
js/event/accomplish/EventAccomplishRecovery.js,js_literal,回,次,high,equal literal anchors on both sides
js/event/accomplish/EventAccomplishRecovery.js,js_literal,魔法少女の回復,魔法少女的回复,high,equal literal anchors on both sides
js/event/accomplish/EventAccomplishRecovery.js,js_literal,回復する,回复,high,equal literal anchors on both sides
js/event/accomplish/EventAccomplishRecovery.js,js_literal,キャンセル,取消,high,equal literal anchors on both sides
js/event/accomplish/EventAccomplishRecovery.js,js_literal,回復が完了しました,已回复完毕,high,equal literal anchors on both sides
js/event/accomplish/EventAccomplishRecovery.js,js_literal,入手,获得,high,equal literal anchors on both sides
js/event/accomplish/EventAccomplishRecovery.js,js_literal,レベル,等级,high,equal literal anchors on both sides
js/event/accomplish/EventAccomplishRecovery.js,js_literal,レアリティ,稀有度,high,equal literal anchors on both sides
js/event/accomplish/EventAccomplishRecovery.js,js_literal,エピソードLv,事件Lv,high,equal literal anchors on both sides
js/event/accomplish/EventAccomplishRecovery.js,js_literal,マギアLv,Magia等级,high,equal literal anchors on both sides
js/event/accomplish/EventAccomplishRecovery.js,js_literal,回復時間,回复时间,high,equal literal anchors on both sides
js/event/arenaMission/EventArenaMissionStage.js,js_literal,"<li class=""nomatch"">現在対戦可能な相手がいません。<br>しばらくしてから再度来場ください。</li>","<li class=""nomatch"">现在没有可以对战的对手。<br>请稍后再来。</li>",high,equal literal anchors on both sides
js/event/arenaMission/EventArenaMissionStage.js,js_literal,対戦相手の変更,对战对手变更,high,equal literal anchors on both sides
js/event/arenaMission/EventArenaMissionStage.js,js_literal,時間経過の為、対戦相手に変更がありました<br>イベントトップページに戻ります,经过一定时间，对战对手发生了变化<br>即将回到活动首页,high,equal literal anchors on both sides
js/event/arenaMission/EventArenaMissionStage.js,js_literal,イベントトップページへ,进入活动首页,high,equal literal anchors on both sides
js/event/arenaMission/EventArenaMissionStage.js,js_literal,BPを1消費して対戦相手を変更しますか？<br>(対戦相手の再抽選まであと,消耗1BP变更对战对手吗？<br>(离重选对战对手还有,high,equal literal anchors on both sides
js/event/arenaMission/EventArenaMissionStage.js,js_literal,閉じる,关闭,high,equal literal anchors on both sides
js/event/arenaMission/EventArenaMissionStage.js,js_literal,変更する,变更,high,equal literal anchors on both sides
js/event/arenaMission/EventArenaMissionStage.js,js_literal,エラー,错误,high,equal literal anchors on both sides
js/event/arenaMission/EventArenaMissionStage.js,js_literal,BPが不足しています。,BP不足。,high,equal literal anchors on both sides
js/event/arenaMission/EventArenaMissionStage.js,js_literal,回復する,回复,high,equal literal anchors on both sides
js/event/arenaMission/EventArenaMissionTop.js,js_literal,お知らせ,通知,high,equal literal anchors on both sides
js/event/arenaMission/EventArenaMissionTop.js,js_literal,をプレゼント！,作为礼物赠送！,high,equal literal anchors on both sides
js/event/arenaMission/EventArenaMissionTop.js,js_literal,を各種１つずつ配布しました。<br>使用してバトルを有利に進めましょう！,已各发送一个。<br>使用道具，让战斗进行得更加顺利吧！,review,equal literal anchors on both sides; numeric tokens differ
js/event/arenaMission/EventArenaMissionTop.js,js_literal,閉じる,关闭,high,equal literal anchors on both sides
js/event/branch/EventBranchTop.js,js_literal,クエスト確認,副本确认,high,equal literal anchors on both sides
js/event/branch/EventBranchTop.js,js_literal,APが不足しています,AP不足,high,equal literal anchors on both sides
js/event/branch/EventBranchTop.js,js_literal,閉じる,关闭,high,equal literal anchors on both sides
js/event/dungeon/EventDungeonMap.js,js_literal,ポイントの移動,节点移动,high,equal literal anchors on both sides
js/event/dungeon/EventDungeonMap.js,js_literal,次のポイントに進みますか？,是否进入下一节点？,high,equal literal anchors on both sides
js/event/dungeon/EventDungeonMap.js,js_literal,閉じる,关闭,high,equal literal anchors on both sides
js/event/dungeon/EventDungeonMap.js,js_literal,決定,确定,high,equal literal anchors on both sides
js/event/dungeon/EventDungeonMap.js,js_literal,リタイア,退出,high,equal literal anchors on both sides
js/event/dungeon/EventDungeonMap.js,js_literal,キャンセル,取消,high,equal literal anchors on both sides
js/event/dungeon/EventDungeonMap.js,js_literal,ミッション,任务,high,equal literal anchors on both sides
js/event/dungeon/EventDungeonMap.js,js_literal,魔法少女の回復,魔法少女的回复,high,equal literal anchors on both sides
js/event/dungeon/EventDungeonMap.js,js_literal,</span>のHPは最大です。,</span>的HP已达上限。,high,equal literal anchors on both sides
js/event/dungeon/EventDungeonTop.js,js_literal,エリア攻略失敗,攻略区域失败,high,equal literal anchors on both sides
js/event/dungeon/EventDungeonTop.js,js_literal,チーム全員が戦闘不能になったため<br>エリアからリタイアしました,由于所有队员都进入无法战斗状态，<br>已从区域退出,high,equal literal anchors on both sides
js/event/dungeon/EventDungeonTop.js,js_literal,エラー,错误,high,equal literal anchors on both sides
js/event/dungeon/EventDungeonTop.js,js_literal,CPが不足しています。,CP不足。,high,equal literal anchors on both sides
js/event/dungeon/EventDungeonTop.js,js_literal,閉じる,关闭,high,equal literal anchors on both sides
js/event/dungeon/EventDungeonTop.js,js_literal,回復する,回复,high,equal literal anchors on both sides
js/event/raid/EventRaidCloseTop.js,js_literal,"<p class=""noMission ts_white"">全てのミッションをクリアしました</p>","<p class=""noMission ts_white"">已通关全部任务</p>",high,equal literal anchors on both sides
js/event/raid/EventRaidCloseTop.js,js_literal,<div id='totalMissionValidityMask' class='c_pink'>全体撃破報酬は自分で発見したボスを<br>【,<div id='totalMissionValidityMask' class='c_pink'><br>将自己发现的Boss【击败,high,equal literal anchors on both sides
js/event/raid/EventRaidCloseTop.js,js_literal,受け取り期限を過ぎているため<br>対象のミッション報酬を受け取ることはできません,由于领取期限已过，<br>无法领取该任务报酬,high,equal literal anchors on both sides
js/event/raid/EventRaidCloseTop.js,js_literal,ミッション報酬を1件受け取りました。<br><br>※受け取ったアイテムは直接付与されています。,已领取1个任务报酬。<br><br>※可直接获得领取的道具。,high,equal literal anchors on both sides
js/event/raid/EventRaidTop.js,js_literal,逃亡しました,已逃跑,high,equal literal anchors on both sides
js/event/raid/EventRaidTop.js,js_literal,時間,小时,high,equal literal anchors on both sides
js/event/raid/EventRaidTop.js,js_literal,クエスト確認,副本确认,high,equal literal anchors on both sides
js/event/raid/EventRaidTop.js,js_literal,RPが不足しています。,RP不足。,high,equal literal anchors on both sides
js/event/raid/EventRaidTop.js,js_literal,閉じる,关闭,high,equal literal anchors on both sides
js/event/raid/EventRaidTop.js,js_literal,回復する,回复,high,equal literal anchors on both sides
js/event/raid/EventRaidTop.js,js_literal,クエストを開始できません,无法进入副本,high,equal literal anchors on both sides
js/event/raid/EventRaidTop.js,js_literal,"<p class=""noMission ts_white"">全てのミッションをクリアしました</p>","<p class=""noMission ts_white"">已通关全部任务</p>",high,equal literal anchors on both sides
js/event/raid/EventRaidTop.js,js_literal,<div id='totalMissionValidityMask' class='c_pink'>全体撃破報酬は自分で発見したボスを<br>【,<div id='totalMissionValidityMask' class='c_pink'><br>将自己发现的Boss【击败,high,equal literal anchors on both sides
js/event/raid/EventRaidTop.js,js_literal,受け取り期限を過ぎているため<br>対象のミッション報酬を受け取ることはできません,由于领取期限已过，<br>无法领取该任务报酬,high,equal literal anchors on both sides
js/event/raid/EventRaidTop.js,js_literal,ミッション報酬を1件受け取りました。<br><br>※受け取ったアイテムは直接付与されています。,已领取1个任务报酬。<br><br>※可直接获得领取的道具。,high,equal literal anchors on both sides
js/event/raid/EventRaidTop.js,js_literal,救援要請,救援请求,high,equal literal anchors on both sides
js/event/raid/EventRaidTop.js,js_literal,戦ったボスはまだ倒すことができていません。<br>他のプレイヤーに救援要請を送って<br>ボスの撃破に協力してもらいましょう。<br><br><span class='c_red'>※救援要請することで他のプレイヤーがボスを攻撃できるようになります</span>,还无法击败对抗的Boss。<br>向其他玩家发送救援请求，<br>请其他玩家协助一起击败Boss吧。<br><br><span class='c_red'>※其他玩家通过接受救援请求可以对Boss发动攻击。</span>,high,equal literal anchors on both sides
js/event/raid/EventRaidTop.js,js_literal,救援要請する,进行救援请求,high,equal literal anchors on both sides
js/event/raid/EventRaidTop.js,js_literal,救援要請を送りました。,已发送救援请求。,high,equal literal anchors on both sides
js/event/singleraid/EventSingleRaidTop.js,js_literal,ー,一,high,equal literal anchors on both sides
js/event/singleraid/EventSingleRaidTop.js,js_literal,チャレンジエリア ,挑战区域 ,high,equal literal anchors on both sides
js/event/singleraid/EventSingleRaidTop.js,js_literal,章 エリア,章 区域,high,equal literal anchors on both sides
js/event/singleraid/EventSingleRaidTop.js,js_literal,BATTLE◆初級,BATTLE◆初级,high,equal literal anchors on both sides
js/event/singleraid/EventSingleRaidTop.js,js_literal,BATTLE◆中級,BATTLE◆中级,high,equal literal anchors on both sides
js/event/singleraid/EventSingleRaidTop.js,js_literal,BATTLE◆上級,BATTLE◆高级,high,equal literal anchors on both sides
js/event/storyraid/EventStoryRaidTop.js,js_literal,プレーヤー名７８,玩家名７８,high,equal literal anchors on both sides
js/event/storyraid/EventStoryRaidTop.js,js_literal,クエスト確認,副本确认,high,equal literal anchors on both sides
js/event/storyraid/EventStoryRaidTop.js,js_literal,APが不足しています,AP不足,high,equal literal anchors on both sides
js/event/storyraid/EventStoryRaidTop.js,js_literal,閉じる,关闭,high,equal literal anchors on both sides
js/event/storyraid/EventStoryRaidTop.js,js_literal,クエストを開始できません,无法进入副本,high,equal literal anchors on both sides
js/event/storyraid/EventStoryRaidTop.js,js_literal,応援コメント,应援留言,high,equal literal anchors on both sides
js/event/storyraid/EventStoryRaidTop.js,js_literal,コメントを入力してください。,请输入留言内容。,high,equal literal anchors on both sides
js/event/storyraid/EventStoryRaidTop.js,js_literal,イベント参加条件,活动『,review,one equal literal anchor and equal replacement arity
js/event/storyraid/EventStoryRaidTop.js,js_literal,』は<br>,为止开放。<br><br>如要参加活动<br>必须满足【,review,one equal literal anchor and equal replacement arity; embedded markup skeleton differs
js/event/storyraid/EventStoryRaidTop.js,js_literal,】<br>している必要があります。,参加活动的条件,review,one equal literal anchor and equal replacement arity; embedded markup skeleton differs
js/event/storyraid/EventStoryRaidTop.js,js_literal,メインストーリーへ,前往主线剧情,high,equal literal anchors on both sides
js/event/storyraid/EventStoryRaidTop.js,js_literal,キャンセル,取消,high,equal literal anchors on both sides
js/event/tower/EventTowerTop.js,js_literal,◆ ストーリークエスト,◆ 剧情副本,high,equal literal anchors on both sides
js/event/tower/EventTowerTop.js,js_literal,◆ チャレンジクエスト,◆ 挑战副本,high,equal literal anchors on both sides
js/event/tower/EventTowerTop.js,js_literal,編,篇,high,equal literal anchors on both sides
js/event/tower/EventTowerTop.js,js_literal,ストーリークリア,剧情通关,high,equal literal anchors on both sides
js/event/tower/EventTowerTop.js,js_literal,チャレンジクエストが解放されました。,挑战副本已解放。,high,equal literal anchors on both sides
js/event/tower/EventTowerTop.js,js_literal,閉じる,关闭,high,equal literal anchors on both sides
js/event/tower/EventTowerTop.js,js_literal,をプレゼント！,作为礼物赠送！,high,equal literal anchors on both sides
js/event/tower/EventTowerTop.js,js_literal,を配布しました。<br>,已发放。<br>消耗,high,equal literal anchors on both sides
js/event/tower/EventTowerTop.js,js_literal,を消費して<br>イベントクエストをプレイしましょう！,<br>参加活动副本吧！,high,equal literal anchors on both sides
js/event/training/EventTrainingCharaSelect.js,js_literal,特訓対象 変更不可,无法变更 特训对象,high,equal literal anchors on both sides
js/event/training/EventTrainingCharaSelect.js,js_literal,イベントで指定された特訓対象の魔法少女は変更できません。,无法变更活动中指定为特训对象的魔法少女。,high,equal literal anchors on both sides
js/event/training/EventTrainingCharaSelect.js,js_literal,閉じる,关闭,high,equal literal anchors on both sides
js/event/training/EventTrainingTop.js,js_literal,いずれかの特訓クエストをクリアすると、<br>特訓対象の魔法少女を変更することができなくなります。<br>よろしいですか？,通关任一特训副本后，<br>便无法变更作为特训对象的魔法少女。<br>确定吗？,high,equal literal anchors on both sides
js/event/training/EventTrainingTop.js,js_literal,"<br><br><span class=""c_red selectCaution"">※Lv、エピソードLvが最大の魔法少女が選択されています。<br>これ以上EXP、エピソードPtを入手することはできません。</span>","<br><br><span class=""c_red selectCaution"">※已经选择了Lv、事件Lv最大的魔法少女。<br>无法获得更多EXP、事件Pt</span>",high,equal literal anchors on both sides
js/event/training/EventTrainingTop.js,js_literal,"<br><br><span class=""c_red selectCaution"">※Lvが最大の魔法少女が選択されています。<br>これ以上EXPを入手することはできません。</span>","<br><br><span class=""c_red selectCaution"">※已经选择了Lv最大的魔法少女。<br>无法获得更多EXP。</span>",high,equal literal anchors on both sides
js/event/training/EventTrainingTop.js,js_literal,"<br><br><span class=""c_red selectCaution"">※エピソードLvが最大の魔法少女が選択されています。<br>これ以上エピソードPtを入手することはできません。</span>","<br><br><span class=""c_red selectCaution"">※已经选择了事件Lv最大的魔法少女。<br>无法获得更多事件Pt。</span>",high,equal literal anchors on both sides
js/event/training/EventTrainingTop.js,js_literal,特訓する魔法少女の決定,特训魔法少女的决定,high,equal literal anchors on both sides
js/event/training/EventTrainingTop.js,js_literal,キャンセル,取消,high,equal literal anchors on both sides
js/formation/DeckFormation.js,js_literal,編成エラー,编队错误,high,equal literal anchors on both sides
js/formation/DeckFormation.js,js_literal,魔法少女を１体以上編成してください。,请编入1名以上的魔法少女。,high,equal literal anchors on both sides
js/formation/DeckFormation.js,js_literal,編成エラー,编成错误,high,equal literal anchors on both sides
js/formation/DeckFormation.js,js_literal,メインメンバーに魔法少女を１体以上編成してください。,请至少设置1名角色,high,equal literal anchors on both sides
js/formation/DeckFormation.js,js_literal,陣形詳細,阵形详细,high,equal literal anchors on both sides
js/formation/DeckFormation.js,js_literal,陣形一覧,阵形一览,high,equal literal anchors on both sides
js/formation/DeckFormation.js,js_literal,チーム,队伍,high,equal literal anchors on both sides
js/formation/DeckFormation.js,js_literal,編成コピー確認,复制编队确认,high,equal literal anchors on both sides
js/formation/DeckFormation.js,js_literal,\x3c/span\x3eを\x3cspan class\x3d'c_pink'\x3e,</span>已被复制到 <span class='c_pink'>,high,equal literal anchors on both sides
js/formation/DeckFormation.js,js_literal,\x3c/span\x3eへコピーしました。\x3cbr\x3e\x3cbr\x3e\x3cspan class\x3d'c_red'\x3e決定ボタンをタップすることで確定されます。\x3c/span\x3e,</span>。<br><br><span class='c_red'>点击确定键即可确认。</span>,high,equal literal anchors on both sides
js/formation/DeckFormation.js,js_literal,お任せ編成,自动编成,high,equal literal anchors on both sides
js/formation/DeckFormation.js,js_literal,属性は最低１種類選ぶ必要があります。,至少要选择1种属性。,high,equal literal anchors on both sides
js/formation/DeckFormation.js,js_literal,選んだ属性の魔法少女を所持していないため\x3cbr\x3e編成することができません。,由于没有已选属性的魔法少女，<br>因此无法进行编队。,high,equal literal anchors on both sides
js/formation/DeckFormation.js,js_literal,個数,个数,high,equal literal anchors on both sides
js/formation/DeckFormation.js,js_literal,個,个,high,equal literal anchors on both sides
js/formation/DeckFormation.js,js_literal,チーム編成の終了,队伍编成完毕,high,equal literal anchors on both sides
js/formation/DeckFormation.js,js_literal,魔法少女・メモリア装備の変更を保存して\x3c/br\x3eチーム編成を終了しますか？,是否要保存魔法少女、记忆结晶装备的更改</br>并结束队伍编成？,high,equal literal anchors on both sides
js/formation/DeckFormation.js,js_literal,変更を破棄して終了,放弃更改并结束,high,equal literal anchors on both sides
js/formation/DeckFormation.js,js_literal,変更を保存して終了,保存更改并结束,high,equal literal anchors on both sides
js/formation/DeckFormationUtil.js,js_literal,編成エラー,编队错误,high,equal literal anchors on both sides
js/formation/DeckFormationUtil.js,js_literal,メインメンバーに魔法少女を１体以上編成してください。,请在主要成员中编入1名以上的魔法少女。,high,equal literal anchors on both sides
js/formation/FormationQuest.js,js_literal,個数,个数,high,equal literal anchors on both sides
js/formation/FormationQuest.js,js_literal,チーム解散,队伍解散,high,equal literal anchors on both sides
js/formation/FormationQuest.js,js_literal,』を解散します。\x3cbr\x3eよろしいですか？,』将被解散。<br>确定吗？,high,equal literal anchors on both sides
js/formation/FormationQuest.js,js_literal,キャンセル,取消,high,equal literal anchors on both sides
js/formation/FormationQuest.js,js_literal,編成エラー,编成错误,high,equal literal anchors on both sides
js/formation/FormationQuest.js,js_literal,最低1キャラは設定してください,请至少设置1名角色,high,equal literal anchors on both sides
js/formation/FormationQuest.js,js_literal,チーム名変更,队伍名变更,high,equal literal anchors on both sides
js/formation/FormationQuest.js,js_literal,チーム,队伍,high,equal literal anchors on both sides
