path,kind,source_text,cn_text,status
template/test/ShopReworkTest.html,html_text,ショップ,,manual_translation_required
template/test/ShopReworkTest.html,html_text,イベント名,,manual_translation_required
template/test/ShopReworkTest.html,html_text,交換期限,,manual_translation_required
template/test/ShopReworkTest.html,html_text,まで,,manual_translation_required
template/test/ShopReworkTest.html,html_text,マギアストーン,,manual_translation_required
template/test/ShopReworkTest.html,html_text,サポートPt,,manual_translation_required
template/test/ShopReworkTest.html,html_text,ミラーズコイン,,manual_translation_required
template/test/ShopReworkTest.html,html_text,デイリーコイン,,manual_translation_required
template/test/ShopReworkTest.html,html_text,ガチャチケット,,manual_translation_required
template/test/ShopReworkTest.html,html_text,所持数,,manual_translation_required
template/test/ShopReworkTest.html,html_text,購入期限,,manual_translation_required
template/test/ShopReworkTest.html,html_text,残り回数,,manual_translation_required
