item_id	category	path	geometry_status	old_size	current_size	reference_count	reference_evidence	old_cn_source	current_us_reference	product_target	old_sha256	current_sha256	reason	required_action	authority	write_performed
SOURCE-IMG-0016	unresolved-actionable	resource/image_web/event/accomplish/common/recovery/btn_chara_die.png	same-geometry	290x114	290x114	1	totentanz:css/event/accomplish/EventAccomplishRecovery.css	A:\magicaOLD\resource\image_web\event\accomplish\common\recovery\btn_chara_die.png	A:\totentanz-frontend\resource\image_web\event\accomplish\common\recovery\btn_chara_die.png	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\js_v26_release_final_20260813\magica\resource\image_web\event\accomplish\common\recovery\btn_chara_die.png	c7874854c4804a2f8e7118351b8d45be3d24976248b3d0dc0f60b926d3dceb7f	3d7002395f022227f5bf7784f10d381b626e49c9fd58712d161cec9d1c4323df	旧国服同路径图片含可转移的官方中文可见文本，当前美服图片仍为英文/日文或未简体化；尚未进入现有159张官方覆盖或58张重制清单。	按旧国服官方文字覆盖同尺寸图片。	official-cn-legacy-client-image	False
SOURCE-IMG-0017	unresolved-actionable	resource/image_web/event/accomplish/common/recovery/header_cure.png	same-geometry	984x60	984x60	1	totentanz:css/event/accomplish/EventAccomplishRecovery.css	A:\magicaOLD\resource\image_web\event\accomplish\common\recovery\header_cure.png	A:\totentanz-frontend\resource\image_web\event\accomplish\common\recovery\header_cure.png	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\js_v26_release_final_20260813\magica\resource\image_web\event\accomplish\common\recovery\header_cure.png	a1a3d93d0145e668d9f745da484092544af72fb1028028a5dd46b7a2af29bd44	840167df1d4920856705e9bb592333f9d885c847d9bb744fd9919da7dbbf65f7	旧国服同路径图片含可转移的官方中文可见文本，当前美服图片仍为英文/日文或未简体化；尚未进入现有159张官方覆盖或58张重制清单。	按旧国服官方文字覆盖同尺寸图片。	official-cn-legacy-client-image	False
SOURCE-IMG-0018	unresolved-actionable	resource/image_web/event/accomplish/common/recovery/icon_cure_finish.png	same-geometry	146x28	146x28	1	totentanz:css/event/accomplish/EventAccomplishRecovery.css	A:\magicaOLD\resource\image_web\event\accomplish\common\recovery\icon_cure_finish.png	A:\totentanz-frontend\resource\image_web\event\accomplish\common\recovery\icon_cure_finish.png	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\js_v26_release_final_20260813\magica\resource\image_web\event\accomplish\common\recovery\icon_cure_finish.png	7c8e35d1d7f7e5063f5bd0456cc1b54a0c421e5b9de2608e55fe6917360187cf	eab36e70bcea403449901e6e27ea03ae15a0dab217d4679d44b27f36b724204c	旧国服同路径图片含可转移的官方中文可见文本，当前美服图片仍为英文/日文或未简体化；尚未进入现有159张官方覆盖或58张重制清单。	按旧国服官方文字覆盖同尺寸图片。	official-cn-legacy-client-image	False
SOURCE-IMG-0019	unresolved-actionable	resource/image_web/event/aprilfool2018/common/btn_position.png	same-geometry	88x78	88x78	1	totentanz:resource/image_web/_json/help.json	A:\magicaOLD\resource\image_web\event\aprilfool2018\common\btn_position.png	A:\totentanz-frontend\resource\image_web\event\aprilfool2018\common\btn_position.png	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\js_v26_release_final_20260813\magica\resource\image_web\event\aprilfool2018\common\btn_position.png	1666bf4a7ab6d7f69b395e3b2367c60c91409fd1b4dd94eb0f5565a5ae033c7e	b7328ee5f4f87e0366a7a413928b190bdbb0df489e56be885daf137a8db5e133	旧国服同路径图片含可转移的官方中文可见文本，当前美服图片仍为英文/日文或未简体化；尚未进入现有159张官方覆盖或58张重制清单。	按旧国服官方文字覆盖同尺寸图片。	official-cn-legacy-client-image	False
SOURCE-IMG-0020	unresolved-actionable	resource/image_web/event/aprilfool2018/common/btn_timer.png	same-geometry	88x78	88x78	1	totentanz:resource/image_web/_json/help.json	A:\magicaOLD\resource\image_web\event\aprilfool2018\common\btn_timer.png	A:\totentanz-frontend\resource\image_web\event\aprilfool2018\common\btn_timer.png	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\js_v26_release_final_20260813\magica\resource\image_web\event\aprilfool2018\common\btn_timer.png	b6bdbda38870bc689ad3b8bb6ddd225014f8e9de606add1122a6b500abb298d0	5fbc5054114ad03be1a0ee0d36745d2e640793ba74a24ff3cf215a3e053942c6	旧国服同路径图片含可转移的官方中文可见文本，当前美服图片仍为英文/日文或未简体化；尚未进入现有159张官方覆盖或58张重制清单。	按旧国服官方文字覆盖同尺寸图片。	official-cn-legacy-client-image	False
SOURCE-IMG-0021	unresolved-actionable	resource/image_web/event/arenaMission/1006/bg_clear_condition.png	same-geometry	288x58	288x58	1	totentanz:css/event/arenaMission/EventArenaMissionTop.css	A:\magicaOLD\resource\image_web\event\arenaMission\1006\bg_clear_condition.png	A:\totentanz-frontend\resource\image_web\event\arenaMission\1006\bg_clear_condition.png	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\js_v26_release_final_20260813\magica\resource\image_web\event\arenaMission\1006\bg_clear_condition.png	1fd54bd052d54451d6cfd85ff34cec75af1b1944e36e1a04ceb73a5d6410d51c	3d313bd512a40ce905dfa97275acb435a7253127b92ff9daf7802daad0203dc0	旧国服同路径图片含可转移的官方中文可见文本，当前美服图片仍为英文/日文或未简体化；尚未进入现有159张官方覆盖或58张重制清单。	按旧国服官方文字覆盖同尺寸图片。	official-cn-legacy-client-image	False
SOURCE-IMG-0022	unresolved-actionable	resource/image_web/event/arenaMission/1006/bg_party_pt.png	same-geometry	520x112	520x112	1	totentanz:css/event/arenaMission/EventArenaMissionTop.css	A:\magicaOLD\resource\image_web\event\arenaMission\1006\bg_party_pt.png	A:\totentanz-frontend\resource\image_web\event\arenaMission\1006\bg_party_pt.png	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\js_v26_release_final_20260813\magica\resource\image_web\event\arenaMission\1006\bg_party_pt.png	96288436a1101add7074e964538259af6dd4052e4be0074397de1551744867b3	97ed41a9dc7911aa377edf1b5a22636402381d1f17837d5dfc789114d303d889	旧国服同路径图片含可转移的官方中文可见文本，当前美服图片仍为英文/日文或未简体化；尚未进入现有159张官方覆盖或58张重制清单。	按旧国服官方文字覆盖同尺寸图片。	official-cn-legacy-client-image	False
SOURCE-IMG-0023	unresolved-actionable	resource/image_web/event/arenaMission/1006/btn_mission.png	same-geometry	100x86	100x86	1	totentanz:css/event/arenaMission/EventArenaMissionTop.css	A:\magicaOLD\resource\image_web\event\arenaMission\1006\btn_mission.png	A:\totentanz-frontend\resource\image_web\event\arenaMission\1006\btn_mission.png	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\js_v26_release_final_20260813\magica\resource\image_web\event\arenaMission\1006\btn_mission.png	f54b6c4dc558d768e769e4fc78d16b24d3eb6c31b000b9fbacf78304fd8b4598	fcd438878229e835352d5c1ae76548f5e6650f2282d984670017f866570c2a8c	旧国服同路径图片含可转移的官方中文可见文本，当前美服图片仍为英文/日文或未简体化；尚未进入现有159张官方覆盖或58张重制清单。	按旧国服官方文字覆盖同尺寸图片。	official-cn-legacy-client-image	False
SOURCE-IMG-0024	unresolved-actionable	resource/image_web/event/arenaMission/1006/btn_reward.png	same-geometry	100x86	100x86	1	totentanz:css/event/arenaMission/EventArenaMissionTop.css	A:\magicaOLD\resource\image_web\event\arenaMission\1006\btn_reward.png	A:\totentanz-frontend\resource\image_web\event\arenaMission\1006\btn_reward.png	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\js_v26_release_final_20260813\magica\resource\image_web\event\arenaMission\1006\btn_reward.png	88d4d19c8c80a725c0a1027c7ef9aa4ff8be0c29ce5a5d1f77abf5b2ac56334c	2181bdf80dd34630457d3b235bb0e95b68cc26f8d3d60e65121e49622165ebf2	旧国服同路径图片含可转移的官方中文可见文本，当前美服图片仍为英文/日文或未简体化；尚未进入现有159张官方覆盖或58张重制清单。	按旧国服官方文字覆盖同尺寸图片。	official-cn-legacy-client-image	False
SOURCE-IMG-0025	unresolved-actionable	resource/image_web/event/arenaMission/1006/confirm/btn_battle_start.png	same-geometry	298x90	298x90	1	totentanz:css/event/arenaMission/EventArenaMissionStage.css	A:\magicaOLD\resource\image_web\event\arenaMission\1006\confirm\btn_battle_start.png	A:\totentanz-frontend\resource\image_web\event\arenaMission\1006\confirm\btn_battle_start.png	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\js_v26_release_final_20260813\magica\resource\image_web\event\arenaMission\1006\confirm\btn_battle_start.png	34c52d61aad6c98fff36530c2fc4f414fe40d19e71f5d81a29f6dbd7c6d349b6	d5e40602dc1db9f3e692cc2153fdb321f09bf2e8a55b1c00b1af03042e43be76	旧国服同路径图片含可转移的官方中文可见文本，当前美服图片仍为英文/日文或未简体化；尚未进入现有159张官方覆盖或58张重制清单。	按旧国服官方文字覆盖同尺寸图片。	official-cn-legacy-client-image	False
SOURCE-IMG-0026	unresolved-actionable	resource/image_web/event/arenaMission/1006/confirm/item_use_header.png	same-geometry	552x72	552x72	1	totentanz:css/event/arenaMission/EventArenaMissionStage.css	A:\magicaOLD\resource\image_web\event\arenaMission\1006\confirm\item_use_header.png	A:\totentanz-frontend\resource\image_web\event\arenaMission\1006\confirm\item_use_header.png	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\js_v26_release_final_20260813\magica\resource\image_web\event\arenaMission\1006\confirm\item_use_header.png	51f89f69811c35010bed83c0e14ffdd8d747374c1d6c0b4a5cadb9b52d72eb55	fc77b9d5c4ed0ab749e020ab384c07184a8859f08d084eb37d78d258331b0ec1	旧国服同路径图片含可转移的官方中文可见文本，当前美服图片仍为英文/日文或未简体化；尚未进入现有159张官方覆盖或58张重制清单。	按旧国服官方文字覆盖同尺寸图片。	official-cn-legacy-client-image	False
SOURCE-IMG-0027	unresolved-actionable	resource/image_web/event/arenaMission/1006/confirm/party_pt_header.png	same-geometry	166x38	166x38	1	totentanz:css/event/arenaMission/EventArenaMissionStage.css	A:\magicaOLD\resource\image_web\event\arenaMission\1006\confirm\party_pt_header.png	A:\totentanz-frontend\resource\image_web\event\arenaMission\1006\confirm\party_pt_header.png	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\js_v26_release_final_20260813\magica\resource\image_web\event\arenaMission\1006\confirm\party_pt_header.png	556f5ac12cbb3cece79720d8b95ffa689172bb4b24ab55344b1af8a4a6667528	1f4849ea9f18eab221155ff727dba797c3ed5c1748afc85a8a6b564cf87e0266	旧国服同路径图片含可转移的官方中文可见文本，当前美服图片仍为英文/日文或未简体化；尚未进入现有159张官方覆盖或58张重制清单。	按旧国服官方文字覆盖同尺寸图片。	official-cn-legacy-client-image	False
SOURCE-IMG-0028	unresolved-actionable	resource/image_web/event/arenaMission/1006/confirm/team_pt_header.png	same-geometry	166x38	166x38	2	totentanz:css/event/arenaMission/EventArenaMissionStage.css | totentanz:css/event/arenaMission/EventArenaMissionStage.css	A:\magicaOLD\resource\image_web\event\arenaMission\1006\confirm\team_pt_header.png	A:\totentanz-frontend\resource\image_web\event\arenaMission\1006\confirm\team_pt_header.png	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\js_v26_release_final_20260813\magica\resource\image_web\event\arenaMission\1006\confirm\team_pt_header.png	d75a5d78854902bbdd8df3759fc49f74cb017cb4b99f55fb144314ed6ef4dbf5	b175cc4c0042349c0c4d8c21c688a541611b6a5824cb97690019a0c04f59933c	旧国服同路径图片含可转移的官方中文可见文本，当前美服图片仍为英文/日文或未简体化；尚未进入现有159张官方覆盖或58张重制清单。	按旧国服官方文字覆盖同尺寸图片。	official-cn-legacy-client-image	False
SOURCE-IMG-0029	unresolved-actionable	resource/image_web/event/arenaMission/1006/icon_stage_clear.png	same-geometry	78x42	78x42	1	totentanz:css/event/arenaMission/EventArenaMissionTop.css	A:\magicaOLD\resource\image_web\event\arenaMission\1006\icon_stage_clear.png	A:\totentanz-frontend\resource\image_web\event\arenaMission\1006\icon_stage_clear.png	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\js_v26_release_final_20260813\magica\resource\image_web\event\arenaMission\1006\icon_stage_clear.png	858a50bf7b55f52c91d59354e2c4623ded5bac0985a29bbc6641ea926db264ec	742a190ac8ae813de2933cface63c4cbac97f643d00882689f8a0734271db34c	旧国服同路径图片含可转移的官方中文可见文本，当前美服图片仍为英文/日文或未简体化；尚未进入现有159张官方覆盖或58张重制清单。	按旧国服官方文字覆盖同尺寸图片。	official-cn-legacy-client-image	False
SOURCE-IMG-0030	unresolved-actionable	resource/image_web/event/arenaMission/1006/logo.png	same-geometry	186x188	186x188	1	totentanz:css/event/arenaMission/EventArenaMissionTop.css	A:\magicaOLD\resource\image_web\event\arenaMission\1006\logo.png	A:\totentanz-frontend\resource\image_web\event\arenaMission\1006\logo.png	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\js_v26_release_final_20260813\magica\resource\image_web\event\arenaMission\1006\logo.png	9fa3a274c9d4d5a6d611a27817c38199a9c7e96a6cece9b11273feae6102576e	134c5e4f5ee5edef87de66ca8c8b7e77267b74a4eb4f7b3628f0108bb632762c	旧国服同路径图片含可转移的官方中文可见文本，当前美服图片仍为英文/日文或未简体化；尚未进入现有159张官方覆盖或58张重制清单。	按旧国服官方文字覆盖同尺寸图片。	official-cn-legacy-client-image	False
