file	key/id	field	current	official_cn	wiki_cn	other_cn	verdict	proposed_cn	source_tier	confidence	review_status	evidence	notes
charaList.json	2503	title	scene0 ver.		scene0 ver.		wiki-retained	scene0 ver.	wiki	explicit-retained-form	protected-retained	D:\magia\MyProducts\magireco-wiki-data\data\characters.json	Chinese-language Wiki/translated voice page deliberately retains the Latin phrase
charaList.json	2601	title	scene0 ver.		scene0 ver.		wiki-retained	scene0 ver.	wiki	explicit-retained-form	protected-retained	D:\magia\MyProducts\magireco-wiki-data\data\characters.json	Chinese-language Wiki/translated voice page deliberately retains the Latin phrase
charaMessageList.json	1008/54	message	Let's create。		Let's create。		new-human-proposal	开始创作吧。	new-human-proposal	manual-contextual	needs-human-review	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\js_v26_release_final_20260813\magica\js\libs\charaMessageList.json#1008/54 | D:\magia\MyProducts\magiWiki\dump_merged.xml#Latin-only-current-value	Wiki/translated page records the same Latin form but supplies no Chinese replacement; proposal remains lowest-tier human text
charaMessageList.json	1008/57	message	Hurry hurry！		Hurry hurry！		new-human-proposal	快点快点！	new-human-proposal	manual-contextual	needs-human-review	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\js_v26_release_final_20260813\magica\js\libs\charaMessageList.json#1008/57 | D:\magia\MyProducts\magiWiki\dump_merged.xml#Latin-only-current-value	Wiki/translated page records the same Latin form but supplies no Chinese replacement; proposal remains lowest-tier human text
charaMessageList.json	1008/61	message	The end。		The end。		new-human-proposal	结束了。	new-human-proposal	manual-contextual	needs-human-review	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\js_v26_release_final_20260813\magica\js\libs\charaMessageList.json#1008/61 | D:\magia\MyProducts\magiWiki\dump_merged.xml#Latin-only-current-value	Wiki/translated page records the same Latin form but supplies no Chinese replacement; proposal remains lowest-tier human text
charaMessageList.json	1008/72	message	Delete……		Delete……		new-human-proposal	删除……	new-human-proposal	manual-contextual	needs-human-review	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\js_v26_release_final_20260813\magica\js\libs\charaMessageList.json#1008/72 | D:\magia\MyProducts\magiWiki\dump_merged.xml#Latin-only-current-value	Wiki/translated page records the same Latin form but supplies no Chinese replacement; proposal remains lowest-tier human text
charaMessageList.json	1012/55	message	Trick and Treat!		Trick and Treat!		new-human-proposal	恶作剧和糖果！	new-human-proposal	manual-contextual	needs-human-review	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\js_v26_release_final_20260813\magica\js\libs\charaMessageList.json#1012/55 | D:\magia\MyProducts\magiWiki\dump_merged.xml#Latin-only-current-value	Wiki/translated page records the same Latin form but supplies no Chinese replacement; proposal remains lowest-tier human text
charaMessageList.json	1015/66	message	Luce Speranza！		Luce Speranza！		new-human-proposal	希望之光！	new-human-proposal	manual-contextual	needs-human-review	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\js_v26_release_final_20260813\magica\js\libs\charaMessageList.json#1015/66 | D:\magia\MyProducts\magiWiki\dump_merged.xml#Latin-only-current-value	Wiki/translated page records the same Latin form but supplies no Chinese replacement; proposal remains lowest-tier human text
charaMessageList.json	1201/72	message	Debuff！		Debuff！		new-human-proposal	弱化！	new-human-proposal	manual-contextual	needs-human-review	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\js_v26_release_final_20260813\magica\js\libs\charaMessageList.json#1201/72 | D:\magia\MyProducts\magiWiki\dump_merged.xml#Latin-only-current-value	Wiki/translated page records the same Latin form but supplies no Chinese replacement; proposal remains lowest-tier human text
charaMessageList.json	2004/48	message	Yes！		Yes！		new-human-proposal	好！	new-human-proposal	manual-contextual	needs-human-review	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\js_v26_release_final_20260813\magica\js\libs\charaMessageList.json#2004/48 | D:\magia\MyProducts\magiWiki\dump_merged.xml#Latin-only-current-value	Wiki/translated page records the same Latin form but supplies no Chinese replacement; proposal remains lowest-tier human text
charaMessageList.json	1023/42	message	Easy Mode…Easy Game…\n！		Easy Mode…Easy Game…\n！		new-human-proposal	简单模式……轻松游戏……\n！	new-human-proposal	manual-contextual	needs-human-review	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\js_v26_release_final_20260813\magica\js\libs\charaMessageList.json#1023/42 | D:\magia\MyProducts\magiWiki\dump_merged.xml#Latin-only-current-value	Wiki/translated page records the same Latin form but supplies no Chinese replacement; proposal remains lowest-tier human text
charaMessageList.json	1109/56	message	cute！		cute！		new-human-proposal	可爱！	new-human-proposal	manual-contextual	needs-human-review	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\js_v26_release_final_20260813\magica\js\libs\charaMessageList.json#1109/56 | D:\magia\MyProducts\magiWiki\dump_merged.xml#Latin-only-current-value	Wiki/translated page records the same Latin form but supplies no Chinese replacement; proposal remains lowest-tier human text
charaMessageList.json	1109/57	message	lovely！		lovely！		new-human-proposal	迷人！	new-human-proposal	manual-contextual	needs-human-review	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\js_v26_release_final_20260813\magica\js\libs\charaMessageList.json#1109/57 | D:\magia\MyProducts\magiWiki\dump_merged.xml#Latin-only-current-value	Wiki/translated page records the same Latin form but supplies no Chinese replacement; proposal remains lowest-tier human text
charaMessageList.json	1109/58	message	yes！		yes！		new-human-proposal	没错！	new-human-proposal	manual-contextual	needs-human-review	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\js_v26_release_final_20260813\magica\js\libs\charaMessageList.json#1109/58 | D:\magia\MyProducts\magiWiki\dump_merged.xml#Latin-only-current-value	Wiki/translated page records the same Latin form but supplies no Chinese replacement; proposal remains lowest-tier human text
charaMessageList.json	3039/42	message	Let's camera, Action\n！		Let's camera, Action\n！		new-human-proposal	摄像机就位，开拍\n！	new-human-proposal	manual-contextual	needs-human-review	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\js_v26_release_final_20260813\magica\js\libs\charaMessageList.json#3039/42 | D:\magia\MyProducts\magiWiki\dump_merged.xml#Latin-only-current-value	Wiki/translated page records the same Latin form but supplies no Chinese replacement; proposal remains lowest-tier human text
charaMessageList.json	3039/53	message	Start！		Start！		new-human-proposal	开始！	new-human-proposal	manual-contextual	needs-human-review	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\js_v26_release_final_20260813\magica\js\libs\charaMessageList.json#3039/53 | D:\magia\MyProducts\magiWiki\dump_merged.xml#Latin-only-current-value	Wiki/translated page records the same Latin form but supplies no Chinese replacement; proposal remains lowest-tier human text
charaMessageList.json	3039/69	message	Action！		Action！		new-human-proposal	开拍！	new-human-proposal	manual-contextual	needs-human-review	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\js_v26_release_final_20260813\magica\js\libs\charaMessageList.json#3039/69 | D:\magia\MyProducts\magiWiki\dump_merged.xml#Latin-only-current-value	Wiki/translated page records the same Latin form but supplies no Chinese replacement; proposal remains lowest-tier human text
charaMessageList.json	3044/47	message	start！		start！		new-human-proposal	开始！	new-human-proposal	manual-contextual	needs-human-review	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\js_v26_release_final_20260813\magica\js\libs\charaMessageList.json#3044/47 | D:\magia\MyProducts\magiWiki\dump_merged.xml#Latin-only-current-value	Wiki/translated page records the same Latin form but supplies no Chinese replacement; proposal remains lowest-tier human text
charaMessageList.json	3044/48	message	select！		select！		new-human-proposal	选择！	new-human-proposal	manual-contextual	needs-human-review	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\js_v26_release_final_20260813\magica\js\libs\charaMessageList.json#3044/48 | D:\magia\MyProducts\magiWiki\dump_merged.xml#Latin-only-current-value	Wiki/translated page records the same Latin form but supplies no Chinese replacement; proposal remains lowest-tier human text
charaMessageList.json	3044/49	message	set！		set！		new-human-proposal	设置！	new-human-proposal	manual-contextual	needs-human-review	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\js_v26_release_final_20260813\magica\js\libs\charaMessageList.json#3044/49 | D:\magia\MyProducts\magiWiki\dump_merged.xml#Latin-only-current-value	Wiki/translated page records the same Latin form but supplies no Chinese replacement; proposal remains lowest-tier human text
charaMessageList.json	3044/50	message	action！		action！		new-human-proposal	行动！	new-human-proposal	manual-contextual	needs-human-review	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\js_v26_release_final_20260813\magica\js\libs\charaMessageList.json#3044/50 | D:\magia\MyProducts\magiWiki\dump_merged.xml#Latin-only-current-value	Wiki/translated page records the same Latin form but supplies no Chinese replacement; proposal remains lowest-tier human text
charaMessageList.json	3044/59	message	double combo！		double combo！		new-human-proposal	双重连击！	new-human-proposal	manual-contextual	needs-human-review	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\js_v26_release_final_20260813\magica\js\libs\charaMessageList.json#3044/59 | D:\magia\MyProducts\magiWiki\dump_merged.xml#Latin-only-current-value	Wiki/translated page records the same Latin form but supplies no Chinese replacement; proposal remains lowest-tier human text
charaMessageList.json	3044/60	message	crash！		crash！		new-human-proposal	击破！	new-human-proposal	manual-contextual	needs-human-review	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\js_v26_release_final_20260813\magica\js\libs\charaMessageList.json#3044/60 | D:\magia\MyProducts\magiWiki\dump_merged.xml#Latin-only-current-value	Wiki/translated page records the same Latin form but supplies no Chinese replacement; proposal remains lowest-tier human text
charaMessageList.json	3044/61	message	full combo！		full combo！		new-human-proposal	全连击！	new-human-proposal	manual-contextual	needs-human-review	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\js_v26_release_final_20260813\magica\js\libs\charaMessageList.json#3044/61 | D:\magia\MyProducts\magiWiki\dump_merged.xml#Latin-only-current-value	Wiki/translated page records the same Latin form but supplies no Chinese replacement; proposal remains lowest-tier human text
charaMessageList.json	3501/95	message	Holy Spiral Hope!		Holy Spiral Hope!		new-human-proposal	神圣螺旋希望！	new-human-proposal	manual-contextual	needs-human-review	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\js_v26_release_final_20260813\magica\js\libs\charaMessageList.json#3501/95 | D:\magia\MyProducts\magiWiki\dump_merged.xml#Latin-only-current-value	Wiki/translated page records the same Latin form but supplies no Chinese replacement; proposal remains lowest-tier human text
doppelCardMagiaMap.json	21048	name	Magia☆Magica		Magia☆Magica		wiki-retained	Magia☆Magica	wiki	explicit-retained-form	protected-retained	D:\magia\MyProducts\magiWiki\dump_merged.xml#Template:角色数据表/doppel中文	Chinese-language Wiki/translated voice page deliberately retains the Latin phrase
doppelCardMagiaMap.json	35048	name	Dynamic Cake Ceremony		Dynamic Cake Ceremony		new-human-proposal	动感蛋糕典礼	new-human-proposal	manual-contextual	needs-human-review	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\js_v26_release_final_20260813\magica\js\libs\doppelCardMagiaMap.json#35048 | D:\magia\MyProducts\magiWiki\dump_merged.xml#Latin-only-current-value	Wiki/translated page records the same Latin form but supplies no Chinese replacement; proposal remains lowest-tier human text
doppelCardMagiaMap.json	40528	name	Hornet Javelin		Hornet Javelin		wiki-retained	Hornet Javelin	wiki	explicit-retained-form	protected-retained	D:\magia\MyProducts\magiWiki\dump_merged.xml#Template:角色数据表/doppel中文	Chinese-language Wiki/translated voice page deliberately retains the Latin phrase
doppelCardMagiaMap.json	40618	name	Mission of My Heart				new-human-proposal	我心中的使命	new-human-proposal	manual-contextual	needs-human-review	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\js_v26_release_final_20260813\magica\js\libs\doppelCardMagiaMap.json#40618	
doppelCardMagiaMap.json	40628	name	Judgement of My Mind				new-human-proposal	心之裁决	new-human-proposal	manual-contextual	needs-human-review	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\js_v26_release_final_20260813\magica\js\libs\doppelCardMagiaMap.json#40628	
doppelList.json	210400	name	Magia☆Magica		Magia☆Magica		wiki-retained	Magia☆Magica	wiki	explicit-retained-form	protected-retained	D:\magia\MyProducts\magiWiki\dump_merged.xml#Template:角色数据表/doppel中文	Chinese-language Wiki/translated voice page deliberately retains the Latin phrase
doppelList.json	350400	name	Dynamic Cake Ceremony		Dynamic Cake Ceremony		new-human-proposal	动感蛋糕典礼	new-human-proposal	manual-contextual	needs-human-review	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\js_v26_release_final_20260813\magica\js\libs\doppelList.json#350400 | D:\magia\MyProducts\magiWiki\dump_merged.xml#Latin-only-current-value	Wiki/translated page records the same Latin form but supplies no Chinese replacement; proposal remains lowest-tier human text
doppelList.json	405200	name	Hornet Javelin		Hornet Javelin		wiki-retained	Hornet Javelin	wiki	explicit-retained-form	protected-retained	D:\magia\MyProducts\magiWiki\dump_merged.xml#Template:角色数据表/doppel中文	Chinese-language Wiki/translated voice page deliberately retains the Latin phrase
doppelList.json	406100	name	Mission of My Heart				new-human-proposal	我心中的使命	new-human-proposal	manual-contextual	needs-human-review	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\js_v26_release_final_20260813\magica\js\libs\doppelList.json#406100	
doppelList.json	406200	name	Judgement of My Mind				new-human-proposal	心之裁决	new-human-proposal	manual-contextual	needs-human-review	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\js_v26_release_final_20260813\magica\js\libs\doppelList.json#406200	
eventList.json	1042	eventName	Whereabouts of the feather	Whereabouts of the feather			official-retained	Whereabouts of the feather	official-cn	exact-stable-id	protected-retained	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\page\StoryCollection_001.json/eventStoryList/33/eventName	official CN stable-key exact match; 1 matching object occurrence(s)
eventList.json	1053	eventName	Last Magia	Last Magia			official-retained	Last Magia	official-cn	exact-stable-id	protected-retained	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\page\StoryCollection_001.json/eventStoryList/40/eventName	official CN stable-key exact match; 1 matching object occurrence(s)
eventStoryList.json	510051-40	storyTitle	TRUE END	TRUE END			official-retained	TRUE END	official-cn	exact-stable-id	protected-retained	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\page\StoryCollection_001.json/eventStoryList/2/storyList/36/storyTitle	official CN stable-key exact match; 1 matching object occurrence(s)
eventStoryList.json	504901-2,504901-3	storyTitle	Record Ⅰ	Record Ⅰ			official-retained	Record Ⅰ	official-cn	exact-stable-id	protected-retained	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\page\StoryCollection_001.json/eventStoryList/38/storyList/2/storyTitle	official CN stable-key exact match; 1 matching object occurrence(s)
eventStoryList.json	504901-4,504901-5	storyTitle	Record Ⅱ	Record Ⅱ			official-retained	Record Ⅱ	official-cn	exact-stable-id	protected-retained	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\page\StoryCollection_001.json/eventStoryList/38/storyList/3/storyTitle	official CN stable-key exact match; 1 matching object occurrence(s)
eventStoryList.json	504901-6,504901-7	storyTitle	Record Ⅲ	Record Ⅲ			official-retained	Record Ⅲ	official-cn	exact-stable-id	protected-retained	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\page\StoryCollection_001.json/eventStoryList/38/storyList/4/storyTitle	official CN stable-key exact match; 1 matching object occurrence(s)
eventStoryList.json	504901-9,504901-10	storyTitle	Record Ⅳ	Record Ⅳ			official-retained	Record Ⅳ	official-cn	exact-stable-id	protected-retained	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\page\StoryCollection_001.json/eventStoryList/38/storyList/6/storyTitle	official CN stable-key exact match; 1 matching object occurrence(s)
eventStoryList.json	504901-11,504901-12	storyTitle	Record Ⅴ-1	Record Ⅴ-1			official-retained	Record Ⅴ-1	official-cn	exact-stable-id	protected-retained	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\page\StoryCollection_001.json/eventStoryList/38/storyList/7/storyTitle	official CN stable-key exact match; 1 matching object occurrence(s)
eventStoryList.json	504901-13,504901-14	storyTitle	Record Ⅴ-2	Record Ⅴ-2			official-retained	Record Ⅴ-2	official-cn	exact-stable-id	protected-retained	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\page\StoryCollection_001.json/eventStoryList/38/storyList/8/storyTitle	official CN stable-key exact match; 1 matching object occurrence(s)
eventStoryList.json	504901-15	storyTitle	Record Ⅵ-1	Record Ⅵ-1			official-retained	Record Ⅵ-1	official-cn	exact-stable-id	protected-retained	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\page\StoryCollection_001.json/eventStoryList/38/storyList/9/storyTitle	official CN stable-key exact match; 1 matching object occurrence(s)
eventStoryList.json	504901-16,504901-17	storyTitle	Record Ⅵ-2	Record Ⅵ-2			official-retained	Record Ⅵ-2	official-cn	exact-stable-id	protected-retained	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\page\StoryCollection_001.json/eventStoryList/38/storyList/10/storyTitle	official CN stable-key exact match; 1 matching object occurrence(s)
eventStoryList.json	504901-18	storyTitle	Record Ⅶ-1	Record Ⅶ-1			official-retained	Record Ⅶ-1	official-cn	exact-stable-id	protected-retained	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\page\StoryCollection_001.json/eventStoryList/38/storyList/11/storyTitle	official CN stable-key exact match; 1 matching object occurrence(s)
eventStoryList.json	504901-19	storyTitle	Record Ⅶ-2	Record Ⅶ-2			official-retained	Record Ⅶ-2	official-cn	exact-stable-id	protected-retained	D:\magia\MyProducts\MAGIA RECORD CN\Full_Raw_Dump_V2\magica\api\page\StoryCollection_001.json/eventStoryList/38/storyList/12/storyTitle	official CN stable-key exact match; 1 matching object occurrence(s)
