file	key	field	baseline	pass8	current	official_name	official_family_ids	authority_locator	source_record_sha256	official_family_typed_signatures_json	name_match	existing_ledger_overlap	original_pass9_residual	pass14_residual	accepted_as_new_layer	runtime_byte_change	reason
cardMagiaMap.json	90106	name	审判之地	审判大地	审判大地	审判大地	10113,10114,10115,101155	authority.json/cardMagiaMap.json/{10113,10114,10115,101155}/name	f29aab4dac4d61977c9fcb5d6de9b1391e82cef06ee89dbae3e2f0c30a792f69	"{""10113"":{""directions"":[],""numeric_roman"":[""Ⅳ""],""targets"":[""ENEMY_ALL""],""turns"":[]},""10114"":{""directions"":[],""numeric_roman"":[""Ⅵ"",""3""],""targets"":[""ENEMY_ALL"",""ENEMY_ALL""],""turns"":[""3""]},""10115"":{""directions"":[""UP"",""UP""],""numeric_roman"":[""Ⅶ"",""3""],""targets"":[""ENEMY_ALL"",""ENEMY_ALL"",""ALLY_ALL""],""turns"":[""3""]},""101155"":{""directions"":[""UP"",""UP""],""numeric_roman"":[""Ⅶ"",""3""],""targets"":[""ENEMY_ALL"",""ENEMY_ALL"",""ALLY_ALL""],""turns"":[""3""]}}"	exact	false	true	true	true	false	current name is a byte-exact official CN cardMagiaMap family name; official family descriptions are retained as typed numeric/Roman/target/turn/direction evidence
cardMagiaMap.json	90109	name	终结一击	Tiro·Finale（最终射击）	Tiro·Finale（最终射击）	Tiro·Finale（最终射击）	20054,20055,200555	authority.json/cardMagiaMap.json/{20054,20055,200555}/name	257fcab623847abd12e4e6c797e98653f85d2dab3fc80d57962f202b41dfa982	"{""20054"":{""directions"":[""DOWN""],""numeric_roman"":[""Ⅵ"",""1"",""1""],""targets"":[""ENEMY_ALL"",""ENEMY_ALL"",""SELF"",""SELF""],""turns"":[""1"",""1""]},""20055"":{""directions"":[""DOWN""],""numeric_roman"":[""Ⅷ"",""1"",""3"",""1""],""targets"":[""ENEMY_ALL"",""ENEMY_ALL"",""ENEMY_ALL"",""SELF""],""turns"":[""1"",""3"",""1""]},""200555"":{""directions"":[""DOWN""],""numeric_roman"":[""Ⅷ"",""1"",""3"",""1""],""targets"":[""ENEMY_ALL"",""ENEMY_ALL"",""ENEMY_ALL"",""SELF""],""turns"":[""1"",""3"",""1""]}}"	exact	false	true	true	true	false	current name is a byte-exact official CN cardMagiaMap family name; official family descriptions are retained as typed numeric/Roman/target/turn/direction evidence
cardMagiaMap.json	90143	name	终结一击	Tiro·Finale（最终射击）	Tiro·Finale（最终射击）	Tiro·Finale（最终射击）	20054,20055,200555	authority.json/cardMagiaMap.json/{20054,20055,200555}/name	257fcab623847abd12e4e6c797e98653f85d2dab3fc80d57962f202b41dfa982	"{""20054"":{""directions"":[""DOWN""],""numeric_roman"":[""Ⅵ"",""1"",""1""],""targets"":[""ENEMY_ALL"",""ENEMY_ALL"",""SELF"",""SELF""],""turns"":[""1"",""1""]},""20055"":{""directions"":[""DOWN""],""numeric_roman"":[""Ⅷ"",""1"",""3"",""1""],""targets"":[""ENEMY_ALL"",""ENEMY_ALL"",""ENEMY_ALL"",""SELF""],""turns"":[""1"",""3"",""1""]},""200555"":{""directions"":[""DOWN""],""numeric_roman"":[""Ⅷ"",""1"",""3"",""1""],""targets"":[""ENEMY_ALL"",""ENEMY_ALL"",""ENEMY_ALL"",""SELF""],""turns"":[""1"",""3"",""1""]}}"	exact	false	true	true	true	false	current name is a byte-exact official CN cardMagiaMap family name; official family descriptions are retained as typed numeric/Roman/target/turn/direction evidence
cardMagiaMap.json	90145	name	馒头胜利之剑	馒头咖喱棒	馒头咖喱棒	馒头咖喱棒	21023,21024,21025,210255	authority.json/cardMagiaMap.json/{21023,21024,21025,210255}/name	a97c5a203c9879020be71a1373858941e579cbd0fb13c1cf203209d73265f620	"{""21023"":{""directions"":[],""numeric_roman"":[""Ⅲ"",""1"",""1""],""targets"":[""ENEMY_SINGLE"",""ENEMY_SINGLE"",""SELF""],""turns"":[""1"",""1""]},""21024"":{""directions"":[],""numeric_roman"":[""Ⅴ"",""1"",""1""],""targets"":[""ENEMY_SINGLE"",""ENEMY_SINGLE"",""SELF""],""turns"":[""1"",""1""]},""21025"":{""directions"":[],""numeric_roman"":[""Ⅶ"",""1"",""1""],""targets"":[""ENEMY_SINGLE"",""ENEMY_SINGLE"",""SELF""],""turns"":[""1"",""1""]},""210255"":{""directions"":[],""numeric_roman"":[""Ⅶ"",""1"",""1""],""targets"":[""ENEMY_SINGLE"",""ENEMY_SINGLE"",""SELF""],""turns"":[""1"",""1""]}}"	exact	false	true	true	true	false	current name is a byte-exact official CN cardMagiaMap family name; official family descriptions are retained as typed numeric/Roman/target/turn/direction evidence
cardMagiaMap.json	90156	name	终结一击	Tiro·Finale（最终射击）	Tiro·Finale（最终射击）	Tiro·Finale（最终射击）	20054,20055,200555	authority.json/cardMagiaMap.json/{20054,20055,200555}/name	257fcab623847abd12e4e6c797e98653f85d2dab3fc80d57962f202b41dfa982	"{""20054"":{""directions"":[""DOWN""],""numeric_roman"":[""Ⅵ"",""1"",""1""],""targets"":[""ENEMY_ALL"",""ENEMY_ALL"",""SELF"",""SELF""],""turns"":[""1"",""1""]},""20055"":{""directions"":[""DOWN""],""numeric_roman"":[""Ⅷ"",""1"",""3"",""1""],""targets"":[""ENEMY_ALL"",""ENEMY_ALL"",""ENEMY_ALL"",""SELF""],""turns"":[""1"",""3"",""1""]},""200555"":{""directions"":[""DOWN""],""numeric_roman"":[""Ⅷ"",""1"",""3"",""1""],""targets"":[""ENEMY_ALL"",""ENEMY_ALL"",""ENEMY_ALL"",""SELF""],""turns"":[""1"",""3"",""1""]}}"	exact	false	true	true	true	false	current name is a byte-exact official CN cardMagiaMap family name; official family descriptions are retained as typed numeric/Roman/target/turn/direction evidence
cardMagiaMap.json	90171	name	行动盘投资子弹	离群之弹	离群之弹	离群之弹	30164,30165,301655	authority.json/cardMagiaMap.json/{30164,30165,301655}/name	bbb253133117b43fd80af9d1bcab5edf2f4f8fb8eec2170b7e8c90d0608c8b09	"{""30164"":{""directions"":[],""numeric_roman"":[""Ⅴ"",""3""],""targets"":[""ENEMY_SINGLE""],""turns"":[""3""]},""30165"":{""directions"":[],""numeric_roman"":[""Ⅶ"",""3"",""3""],""targets"":[""ENEMY_SINGLE""],""turns"":[""3"",""3""]},""301655"":{""directions"":[],""numeric_roman"":[""Ⅶ"",""3"",""3""],""targets"":[""ENEMY_SINGLE""],""turns"":[""3"",""3""]}}"	exact	false	true	true	true	false	current name is a byte-exact official CN cardMagiaMap family name; official family descriptions are retained as typed numeric/Roman/target/turn/direction evidence
cardMagiaMap.json	90174	name	隐形刺客	隐身的暗杀者	隐身的暗杀者	隐身的暗杀者	30293,30294	authority.json/cardMagiaMap.json/{30293,30294}/name	c57bbacf96ec8181e529bc271e3f9bda6e0c1236eaeae28e446e859779167523	"{""30293"":{""directions"":[],""numeric_roman"":[""Ⅲ"",""1""],""targets"":[""ENEMY_SINGLE"",""SELF""],""turns"":[""1""]},""30294"":{""directions"":[],""numeric_roman"":[""Ⅴ"",""1"",""1""],""targets"":[""ENEMY_SINGLE"",""SELF"",""SELF""],""turns"":[""1"",""1""]}}"	exact	false	true	true	true	false	current name is a byte-exact official CN cardMagiaMap family name; official family descriptions are retained as typed numeric/Roman/target/turn/direction evidence
cardMagiaMap.json	90187	name	慈雨☆魔法	魔法☆之雨	魔法☆之雨	魔法☆之雨	20014,20015,200155	authority.json/cardMagiaMap.json/{20014,20015,200155}/name	b92b5ad7f89a2c8bfd57bd721cbbbcad4f5346381c5f9bd1b820cdcd9c879a57	"{""20014"":{""directions"":[],""numeric_roman"":[""Ⅳ""],""targets"":[""ENEMY_ALL"",""ALLY_ALL""],""turns"":[]},""20015"":{""directions"":[],""numeric_roman"":[""Ⅵ"",""3""],""targets"":[""ENEMY_ALL"",""ALLY_ALL"",""ALLY_ALL""],""turns"":[""3""]},""200155"":{""directions"":[],""numeric_roman"":[""Ⅵ"",""3""],""targets"":[""ENEMY_ALL"",""ALLY_ALL"",""ALLY_ALL""],""turns"":[""3""]}}"	exact	false	true	true	true	false	current name is a byte-exact official CN cardMagiaMap family name; official family descriptions are retained as typed numeric/Roman/target/turn/direction evidence
cardMagiaMap.json	90209	name	馒头胜利之剑	馒头咖喱棒	馒头咖喱棒	馒头咖喱棒	21023,21024,21025,210255	authority.json/cardMagiaMap.json/{21023,21024,21025,210255}/name	a97c5a203c9879020be71a1373858941e579cbd0fb13c1cf203209d73265f620	"{""21023"":{""directions"":[],""numeric_roman"":[""Ⅲ"",""1"",""1""],""targets"":[""ENEMY_SINGLE"",""ENEMY_SINGLE"",""SELF""],""turns"":[""1"",""1""]},""21024"":{""directions"":[],""numeric_roman"":[""Ⅴ"",""1"",""1""],""targets"":[""ENEMY_SINGLE"",""ENEMY_SINGLE"",""SELF""],""turns"":[""1"",""1""]},""21025"":{""directions"":[],""numeric_roman"":[""Ⅶ"",""1"",""1""],""targets"":[""ENEMY_SINGLE"",""ENEMY_SINGLE"",""SELF""],""turns"":[""1"",""1""]},""210255"":{""directions"":[],""numeric_roman"":[""Ⅶ"",""1"",""1""],""targets"":[""ENEMY_SINGLE"",""ENEMY_SINGLE"",""SELF""],""turns"":[""1"",""1""]}}"	exact	false	true	true	true	false	current name is a byte-exact official CN cardMagiaMap family name; official family descriptions are retained as typed numeric/Roman/target/turn/direction evidence
cardMagiaMap.json	90222	name	审判之地	审判大地	审判大地	审判大地	10113,10114,10115,101155	authority.json/cardMagiaMap.json/{10113,10114,10115,101155}/name	f29aab4dac4d61977c9fcb5d6de9b1391e82cef06ee89dbae3e2f0c30a792f69	"{""10113"":{""directions"":[],""numeric_roman"":[""Ⅳ""],""targets"":[""ENEMY_ALL""],""turns"":[]},""10114"":{""directions"":[],""numeric_roman"":[""Ⅵ"",""3""],""targets"":[""ENEMY_ALL"",""ENEMY_ALL""],""turns"":[""3""]},""10115"":{""directions"":[""UP"",""UP""],""numeric_roman"":[""Ⅶ"",""3""],""targets"":[""ENEMY_ALL"",""ENEMY_ALL"",""ALLY_ALL""],""turns"":[""3""]},""101155"":{""directions"":[""UP"",""UP""],""numeric_roman"":[""Ⅶ"",""3""],""targets"":[""ENEMY_ALL"",""ENEMY_ALL"",""ALLY_ALL""],""turns"":[""3""]}}"	exact	false	true	true	true	false	current name is a byte-exact official CN cardMagiaMap family name; official family descriptions are retained as typed numeric/Roman/target/turn/direction evidence
cardMagiaMap.json	90234	name	惊涛拍岸魔女化身垂钓Special	海边钓魔女化身Special	海边钓魔女化身Special	海边钓魔女化身Special	23004,23005,230055	authority.json/cardMagiaMap.json/{23004,23005,230055}/name	517ed11c8aeb663bd62d4bb34522e9e31ca57cd6329f6627b179386022c3755b	"{""23004"":{""directions"":[],""numeric_roman"":[""Ⅵ"",""1"",""1""],""targets"":[""ENEMY_SINGLE"",""ENEMY_SINGLE"",""SELF""],""turns"":[""1"",""1""]},""23005"":{""directions"":[],""numeric_roman"":[""Ⅷ"",""1"",""3""],""targets"":[""ENEMY_SINGLE"",""ENEMY_SINGLE"",""SELF""],""turns"":[""1"",""3""]},""230055"":{""directions"":[],""numeric_roman"":[""Ⅷ"",""1"",""3""],""targets"":[""ENEMY_SINGLE"",""ENEMY_SINGLE"",""SELF""],""turns"":[""1"",""3""]}}"	exact	false	true	true	true	false	current name is a byte-exact official CN cardMagiaMap family name; official family descriptions are retained as typed numeric/Roman/target/turn/direction evidence
cardMagiaMap.json	90239	name	美食猎手	美食猎人	美食猎人	美食猎人	30354,30355	authority.json/cardMagiaMap.json/{30354,30355}/name	feecac61dc42993b8815d38f25985be79205c9b763418ce25409754e619f5b23	"{""30354"":{""directions"":[""UP""],""numeric_roman"":[""Ⅴ"",""3""],""targets"":[""ENEMY_ALL"",""ALLY_ALL"",""ALLY_ALL""],""turns"":[""3""]},""30355"":{""directions"":[""UP""],""numeric_roman"":[""Ⅶ"",""3""],""targets"":[""ENEMY_ALL"",""ALLY_ALL"",""ALLY_ALL""],""turns"":[""3""]}}"	exact	false	true	true	true	false	current name is a byte-exact official CN cardMagiaMap family name; official family descriptions are retained as typed numeric/Roman/target/turn/direction evidence
cardMagiaMap.json	90249	name	无限衰退	无限崩坏	无限崩坏	无限崩坏	11084,11085,110855	authority.json/cardMagiaMap.json/{11084,11085,110855}/name	29a980df335a020be45f3a51c1adab16144cd52561d48cc0c98ccb897bac5bb7	"{""11084"":{""directions"":[""DOWN"",""DOWN""],""numeric_roman"":[""Ⅵ"",""3"",""1"",""1""],""targets"":[""ENEMY_ALL"",""ALLY_ALL"",""ENEMY_ALL"",""SELF""],""turns"":[""3"",""1"",""1""]},""11085"":{""directions"":[""DOWN"",""DOWN""],""numeric_roman"":[""Ⅷ"",""3"",""1"",""1""],""targets"":[""ENEMY_ALL"",""ALLY_ALL"",""ENEMY_ALL"",""SELF""],""turns"":[""3"",""1"",""1""]},""110855"":{""directions"":[""DOWN"",""DOWN""],""numeric_roman"":[""Ⅷ"",""3"",""1"",""1""],""targets"":[""ENEMY_ALL"",""ALLY_ALL"",""ENEMY_ALL"",""SELF""],""turns"":[""3"",""1"",""1""]}}"	exact	false	true	true	true	false	current name is a byte-exact official CN cardMagiaMap family name; official family descriptions are retained as typed numeric/Roman/target/turn/direction evidence
cardMagiaMap.json	90250	name	导弹集中火力	导弹集中炮击	导弹集中炮击	导弹集中炮击	20024,20025,200251,200255	authority.json/cardMagiaMap.json/{20024,20025,200251,200255}/name	fe2deab781e9d96fee4f77a7717fda666dbca818fa2a8b400b688ca779572f35	"{""20024"":{""directions"":[],""numeric_roman"":[""Ⅴ"",""1"",""2""],""targets"":[""ENEMY_ALL"",""ENEMY_ALL"",""SELF""],""turns"":[""1"",""2""]},""20025"":{""directions"":[],""numeric_roman"":[""Ⅶ"",""1"",""2""],""targets"":[""ENEMY_ALL"",""ENEMY_ALL"",""SELF""],""turns"":[""1"",""2""]},""200251"":{""directions"":[],""numeric_roman"":[""Ⅶ"",""1"",""2""],""targets"":[""ENEMY_ALL"",""ENEMY_ALL"",""SELF""],""turns"":[""1"",""2""]},""200255"":{""directions"":[],""numeric_roman"":[""Ⅶ"",""1"",""2""],""targets"":[""ENEMY_ALL"",""ENEMY_ALL"",""SELF""],""turns"":[""1"",""2""]}}"	exact	false	true	true	true	false	current name is a byte-exact official CN cardMagiaMap family name; official family descriptions are retained as typed numeric/Roman/target/turn/direction evidence
cardMagiaMap.json	90251	name	终结一击	Tiro·Finale（最终射击）	Tiro·Finale（最终射击）	Tiro·Finale（最终射击）	20054,20055,200555	authority.json/cardMagiaMap.json/{20054,20055,200555}/name	257fcab623847abd12e4e6c797e98653f85d2dab3fc80d57962f202b41dfa982	"{""20054"":{""directions"":[""DOWN""],""numeric_roman"":[""Ⅵ"",""1"",""1""],""targets"":[""ENEMY_ALL"",""ENEMY_ALL"",""SELF"",""SELF""],""turns"":[""1"",""1""]},""20055"":{""directions"":[""DOWN""],""numeric_roman"":[""Ⅷ"",""1"",""3"",""1""],""targets"":[""ENEMY_ALL"",""ENEMY_ALL"",""ENEMY_ALL"",""SELF""],""turns"":[""1"",""3"",""1""]},""200555"":{""directions"":[""DOWN""],""numeric_roman"":[""Ⅷ"",""1"",""3"",""1""],""targets"":[""ENEMY_ALL"",""ENEMY_ALL"",""ENEMY_ALL"",""SELF""],""turns"":[""1"",""3"",""1""]}}"	exact	false	true	true	true	false	current name is a byte-exact official CN cardMagiaMap family name; official family descriptions are retained as typed numeric/Roman/target/turn/direction evidence
cardMagiaMap.json	90258	name	无限衰退	无限崩坏	无限崩坏	无限崩坏	11084,11085,110855	authority.json/cardMagiaMap.json/{11084,11085,110855}/name	29a980df335a020be45f3a51c1adab16144cd52561d48cc0c98ccb897bac5bb7	"{""11084"":{""directions"":[""DOWN"",""DOWN""],""numeric_roman"":[""Ⅵ"",""3"",""1"",""1""],""targets"":[""ENEMY_ALL"",""ALLY_ALL"",""ENEMY_ALL"",""SELF""],""turns"":[""3"",""1"",""1""]},""11085"":{""directions"":[""DOWN"",""DOWN""],""numeric_roman"":[""Ⅷ"",""3"",""1"",""1""],""targets"":[""ENEMY_ALL"",""ALLY_ALL"",""ENEMY_ALL"",""SELF""],""turns"":[""3"",""1"",""1""]},""110855"":{""directions"":[""DOWN"",""DOWN""],""numeric_roman"":[""Ⅷ"",""3"",""1"",""1""],""targets"":[""ENEMY_ALL"",""ALLY_ALL"",""ENEMY_ALL"",""SELF""],""turns"":[""3"",""1"",""1""]}}"	exact	false	true	true	true	false	current name is a byte-exact official CN cardMagiaMap family name; official family descriptions are retained as typed numeric/Roman/target/turn/direction evidence
cardMagiaMap.json	90269	name	导弹集中火力	导弹集中炮击	导弹集中炮击	导弹集中炮击	20024,20025,200251,200255	authority.json/cardMagiaMap.json/{20024,20025,200251,200255}/name	fe2deab781e9d96fee4f77a7717fda666dbca818fa2a8b400b688ca779572f35	"{""20024"":{""directions"":[],""numeric_roman"":[""Ⅴ"",""1"",""2""],""targets"":[""ENEMY_ALL"",""ENEMY_ALL"",""SELF""],""turns"":[""1"",""2""]},""20025"":{""directions"":[],""numeric_roman"":[""Ⅶ"",""1"",""2""],""targets"":[""ENEMY_ALL"",""ENEMY_ALL"",""SELF""],""turns"":[""1"",""2""]},""200251"":{""directions"":[],""numeric_roman"":[""Ⅶ"",""1"",""2""],""targets"":[""ENEMY_ALL"",""ENEMY_ALL"",""SELF""],""turns"":[""1"",""2""]},""200255"":{""directions"":[],""numeric_roman"":[""Ⅶ"",""1"",""2""],""targets"":[""ENEMY_ALL"",""ENEMY_ALL"",""SELF""],""turns"":[""1"",""2""]}}"	exact	false	true	true	true	false	current name is a byte-exact official CN cardMagiaMap family name; official family descriptions are retained as typed numeric/Roman/target/turn/direction evidence
