file	stable_key	field	baseline_value	current_value	value_type	coverage_status	explicit_source_covered	whole_file_copy_uncovered_regression	transition_count	layer_chain	recipe_rows	authority_types	source_locators	chain_exact	simulated_final_matches_product	known_pass11_90360
cardMagiaMap.json	90010	shortDescription	对敌方单体造成伤害[Ⅴ] & Charge后伤害提升(我方全体/3T)	对单个敌人造成伤害[Ⅴ] & Charge后伤害提升（全体/3T）	str	EXACT_CHAIN_COVERED	True	False	1	pass15	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\pass17_max_integrated\release\authority_layer_ledger_571.tsv#sequence=7	official_cn_dump_linked_same_skill	authority.json/cardMagiaMap.json/10104	True	True	False
cardMagiaMap.json	90011	shortDescription	对敌方全体造成伤害[Ⅵ] & 束缚(敌方全体/1T) & 自身防御下降(自身/1T)	对全体敌人造成伤害[Ⅵ] & 束缚（全体敌人/1T） & 自身防御下降（自己/1T）	str	EXACT_CHAIN_COVERED	True	False	1	pass15	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\pass17_max_integrated\release\authority_layer_ledger_571.tsv#sequence=9	official_cn_dump_linked_same_skill	authority.json/cardMagiaMap.json/20054	True	True	False
cardMagiaMap.json	90012	shortDescription	对敌方单体造成伤害[Ⅰ] & 必定赋予诱惑(敌方单体/1T)	对单个敌人造成伤害[Ⅰ] & 必定附带诱惑（单个敌人/1T）	str	EXACT_CHAIN_COVERED	True	False	1	pass15	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\pass17_max_integrated\release\authority_layer_ledger_571.tsv#sequence=10	official_cn_dump_linked_same_skill	authority.json/cardMagiaMap.json/30012	True	True	False
cardMagiaMap.json	90015	shortDescription	对敌方单体造成伤害[Ⅰ] & HP自动回复(我方全体/3T)	对单个敌人造成伤害[Ⅰ] & HP自动回复（全体/3T）	str	EXACT_CHAIN_COVERED	True	False	1	pass15	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\pass17_max_integrated\release\authority_layer_ledger_571.tsv#sequence=12	official_cn_dump_linked_same_skill	authority.json/cardMagiaMap.json/30112	True	True	False
cardMagiaMap.json	90022	shortDescription	对敌方全体造成伤害[Ⅵ] & MP回复(我方全体) & 伤害削减(我方全体/3T)	对全体敌人造成伤害[Ⅵ] & MP回复（全体） &伤害削减（全体/3T）	str	EXACT_CHAIN_COVERED	True	False	1	pass15	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\pass17_max_integrated\release\authority_layer_ledger_571.tsv#sequence=14	official_cn_dump_linked_same_skill	authority.json/cardMagiaMap.json/20015	True	True	False
cardMagiaMap.json	90026	shortDescription	对敌方单体造成伤害[Ⅶ] & 概率反击(我方全体/3T) & 伤害削减(我方全体/3T)	给予单体敌人伤害[Ⅶ] & 一定几率反击(全部/3T) & 伤害削减(全部/3T)	str	EXACT_CHAIN_COVERED	True	False	1	pass16	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\pass17_max_integrated\release\authority_layer_ledger_571.tsv#sequence=153	official_cn_dump_exact_name_full_signature_closed_lexical_equivalence	authority.json/cardMagiaMap.json/30165/shortDescription	True	True	False
cardMagiaMap.json	90031	shortDescription	对敌方单体造成伤害[Ⅱ] & HP回复(我方全体)	对单个敌人造成伤害[Ⅱ] & HP回复（全体）	str	EXACT_CHAIN_COVERED	True	False	1	pass15	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\pass17_max_integrated\release\authority_layer_ledger_571.tsv#sequence=18	official_cn_dump_linked_same_skill	authority.json/cardMagiaMap.json/40033	True	True	False
cardMagiaMap.json	90033	shortDescription	对敌方全体造成伤害[Ⅴ] & 防御力提升(我方全体/3T) & 伤害削减(我方全体/3T)	对全体敌人造成伤害[Ⅴ] & 防御力提升（全体/3T） & 伤害削减（全体/3T）	str	EXACT_CHAIN_COVERED	True	False	1	pass15	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\pass17_max_integrated\release\authority_layer_ledger_571.tsv#sequence=19	official_cn_dump_linked_same_skill	authority.json/cardMagiaMap.json/10044	True	True	False
cardMagiaMap.json	90041	shortDescription	对敌方单体造成伤害[Ⅴ] & 防御力下降 & 防御力再度下降(敌方单体/3T)	给予单体敌人伤害[Ⅴ]&防御力下降&防御力再度下降(单体敌人/3T)	str	EXACT_CHAIN_COVERED	True	False	1	pass16	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\pass17_max_integrated\release\authority_layer_ledger_571.tsv#sequence=155	official_cn_dump_exact_name_full_signature_closed_lexical_equivalence	authority.json/cardMagiaMap.json/10054/shortDescription	True	True	False
cardMagiaMap.json	90042	shortDescription	对敌方全体造成伤害[Ⅴ] & 防御力提升(我方全体/3T) & 伤害削减(我方全体/3T)	对全体敌人造成伤害[Ⅴ] & 防御力提升（全体/3T） & 伤害削减（全体/3T）	str	EXACT_CHAIN_COVERED	True	False	1	pass15	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\pass17_max_integrated\release\authority_layer_ledger_571.tsv#sequence=21	official_cn_dump_linked_same_skill	authority.json/cardMagiaMap.json/10044	True	True	False
cardMagiaMap.json	90045	shortDescription	对敌方全体造成伤害[Ⅵ] & HP自动回复(我方全体/3T) & 反击无效(我方全体/3T)	对全体敌人造成伤害[Ⅵ] & HP自动回复（全体/3T）  & 反击无效（全体/3T）	str	EXACT_CHAIN_COVERED	True	False	1	pass15	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\pass17_max_integrated\release\authority_layer_ledger_571.tsv#sequence=24	official_cn_dump_linked_same_skill	authority.json/cardMagiaMap.json/30265	True	True	False
cardMagiaMap.json	90046	shortDescription	对敌方全体造成伤害[Ⅰ] & 复活	对全体敌人造成伤害[Ⅰ] & 复活	str	EXACT_CHAIN_COVERED	True	False	1	pass15	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\pass17_max_integrated\release\authority_layer_ledger_571.tsv#sequence=26	official_cn_dump_linked_same_skill	authority.json/cardMagiaMap.json/10011	True	True	False
cardMagiaMap.json	90048	shortDescription	对敌方单体造成伤害[Ⅰ] & 防御力提升 & 攻击力提升(我方全体/3T)	对单个敌人造成伤害[Ⅰ] & 防御力提升 & 攻击力提升（全体/3T）	str	EXACT_CHAIN_COVERED	True	False	1	pass15	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\pass17_max_integrated\release\authority_layer_ledger_571.tsv#sequence=28	official_cn_dump_linked_same_skill	authority.json/cardMagiaMap.json/30022	True	True	False
cardMagiaMap.json	90051	shortDescription	对敌方单体造成伤害[Ⅰ] & HP自动回复(我方全体/3T)	对单个敌人造成伤害[Ⅰ] & HP自动回复（全体/3T）	str	EXACT_CHAIN_COVERED	True	False	1	pass15	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\pass17_max_integrated\release\authority_layer_ledger_571.tsv#sequence=30	official_cn_dump_linked_same_skill	authority.json/cardMagiaMap.json/30112	True	True	False
cardMagiaMap.json	90053	shortDescription	对敌方单体造成伤害[Ⅲ] & 防御力提升(我方全体/3T)	对单个敌人造成伤害[Ⅲ] & 防御力提升（全体/3T）	str	EXACT_CHAIN_COVERED	True	False	1	pass15	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\pass17_max_integrated\release\authority_layer_ledger_571.tsv#sequence=31	official_cn_dump_linked_same_skill	authority.json/cardMagiaMap.json/30193	True	True	False
cardMagiaMap.json	90054	shortDescription	横向伤害[Ⅰ] & HP回复(我方全体)	横向伤害[Ⅰ] & HP回复（全体）	str	EXACT_CHAIN_COVERED	True	False	1	pass16	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\pass17_max_integrated\release\authority_layer_ledger_571.tsv#sequence=156	official_cn_dump_exact_name_full_signature_closed_lexical_equivalence	authority.json/cardMagiaMap.json/30302/shortDescription	True	True	False
cardMagiaMap.json	90056	shortDescription	对敌方全体造成伤害[Ⅰ] & 伤害下降(敌方全体/3T)	对全体敌人造成伤害[Ⅰ] & 伤害下降（全体敌人/3T）	str	EXACT_CHAIN_COVERED	True	False	1	pass15	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\pass17_max_integrated\release\authority_layer_ledger_571.tsv#sequence=33	official_cn_dump_linked_same_skill	authority.json/cardMagiaMap.json/30062	True	True	False
cardMagiaMap.json	90057	shortDescription	对敌方单体造成伤害[Ⅰ] & 必定赋予诱惑(敌方单体/1T)	对单个敌人造成伤害[Ⅰ] & 必定附带诱惑（单个敌人/1T）	str	EXACT_CHAIN_COVERED	True	False	1	pass15	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\pass17_max_integrated\release\authority_layer_ledger_571.tsv#sequence=34	official_cn_dump_linked_same_skill	authority.json/cardMagiaMap.json/30012	True	True	False
cardMagiaMap.json	90059	shortDescription	对敌方全体造成伤害[Ⅱ] & HP回复(我方全体)	对全体敌人造成伤害[Ⅱ] & HP回复（全体）	str	EXACT_CHAIN_COVERED	True	False	1	pass15	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\pass17_max_integrated\release\authority_layer_ledger_571.tsv#sequence=35	official_cn_dump_linked_same_skill	authority.json/cardMagiaMap.json/40123	True	True	False
cardMagiaMap.json	90060	shortDescription	对敌方单体造成伤害[Ⅲ] & 攻击力提升(我方全体/3T)	对单个敌人造成伤害[Ⅲ] & 攻击力提升（全体/3T）	str	EXACT_CHAIN_COVERED	True	False	1	pass15	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\pass17_max_integrated\release\authority_layer_ledger_571.tsv#sequence=37	official_cn_dump_linked_same_skill	authority.json/cardMagiaMap.json/40133	True	True	False
cardMagiaMap.json	90082	shortDescription	对敌方全体造成伤害[Ⅰ] & 复活	对全体敌人造成伤害[Ⅰ] & 复活	str	EXACT_CHAIN_COVERED	True	False	1	pass15	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\pass17_max_integrated\release\authority_layer_ledger_571.tsv#sequence=39	official_cn_dump_linked_same_skill	authority.json/cardMagiaMap.json/10011	True	True	False
cardMagiaMap.json	90083	shortDescription	对敌方全体造成伤害[Ⅴ] & MP回复(自身) & 异常状态耐性提升(我方全体/1T)	对全体敌人造成伤害[Ⅴ] & MP回复（自己）&状态异常耐性提升（全体/1T）	str	EXACT_CHAIN_COVERED	True	False	1	pass15	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\pass17_max_integrated\release\authority_layer_ledger_571.tsv#sequence=41	official_cn_dump_linked_same_skill	authority.json/cardMagiaMap.json/21004	True	True	False
cardMagiaMap.json	90085	shortDescription	对敌方全体造成伤害[Ⅴ] & 敌人的异常状态种类越多，伤害越高	给予全部敌人伤害[Ⅴ] & 敌人的异常状态种类越多，伤害越高	str	EXACT_CHAIN_COVERED	True	False	1	pass16	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\pass17_max_integrated\release\authority_layer_ledger_571.tsv#sequence=159	official_cn_dump_exact_name_full_signature_closed_lexical_equivalence	authority.json/cardMagiaMap.json/25004/shortDescription	True	True	False
cardMagiaMap.json	90113	shortDescription	对敌方单体造成伤害[Ⅵ] & HP越低威力越大 & 回避(自身/1T)	对单个敌人造成伤害[Ⅵ]&HP越低威力越大&回避（自己/1T）	str	EXACT_CHAIN_COVERED	True	False	1	pass15	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\pass17_max_integrated\release\authority_layer_ledger_571.tsv#sequence=43	official_cn_dump_linked_same_skill	authority.json/cardMagiaMap.json/30254	True	True	False
cardMagiaMap.json	90115	shortDescription	对敌方全体造成伤害[Ⅳ] & MP回复(我方全体)	对全体敌人造成伤害[Ⅳ] & MP回复（全体）	str	EXACT_CHAIN_COVERED	True	False	1	pass15	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\pass17_max_integrated\release\authority_layer_ledger_571.tsv#sequence=45	official_cn_dump_linked_same_skill	authority.json/cardMagiaMap.json/20014	True	True	False
cardMagiaMap.json	90123	shortDescription	对敌方单体造成伤害[Ⅴ] & 概率反击(我方全体/3T)	给予单体敌人伤害[Ⅴ] & 一定几率反击(全部/3T)	str	EXACT_CHAIN_COVERED	True	False	1	pass16	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\pass17_max_integrated\release\authority_layer_ledger_571.tsv#sequence=163	official_cn_dump_exact_name_full_signature_closed_lexical_equivalence	authority.json/cardMagiaMap.json/30164/shortDescription	True	True	False
cardMagiaMap.json	90129	shortDescription	对敌方全体造成伤害[Ⅲ] & 防御力提升(我方全体/3T)	对全体敌人造成伤害[Ⅲ] & 防御力提升（全体/3T）	str	EXACT_CHAIN_COVERED	True	False	1	pass15	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\pass17_max_integrated\release\authority_layer_ledger_571.tsv#sequence=50	official_cn_dump_linked_same_skill	authority.json/cardMagiaMap.json/10043	True	True	False
cardMagiaMap.json	90132	shortDescription	对敌方全体造成伤害[Ⅵ] & HP自动回复(我方全体/3T) & 反击无效(我方全体/3T)	对全体敌人造成伤害[Ⅵ] & HP自动回复（全体/3T）  & 反击无效（全体/3T）	str	EXACT_CHAIN_COVERED	True	False	1	pass15	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\pass17_max_integrated\release\authority_layer_ledger_571.tsv#sequence=53	official_cn_dump_linked_same_skill	authority.json/cardMagiaMap.json/30265	True	True	False
cardMagiaMap.json	90137	shortDescription	对敌方全体造成属性强化伤害[Ⅵ] & 概率赋予技能封印(敌方全体/1T) & MP自动回复(我方全体/3T)	给予全部敌人属性强化伤害[Ⅵ]＆一定几率付与禁用技能(全部敌人/1T)＆MP自动回复(全部/3T)	str	EXACT_CHAIN_COVERED	True	False	1	pass16	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\pass17_max_integrated\release\authority_layer_ledger_571.tsv#sequence=166	official_cn_dump_exact_name_full_signature_closed_lexical_equivalence	authority.json/cardMagiaMap.json/30324/shortDescription	True	True	False
cardMagiaMap.json	90139	shortDescription	对敌方全体造成伤害[Ⅴ] & 敌人的异常状态种类越多，伤害越高	给予全部敌人伤害[Ⅴ] & 敌人的异常状态种类越多，伤害越高	str	EXACT_CHAIN_COVERED	True	False	1	pass16	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\pass17_max_integrated\release\authority_layer_ledger_571.tsv#sequence=168	official_cn_dump_exact_name_full_signature_closed_lexical_equivalence	authority.json/cardMagiaMap.json/25004/shortDescription	True	True	False
cardMagiaMap.json	90142	shortDescription	对敌方单体造成伤害[Ⅰ] & 防御力提升 & 攻击力提升(我方全体/3T)	对单个敌人造成伤害[Ⅰ] & 防御力提升 & 攻击力提升（全体/3T）	str	EXACT_CHAIN_COVERED	True	False	1	pass15	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\pass17_max_integrated\release\authority_layer_ledger_571.tsv#sequence=57	official_cn_dump_linked_same_skill	authority.json/cardMagiaMap.json/30022	True	True	False
cardMagiaMap.json	90145	shortDescription	对敌方单体造成伤害[Ⅲ] & 概率赋予麻痹(敌方单体/1T) & 必定挑衅(自身/1T)	对单个敌人造成伤害[Ⅲ] & 一定几率眩晕(单个敌人/1T) & 必定挑衅(自己/1T)	str	EXACT_CHAIN_COVERED	True	False	1	pass11_mechanics	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\pass15_authority\magica\i18n_audit\wiki_authority_pass11_mechanics\mechanics_corrections.json#index=1;id=90145	baseline_pre_llm_semantic_restore	https://magireco.moe/wiki/Magia	True	True	False
cardMagiaMap.json	90146	shortDescription	对敌方单体造成伤害[Ⅲ] & 防御力提升(我方全体/3T)	对单个敌人造成伤害[Ⅲ] & 防御力提升（全体/3T）	str	EXACT_CHAIN_COVERED	True	False	1	pass15	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\pass17_max_integrated\release\authority_layer_ledger_571.tsv#sequence=58	official_cn_dump_linked_same_skill	authority.json/cardMagiaMap.json/30193	True	True	False
cardMagiaMap.json	90147	shortDescription	随机2次造成伤害[Ⅲ] & 暴击(我方全体/3T)	随机2次　造成伤害[Ⅲ] & 暴击（全体/3T）	str	EXACT_CHAIN_COVERED	True	False	1	pass16	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\pass17_max_integrated\release\authority_layer_ledger_571.tsv#sequence=170	official_cn_dump_exact_name_full_signature_closed_lexical_equivalence	authority.json/cardMagiaMap.json/30073/shortDescription	True	True	False
cardMagiaMap.json	90148	shortDescription	对敌方单体造成伤害[Ⅲ] & Charge后伤害提升(我方全体/3T)	对单个敌人造成伤害[Ⅲ] & Charge后伤害提升（全体/3T）	str	EXACT_CHAIN_COVERED	True	False	1	pass15	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\pass17_max_integrated\release\authority_layer_ledger_571.tsv#sequence=60	official_cn_dump_linked_same_skill	authority.json/cardMagiaMap.json/30083	True	True	False
