# 经逐项证据核验的高权重候选；四张迁移表之外的显式来源层，不得由低权重译文覆盖。
# scope	path_prefix	source_text	candidate_cn	status	authority	source_batch	source_locator	source_sha256	match_method	machine_translated	confidence	review_status	evidence
global		受け取り期限を過ぎているため<br>対象のミッション報酬を受け取ることはできません	由于领取期限已过，<br>无法领取该任务报酬	present	official_cn_dump	official-cn-static-pass20-20260815	D:/magia/MyProducts/MAGIA RECORD CN/静态数据/static/magica/js/event/raid/EventRaidCloseTop.js#literal	1dd4511742a59a15063c2ec807688f8754c4316f81adc70207a930c83cf829ea	exact-path-single-literal-alignment	false	exact	official-source-verified	LOW-MT-00474; official and JP trees share js/event/raid/EventRaidCloseTop.js; rejected ambiguous alignments are recorded in the Pass20 review table
global		\\x3cp\\x3e魔法少女を選んだらガチャを引いて仲間にしてみましょう\\x3cbr\\x3e★4魔法少女は選んだ1体のみ出現します\\x3cbr\\x3eガチャを引くまでは魔法少女を選びなおすことが可能です\\x3c/p\\x3e	\\x3cp\\x3e选定魔法少女后抽取扭蛋，将她变成伙伴吧\\x3cbr\\x3e只会出现1名选定的★4魔法少女\\x3cbr\\x3e在抽取扭蛋之前，可以重新选择魔法少女\\x3c/p\\x3e	present	official_cn_dump	official-cn-static-pass20-20260815	D:/magia/MyProducts/MAGIA RECORD CN/静态数据/static/magica/js/util/TutorialUtil.js#ordered literal block	0ba194d23f8397e8f8ea13307e5cbaf8cbf4663dee55a0c66f93ec2d932b3592	same-path-context-literal-alignment	false	high	official-source-verified	LOW-MT-00521; official and JP trees share js/util/TutorialUtil.js; rejected ambiguous alignments are recorded in the Pass20 review table
global		原点の器を1個消費して、\\x3cspan class\\x3d'c_pink'\\x3e	消耗一个原点之器、\\x3cspan class\\x3d'c_pink'\\x3e	present	official_cn_dump	official-cn-static-pass20-20260815	D:/magia/MyProducts/MAGIA RECORD CN/静态数据/static/magica/js/chara/CharaEnhancementTree.js#ordered literal block	abf2ed0e8691a88b8950a67ac0fd10d380cebbba30fc9108856b2535a0bb25cc	same-path-context-literal-alignment	false	high	official-source-verified	LOW-MT-00527; official and JP trees share js/chara/CharaEnhancementTree.js; rejected ambiguous alignments are recorded in the Pass20 review table
global		ストアに最新版が公開されていない場合は暫くお待ちください。	如果应用商店尚未公开最新版本，请暂作等候。	present	official_cn_dump	official-cn-static-pass20-20260815	D:/magia/MyProducts/MAGIA RECORD CN/静态数据/static/magica/template/top/NewVersionRecommend.html#div#NewVersionRecommend/div:nth-of-type(1)/div#versionReccommend/span.versionReccommendTxt02.c_gold:nth-of-type(2)	b200eb7661ca0c53454c6ed6cb6db016183a6be8844a48cba355c92ab1fa6f71	exact-path-dom-match	false	exact	official-source-verified	LOW-MT-00594; official and JP trees share template/top/NewVersionRecommend.html; rejected ambiguous alignments are recorded in the Pass20 review table
global		\\x3cbr\\x3eのみのチームでクエストを開始	\\x3cbr\\x3e单人的队伍才能开始副本	present	official_cn_dump	official-cn-static-pass20-20260815	D:/magia/MyProducts/MAGIA RECORD CN/静态数据/static/magica/js/quest/QuestUtil.js#literal	965e6e8e7b46c7e650f766167a405ac418cc278f1e2c0df341fc2fd5ed67672c	exact-path-single-literal-alignment	false	exact	official-source-verified	LOW-MT-00627; official and JP trees share js/quest/QuestUtil.js; rejected ambiguous alignments are recorded in the Pass20 review table
override	magica/js/event/raid/	体以上撃破】すると解放されます</div>	个以上】<br>即可解锁全体击败的报酬</div>	present	official_cn_dump	official-cn-static-pass20-20260815	D:/magia/MyProducts/MAGIA RECORD CN/静态数据/static/magica/js/event/raid/EventRaidCloseTop.js#ordered literal block	1dd4511742a59a15063c2ec807688f8754c4316f81adc70207a930c83cf829ea	same-path-context-literal-alignment	false	high	official-source-verified	LOW-MT-00674; official and JP trees share js/event/raid/EventRaidCloseTop.js; rejected ambiguous alignments are recorded in the Pass20 review table
global		・不正アクセスを行い本サービス、または他ユーザー様に不利益を与える行為。	·进行不正当使用，对本服务及其他用户造成不利影响的行为。	present	official_cn_dump	official-cn-static-pass20-20260815	D:/magia/MyProducts/MAGIA RECORD CN/静态数据/static/magica/template/user/Ban.html#div#BanWrap/div#mainWrap/div.banList:nth-of-type(1)/div.caution:nth-of-type(1)/br:nth-of-type(1)/br:nth-of-type(1)/br:nth-of-type(1)	6dadcffd0f7bb76373427b0240f5a7bff6c6ce541170e4f7f8935e281337dde0	exact-path-dom-match	false	exact	official-source-verified	LOW-MT-00700; official and JP trees share template/user/Ban.html; rejected ambiguous alignments are recorded in the Pass20 review table
global		【対象となる行為】	【视为处理对象的行为】	present	official_cn_dump	official-cn-static-pass20-20260815	D:/magia/MyProducts/MAGIA RECORD CN/静态数据/static/magica/template/user/Ban.html#div#BanWrap/div#mainWrap/div.banList:nth-of-type(1)/div.caution:nth-of-type(1)	6dadcffd0f7bb76373427b0240f5a7bff6c6ce541170e4f7f8935e281337dde0	exact-path-dom-match	false	exact	official-source-verified	LOW-MT-00784; official and JP trees share template/user/Ban.html; rejected ambiguous alignments are recorded in the Pass20 review table
global		余ったデスティニージェムは、アイテムリスト画面と@魔力解放画面でマギアチップに交換できます	可以在道具列表页面和魔力解放页面@将多余的命运宝石转换为魔法晶片	present	official_cn_dump	official-cn-static-pass20-20260815	D:/magia/MyProducts/MAGIA RECORD CN/静态数据/static/magica/js/_common/nativeCommand.js#nativeCommand ordered object	b4fcf7e4d0eff5c8d729371750875fce6b49c8c91fd0cb290eabebe1b3be0474	same-object-order-context-match	false	high	official-source-verified	LOW-MT-01090; official and JP trees share js/_common/nativeCommand.js; rejected ambiguous alignments are recorded in the Pass20 review table
global		\\x3cbr\\x3eを含むチームでクエストを開始	\\x3cbr\\x3e所在的队伍才能开始副本	present	official_cn_dump	official-cn-static-pass20-20260815	D:/magia/MyProducts/MAGIA RECORD CN/静态数据/static/magica/js/quest/QuestUtil.js#literal	965e6e8e7b46c7e650f766167a405ac418cc278f1e2c0df341fc2fd5ed67672c	exact-path-single-literal-alignment	false	exact	official-source-verified	LOW-MT-01239; official and JP trees share js/quest/QuestUtil.js; rejected ambiguous alignments are recorded in the Pass20 review table
global		マギアLv	Magia等级	present	official_cn_dump	official-cn-static-pass20-20260815	D:/magia/MyProducts/MAGIA RECORD CN/静态数据/static/magica/js/event/accomplish/EventAccomplishRecovery.js#literal	99592398dc53c507c54239c920c7aa71812c0fb34f2bc548be6854bcbe203386	exact-path-single-literal-alignment	false	exact	official-source-verified	LOW-MT-01540; official and JP trees share js/event/accomplish/EventAccomplishRecovery.js; rejected ambiguous alignments are recorded in the Pass20 review table
global		」を上書きします。\\x3c/br\\x3e	」将覆盖\\x3c/br\\x3e	present	official_cn_dump	official-cn-static-pass20-20260815	D:/magia/MyProducts/MAGIA RECORD CN/静态数据/static/magica/js/memoria/MemoriaSetEquip.js#ordered literal block	4bdbe7b6c98975bc63daff3b47ca4c91a63618a0aab41efe7d59a54fd149102a	same-path-context-literal-alignment	false	high	official-source-verified	LOW-MT-01580; official and JP trees share js/memoria/MemoriaSetEquip.js; rejected ambiguous alignments are recorded in the Pass20 review table
global		Charge性能アップ	Charge性能提升	present	official_cn_dump	official-cn-static-pass20-20260815	D:/magia/MyProducts/MAGIA RECORD CN/静态数据/static/magica/js/chara/CharaEnhancementTree.js#literal	abf2ed0e8691a88b8950a67ac0fd10d380cebbba30fc9108856b2535a0bb25cc	exact-path-single-literal-alignment	false	exact	official-source-verified	LOW-MT-01781; official and JP trees share js/chara/CharaEnhancementTree.js; rejected ambiguous alignments are recorded in the Pass20 review table
global		ミッション報酬を1件受け取りました。<br><br>※受け取ったアイテムは直接付与されています。	已领取1个任务报酬。<br><br>※可直接获得领取的道具。	present	official_cn_dump	official-cn-static-pass20-20260815	D:/magia/MyProducts/MAGIA RECORD CN/静态数据/static/magica/js/event/raid/EventRaidCloseTop.js#literal	1dd4511742a59a15063c2ec807688f8754c4316f81adc70207a930c83cf829ea	exact-path-single-literal-alignment	false	exact	official-source-verified	LOW-MT-01783; official and JP trees share js/event/raid/EventRaidCloseTop.js; rejected ambiguous alignments are recorded in the Pass20 review table
global		装備したいセットを選んでください	请选择想要装备的组合	present	official_cn_dump	official-cn-static-pass20-20260815	D:/magia/MyProducts/MAGIA RECORD CN/静态数据/static/magica/js/memoria/MemoriaSetEquip.js#literal	4bdbe7b6c98975bc63daff3b47ca4c91a63618a0aab41efe7d59a54fd149102a	exact-path-single-literal-alignment	false	exact	official-source-verified	LOW-MT-01786; official and JP trees share js/memoria/MemoriaSetEquip.js; rejected ambiguous alignments are recorded in the Pass20 review table
global		オートを解除した場合、次のターンから@手動操作することができます	取消自动战斗时，从下一回合起@即可手动操作	present	official_cn_dump	official-cn-static-pass20-20260815	D:/magia/MyProducts/MAGIA RECORD CN/静态数据/static/magica/js/_common/nativeCommand.js#nativeCommand ordered object	b4fcf7e4d0eff5c8d729371750875fce6b49c8c91fd0cb290eabebe1b3be0474	same-object-order-context-match	false	high	official-source-verified	LOW-MT-01787; official and JP trees share js/_common/nativeCommand.js; rejected ambiguous alignments are recorded in the Pass20 review table
global		特訓したい魔法少女を選んでください	请选择想特训的魔法少女	present	official_cn_dump	official-cn-static-pass20-20260815	D:/magia/MyProducts/MAGIA RECORD CN/静态数据/static/magica/template/event/training/EventTrainingCharaSelect.html#div#EventTrainingCharaSelect/div#charaSelectWrap/div.charaOuter:nth-of-type(1)/div.btnWrap:nth-of-type(1)/p:nth-of-type(1)	b4590e28bcaf8092311f797086a6ca59e9bdfe57791002d65fab9aaf124e7c04	exact-path-dom-match	false	exact	official-source-verified	LOW-MT-01790; official and JP trees share template/event/training/EventTrainingCharaSelect.html; rejected ambiguous alignments are recorded in the Pass20 review table
global		\\x3cp\\x3eクエスト用のチームを編成しましょう\\x3c/p\\x3e	\\x3cp\\x3e对副本用的队伍进行编成吧\\x3c/p\\x3e	present	official_cn_dump	official-cn-static-pass20-20260815	D:/magia/MyProducts/MAGIA RECORD CN/静态数据/static/magica/js/util/TutorialUtil.js#ordered literal block	0ba194d23f8397e8f8ea13307e5cbaf8cbf4663dee55a0c66f93ec2d932b3592	same-path-context-literal-alignment	false	high	official-source-verified	LOW-MT-01792; official and JP trees share js/util/TutorialUtil.js; rejected ambiguous alignments are recorded in the Pass20 review table
global		Blastディスクには縦攻撃、横攻撃の@2種類が存在します	Blast行动盘拥有2种攻击类型@即横向攻击和纵向攻击	present	official_cn_dump	official-cn-static-pass20-20260815	D:/magia/MyProducts/MAGIA RECORD CN/静态数据/static/magica/js/_common/nativeCommand.js#nativeCommand ordered object	b4fcf7e4d0eff5c8d729371750875fce6b49c8c91fd0cb290eabebe1b3be0474	same-object-order-context-match	false	high	official-source-verified	LOW-MT-01795; official and JP trees share js/_common/nativeCommand.js; rejected ambiguous alignments are recorded in the Pass20 review table
global		★5かつマギアLv5の魔法少女の@ドッペルクエストをクリアすることで解放されます	★5且Magia为5级的魔法少女@其魔女化身将在副本通关后解放	present	official_cn_dump	official-cn-static-pass20-20260815	D:/magia/MyProducts/MAGIA RECORD CN/静态数据/static/magica/js/_common/nativeCommand.js#nativeCommand ordered object	b4fcf7e4d0eff5c8d729371750875fce6b49c8c91fd0cb290eabebe1b3be0474	same-object-order-context-match	false	high	official-source-verified	LOW-MT-01802; official and JP trees share js/_common/nativeCommand.js; rejected ambiguous alignments are recorded in the Pass20 review table
global		魔法陣形	魔法阵型	present	official_cn_dump	official-cn-static-pass20-20260815	D:/magia/MyProducts/MAGIA RECORD CN/静态数据/static/magica/template/formation/FormationQuest.html#div#FormationQuest/div#deckFormationWrap/div#bottomWrap/ul.btnList.flexBox:nth-of-type(1)/li#fomationSheetBtn	8a73978062da1662bb7405d93ca37ef4e924b8a0b14bd66a56237e6ea8480f8d	exact-path-dom-match	false	exact	official-source-verified	LOW-MT-01803; official and JP trees share template/formation/FormationQuest.html; rejected ambiguous alignments are recorded in the Pass20 review table
global		強化	强化	present	official_cn_dump	official-cn-static-pass20-20260815	D:/magia/MyProducts/MAGIA RECORD CN/静态数据/static/magica/template/chara/CharaCompose.html#div#CharaCompose/div#itemWrap/div.bottomWrap:nth-of-type(3)/div#mainBtn	f38b6e171bfb8ce29f613e3d760cb29a82c5ca3bba91cd96a387978737396ab1	exact-path-dom-match	false	exact	official-source-verified	LOW-MT-01806; official and JP trees share template/chara/CharaCompose.html; rejected ambiguous alignments are recorded in the Pass20 review table
global		キャッシュクリアしました。	已清空缓存。	present	official_cn_dump	official-cn-static-pass20-20260815	D:/magia/MyProducts/MAGIA RECORD CN/静态数据/static/magica/js/top/TopPage.js#ordered literal block	6ab6100807c4a792ea1778d530ccd19e1c9f6f5ceac042dce385eada1aa1487e	same-path-context-literal-alignment	false	high	official-source-verified	LOW-MT-01831; official and JP trees share js/top/TopPage.js; rejected ambiguous alignments are recorded in the Pass20 review table
global		コメント編集	编辑留言	present	official_cn_dump	official-cn-static-pass20-20260815	D:/magia/MyProducts/MAGIA RECORD CN/静态数据/static/magica/js/view/user/MyProfilePopup.js#literal	a2cc4b29436109e3804c0945339ce503465387588fd0d9775cc54e15da71c45d	exact-path-single-literal-alignment	false	exact	official-source-verified	LOW-MT-01833; official and JP trees share js/view/user/MyProfilePopup.js; rejected ambiguous alignments are recorded in the Pass20 review table
global		サポートボーナス	协助奖励	present	official_cn_dump	official-cn-static-pass20-20260815	D:/magia/MyProducts/MAGIA RECORD CN/静态数据/static/magica/template/loginBonus/loginBonusPopupTemp.html#div.getBonusWrap:nth-of-type(1)/div.loginBonusFrame.supportFrame.<%=.helperAtt%>:nth-of-type(2)/div.dailyFrameTitle:nth-of-type(2)	8aad9ce63e5351b6ca319c7f029421e2f60acc41df865d9fcda53d0f51cc4f6d	exact-path-dom-match	false	exact	official-source-verified	LOW-MT-01834; official and JP trees share template/loginBonus/loginBonusPopupTemp.html; rejected ambiguous alignments are recorded in the Pass20 review table
global		全ての素材をまとめてセットします。	一并设置所有素材。	present	official_cn_dump	official-cn-static-pass20-20260815	D:/magia/MyProducts/MAGIA RECORD CN/静态数据/static/magica/template/chara/CharaBulkCustomizePopup.html#div.popupInner:nth-of-type(1)/div.popupTextArea:nth-of-type(1)/div.bulkSetText:nth-of-type(2)	b5ff8670b8467d5b5c3c6acd1af269ddbb8546f4b3c4f924d5ce474542cea543	exact-path-dom-match	false	exact	official-source-verified	LOW-MT-01838; official and JP trees share template/chara/CharaBulkCustomizePopup.html; rejected ambiguous alignments are recorded in the Pass20 review table
global		選択された魔法少女は回復が完了しています	所选中的魔法少女已经回复完毕	present	official_cn_dump	official-cn-static-pass20-20260815	D:/magia/MyProducts/MAGIA RECORD CN/静态数据/static/magica/js/event/accomplish/EventAccomplishRecovery.js#ordered literal block	99592398dc53c507c54239c920c7aa71812c0fb34f2bc548be6854bcbe203386	same-path-context-literal-alignment	false	high	official-source-verified	LOW-MT-01843; official and JP trees share js/event/accomplish/EventAccomplishRecovery.js; rejected ambiguous alignments are recorded in the Pass20 review table
global		魔法少女の詳細情報です	魔法少女的详细资讯	present	official_cn_dump	official-cn-static-pass20-20260815	D:/magia/MyProducts/MAGIA RECORD CN/静态数据/static/magica/template/formation/FormationQuest.html#div#FormationQuest/div#deckDetailWrap/div#bottomWrap/div#cautionText	8a73978062da1662bb7405d93ca37ef4e924b8a0b14bd66a56237e6ea8480f8d	exact-path-dom-match	false	exact	official-source-verified	LOW-MT-01844; official and JP trees share template/formation/FormationQuest.html; rejected ambiguous alignments are recorded in the Pass20 review table
global		フォローについて	关于关注	present	official_cn_dump	official-cn-static-pass20-20260815	D:/magia/MyProducts/MAGIA RECORD CN/静态数据/static/magica/js/view/user/GlobalMenuView.js#literal	afe285a42672aef930a5e8f1d66895879f3bf66d05fc7d1586b53a47333f5ece	exact-path-single-literal-alignment	false	exact	official-source-verified	LOW-MT-01848; official and JP trees share js/view/user/GlobalMenuView.js; rejected ambiguous alignments are recorded in the Pass20 review table
global		このクエストには以下の開始条件があります\\x3cbr\\x3e	此副本必须满足以下条件才能开始\\x3cbr\\x3e	present	official_cn_dump	official-cn-static-pass20-20260815	D:/magia/MyProducts/MAGIA RECORD CN/静态数据/static/magica/js/quest/QuestUtil.js#literal	965e6e8e7b46c7e650f766167a405ac418cc278f1e2c0df341fc2fd5ed67672c	exact-path-single-literal-alignment	false	exact	official-source-verified	LOW-MT-01856; official and JP trees share js/quest/QuestUtil.js; rejected ambiguous alignments are recorded in the Pass20 review table
global		魔力解放	魔力解放	present	official_cn_dump	official-cn-static-pass20-20260815	D:/magia/MyProducts/MAGIA RECORD CN/静态数据/static/magica/js/event/accomplish/EventAccomplishRecovery.js#ordered literal block	99592398dc53c507c54239c920c7aa71812c0fb34f2bc548be6854bcbe203386	same-path-context-literal-alignment	false	high	official-source-verified	LOW-MT-01859; official and JP trees share js/event/accomplish/EventAccomplishRecovery.js; rejected ambiguous alignments are recorded in the Pass20 review table
global		BATTLE ◆ 上級	BATTLE ◆ 上级	present	official_cn_dump	official-cn-static-pass20-20260815	D:/magia/MyProducts/MAGIA RECORD CN/静态数据/static/magica/js/event/training/EventTrainingTop.js#ordered literal block	441310b48b5d8553e86688fd1f4d55124f3b255b6d99b1cda384ba8f438f6982	same-path-context-literal-alignment	false	high	official-source-verified	LOW-MT-01864; official and JP trees share js/event/training/EventTrainingTop.js; rejected ambiguous alignments are recorded in the Pass20 review table
global		デスティニージェムをマギアチップに変換	将命运宝石转换为魔法晶片	present	official_cn_dump	official-cn-static-pass20-20260815	D:/magia/MyProducts/MAGIA RECORD CN/静态数据/static/magica/js/_common/nativeCommand.js#nativeCommand ordered object	b4fcf7e4d0eff5c8d729371750875fce6b49c8c91fd0cb290eabebe1b3be0474	same-object-order-context-match	false	high	official-source-verified	LOW-MT-01868; official and JP trees share js/_common/nativeCommand.js; rejected ambiguous alignments are recorded in the Pass20 review table
global		有償マギアストーン	付费魔法石	present	official_cn_dump	official-cn-static-pass20-20260815	D:/magia/MyProducts/MAGIA RECORD CN/静态数据/static/magica/js/gacha/GachaResult.js#ordered literal block	905f089f03b807b03fb7eba6f025499c2a0ace5347416d9f2be4b46b205fa1d1	same-path-context-literal-alignment	false	high	official-source-verified	LOW-MT-01874; official and JP trees share js/gacha/GachaResult.js; rejected ambiguous alignments are recorded in the Pass20 review table
global		クリア(獲得済・未コンプ)	通关（已通、未满星）	present	official_cn_dump	official-cn-static-pass20-20260815	D:/magia/MyProducts/MAGIA RECORD CN/静态数据/static/magica/template/event/dungeon/EventDungeonTop.html#mapicontypemax;:nth-of-type(1)/div#EventDungeonTop/ul#debugArea/li.debugClearBtn.sb_gold_01.TE:nth-of-type(2)	93205e38f45a9ccfc1ab73088b7378d0bb7dec87493a03814c0340184bc66935	exact-path-dom-match	false	exact	official-source-verified	LOW-MT-01877; official and JP trees share template/event/dungeon/EventDungeonTop.html; rejected ambiguous alignments are recorded in the Pass20 review table
global		サンプルまま	按示例内容发送	present	official_cn_dump	official-cn-static-pass20-20260815	D:/magia/MyProducts/MAGIA RECORD CN/静态数据/static/magica/template/event/storyraid/EventStoryRaidTop.html#div#EventStoryRaidTop/div#mapWrap/ul#debugArea/li.debugBtn.TE.sb_gold_01:nth-of-type(1)	1497230847922df4bcad5ecf9120c46283dec28fe92ba46d7e29dd6e45d062a7	exact-path-dom-match	false	exact	official-source-verified	LOW-MT-01879; official and JP trees share template/event/storyraid/EventStoryRaidTop.html; rejected ambiguous alignments are recorded in the Pass20 review table
global		遊び方	玩法	present	official_cn_dump	official-cn-static-pass20-20260815	D:/magia/MyProducts/MAGIA RECORD CN/静态数据/static/magica/template/campaign/box_gacha/CampaignBoxGachaTop.html#div#CampaignBoxGachaTop/div#helpBtn	65a9d21ca24ef72fcc266a063915e13430b9b66410c4b5d0a7b0716a0415cae5	exact-path-dom-match	false	exact	official-source-verified	LOW-MT-01886; official and JP trees share template/campaign/box_gacha/CampaignBoxGachaTop.html; rejected ambiguous alignments are recorded in the Pass20 review table
global		ターゲットは3枚のディスクを選択する際に@毎回変更することができます	选择3枚行动盘时@每次都可以变更攻击目标	present	official_cn_dump	official-cn-static-pass20-20260815	D:/magia/MyProducts/MAGIA RECORD CN/静态数据/static/magica/js/_common/nativeCommand.js#nativeCommand ordered object	b4fcf7e4d0eff5c8d729371750875fce6b49c8c91fd0cb290eabebe1b3be0474	same-object-order-context-match	false	high	official-source-verified	LOW-MT-01887; official and JP trees share js/_common/nativeCommand.js; rejected ambiguous alignments are recorded in the Pass20 review table
global		※ムービーデータは、後からダウンロードすることも可能です。\\n※Wi-Fi環境でのダウンロードをお勧めします。	※影片资料也可以之后再下载。\\n※建议在Wi-Fi模式下进行下载。	present	official_cn_dump	official-cn-static-pass20-20260815	D:/magia/MyProducts/MAGIA RECORD CN/静态数据/static/magica/js/_common/nativeCommand.js#literal	b4fcf7e4d0eff5c8d729371750875fce6b49c8c91fd0cb290eabebe1b3be0474	exact-path-single-literal-alignment	false	exact	official-source-verified	LOW-MT-01888; official and JP trees share js/_common/nativeCommand.js; rejected ambiguous alignments are recorded in the Pass20 review table
